lila_lemma	lila_inftype	inftype_qid
lemma/59932	v4r	Q335
lemma/61790	v1r	Q331
lemma/66287	v1r	Q331
lemma/68990	v1r	Q331
lemma/88007	v1r	Q331
lemma/91339	v1r	Q331
lemma/92810	v3r	Q334
lemma/94194	v1r	Q331
lemma/95887	v1r	Q331
lemma/106803	v3r	Q334
lemma/107721	v1r	Q331
lemma/114593	v5r	Q336
lemma/114645	v3r	Q334
lemma/116660	v1r	Q331
lemma/118194	v3r	Q334
lemma/118914	v1r	Q331
lemma/123525	v1d	Q330
lemma/123526	v1r	Q331
lemma/126794	v1r	Q331
lemma/129090	v1r	Q331
lemma/129241	v1r	Q331
lemma/134458	v1r	Q331
lemma/28050	v4r	Q335
lemma/28963	v1r	Q331
lemma/31024	v1r	Q331
lemma/33426	v1r	Q331
lemma/40538	v1r	Q331
lemma/52398	v1d	Q330
lemma/52608	v1r	Q331
lemma/59171	v1d	Q330
lemma/62509	v1r	Q331
lemma/66244	v1r	Q331
lemma/66913	v1r	Q331
lemma/71800	v1r	Q331
lemma/75221	v1r	Q331
lemma/81793	v1r	Q331
lemma/84620	v1r	Q331
lemma/87383	v3r	Q334
lemma/87587	v1r	Q331
lemma/90465	v3r	Q334
lemma/92984	v1r	Q331
lemma/94294	v1d	Q330
lemma/95263	v1r	Q331
lemma/98106	v1r	Q331
lemma/99024	v1r	Q331
lemma/100986	v1d	Q330
lemma/101914	v1r	Q331
lemma/102311	v3d	Q338
lemma/104866	v1d	Q330
lemma/106964	v3r	Q334
lemma/109674	v1d	Q330
lemma/109675	v1r	Q331
lemma/110196	v1r	Q331
lemma/112491	v4r	Q335
lemma/120008	v1r	Q331
lemma/122557	v1r	Q331
lemma/122609	v2r	Q332
lemma/123938	v1r	Q331
lemma/125928	v2r	Q332
lemma/135376	v3r	Q334
lemma/28873	v1r	Q331
lemma/30515	v1r	Q331
lemma/30825	v3r	Q334
lemma/32509	v1r	Q331
lemma/40780	v1r	Q331
lemma/46718	v1r	Q331
lemma/47427	v1r	Q331
lemma/50411	v1r	Q331
lemma/50810	v3r	Q334
lemma/51276	v3r	Q334
lemma/59479	v1r	Q331
lemma/60873	v3r	Q334
lemma/86974	v1r	Q331
lemma/87179	v2r	Q332
lemma/87940	v1r	Q331
lemma/88042	v1r	Q331
lemma/93077	v1r	Q331
lemma/93377	v4r	Q335
lemma/94145	v1r	Q331
lemma/94195	v3r	Q334
lemma/96145	v1r	Q331
lemma/98471	v1r	Q331
lemma/98515	v1r	Q331
lemma/107722	v3r	Q334
lemma/107779	v1r	Q331
lemma/109718	v3r	Q334
lemma/112802	v1d	Q330
lemma/112803	v1r	Q331
lemma/113839	v1r	Q331
lemma/114485	v6r	Q337
lemma/115597	v1d	Q330
lemma/118456	v1r	Q331
lemma/119222	v1r	Q331
lemma/119630	v3r	Q334
lemma/120206	v1r	Q331
lemma/126029	v3r	Q334
lemma/136754	v2r	Q332
lemma/138041	v3r	Q334
lemma/141891	v1r	Q331
lemma/26118	v1r	Q331
lemma/28096	v3	Q333
lemma/42483	v3r	Q334
lemma/43743	v1r	Q331
lemma/45488	v1r	Q331
lemma/46655	v1r	Q331
lemma/54028	v3r	Q334
lemma/60516	v1r	Q331
lemma/71093	v4r	Q335
lemma/73801	v1d	Q330
lemma/74924	v3d	Q338
lemma/77624	v1r	Q331
lemma/79429	v1d	Q330
lemma/87348	v1r	Q331
lemma/87384	v4d	Q340
lemma/87693	v1d	Q330
lemma/94295	v1d	Q330
lemma/94296	v1r	Q331
lemma/96658	v3r	Q334
lemma/98057	v2e	Q352
lemma/99025	v3r	Q334
lemma/101915	v3r	Q334
lemma/106965	v5r	Q336
lemma/108640	v1r	Q331
lemma/115284	v1r	Q331
lemma/115445	v1r	Q331
lemma/122558	v1r	Q331
lemma/126743	v3r	Q334
lemma/128682	v1r	Q331
lemma/27496	v1r	Q331
lemma/29525	v1r	Q331
lemma/30932	v3r	Q334
lemma/42892	v4r	Q335
lemma/46247	v1r	Q331
lemma/50813	v1r	Q331
lemma/67826	v1r	Q331
lemma/69755	v3d	Q338
lemma/74713	v1d	Q330
lemma/78599	v3r	Q334
lemma/78951	v2r	Q332
lemma/79313	v1r	Q331
lemma/95482	v1d	Q330
lemma/95483	v1r	Q331
lemma/98516	v1r	Q331
lemma/102057	v1r	Q331
lemma/108232	v1r	Q331
lemma/114233	v1r	Q331
lemma/114486	v3r	Q334
lemma/115693	v1d	Q330
lemma/116662	v3r	Q334
lemma/118518	v3r	Q334
lemma/120156	v3r	Q334
lemma/120207	v1r	Q331
lemma/122353	v1r	Q331
lemma/126394	v3r	Q334
lemma/126796	v3r	Q334
lemma/27127	v1d	Q330
lemma/33234	v1r	Q331
lemma/37150	v1r	Q331
lemma/40130	v1r	Q331
lemma/48910	v1r	Q331
lemma/49885	v1r	Q331
lemma/50313	v1r	Q331
lemma/50877	v1r	Q331
lemma/53633	v1r	Q331
lemma/59475	v1r	Q331
lemma/70121	v1r	Q331
lemma/71802	v1r	Q331
lemma/80911	v4	Q350
lemma/81695	v1r	Q331
lemma/87385	v1r	Q331
lemma/96490	v3r	Q334
lemma/103642	v1r	Q331
lemma/119530	v1r	Q331
lemma/122559	v1r	Q331
lemma/122860	v2r	Q332
lemma/125672	v3r	Q334
lemma/126657	v4r	Q335
lemma/126744	v1r	Q331
lemma/132109	v1r	Q331
lemma/132410	v1r	Q331
lemma/132875	v1r	Q331
lemma/136092	v1r	Q331
lemma/141691	v1d	Q330
lemma/26206	v1r	Q331
lemma/39562	v1r	Q331
lemma/42260	v1r	Q331
lemma/44105	v1r	Q331
lemma/44612	v1r	Q331
lemma/45956	v1r	Q331
lemma/46153	v1r	Q331
lemma/47021	v3r	Q334
lemma/58767	v1r	Q331
lemma/59118	v1r	Q331
lemma/61793	v4r	Q335
lemma/68331	v1r	Q331
lemma/76090	v1r	Q331
lemma/77627	v1r	Q331
lemma/88009	v3r	Q334
lemma/95118	v4d	Q340
lemma/98517	v3r	Q334
lemma/104364	v2d	Q347
lemma/104365	v2r	Q332
lemma/107724	v3r	Q334
lemma/114487	v3r	Q334
lemma/114597	v1r	Q331
lemma/116714	v2r	Q332
lemma/118915	v1r	Q331
lemma/119115	v2r	Q332
lemma/120103	v1r	Q331
lemma/121745	v3r	Q334
lemma/128388	v1r	Q331
lemma/133436	v1r	Q331
lemma/35673	v1r	Q331
lemma/43694	v3r	Q334
lemma/69746	v1r	Q331
lemma/75990	v3r	Q334
lemma/76040	v1r	Q331
lemma/77575	v1r	Q331
lemma/77788	v1r	Q331
lemma/87387	v2e	Q352
lemma/95067	v3r	Q334
lemma/96035	v3d	Q338
lemma/99027	v2r	Q332
lemma/99136	v3d	Q338
lemma/100580	v1r	Q331
lemma/101916	v1r	Q331
lemma/102522	v1r	Q331
lemma/109771	v1r	Q331
lemma/110199	v4r	Q335
lemma/115286	v1r	Q331
lemma/120009	v3r	Q334
lemma/122861	v3r	Q334
lemma/123886	v1d	Q330
lemma/123887	v1r	Q331
lemma/125415	v1r	Q331
lemma/126333	v1r	Q331
lemma/126658	v5d	Q341
lemma/126748	v3r	Q334
lemma/127880	v2r	Q332
lemma/127881	v3r	Q334
lemma/130065	v1r	Q331
lemma/141787	v1r	Q331
lemma/26166	v1r	Q331
lemma/32762	v1r	Q331
lemma/46198	v3r	Q334
lemma/49679	v1r	Q331
lemma/49822	v1r	Q331
lemma/52811	v1r	Q331
lemma/53220	v1r	Q331
lemma/59433	v1r	Q331
lemma/59885	v1r	Q331
lemma/60059	v1r	Q331
lemma/76142	v1r	Q331
lemma/76658	v3r	Q334
lemma/79272	v1r	Q331
lemma/88044	v3r	Q334
lemma/94196	v1r	Q331
lemma/94568	v1r	Q331
lemma/96146	v3r	Q334
lemma/98473	v1r	Q331
lemma/102876	v3r	Q334
lemma/108234	v1r	Q331
lemma/114280	v1r	Q331
lemma/114432	v3r	Q334
lemma/114488	v3e	Q339
lemma/117906	v4r	Q335
lemma/119117	v1r	Q331
lemma/119634	v1r	Q331
lemma/129509	v2r	Q332
lemma/131443	v3r	Q334
lemma/28967	v3r	Q334
lemma/32169	v1r	Q331
lemma/49513	v6	Q345
lemma/50872	v1r	Q331
lemma/55597	v2r	Q332
lemma/72671	v1r	Q331
lemma/78095	v1r	Q331
lemma/89896	v1r	Q331
lemma/102523	v6r	Q337
lemma/106966	v3r	Q334
lemma/109773	v1r	Q331
lemma/111628	v1r	Q331
lemma/118199	v1r	Q331
lemma/118658	v4r	Q335
lemma/120010	v1r	Q331
lemma/126751	v3r	Q334
lemma/128685	v3r	Q334
lemma/134355	v1r	Q331
lemma/27444	v1r	Q331
lemma/27534	v1r	Q331
lemma/33788	v1r	Q331
lemma/46602	v1r	Q331
lemma/47060	v1r	Q331
lemma/47576	v1r	Q331
lemma/54639	v1r	Q331
lemma/59421	v1r	Q331
lemma/64298	v1r	Q331
lemma/75390	v1r	Q331
lemma/86977	v1r	Q331
lemma/94148	v2r	Q332
lemma/95066	v2r	Q332
lemma/96185	v2r	Q332
lemma/96186	v3r	Q334
lemma/102412	v1r	Q331
lemma/106669	v1d	Q330
lemma/107210	v3r	Q334
lemma/108184	v3r	Q334
lemma/108235	v3r	Q334
lemma/108547	v3d	Q338
lemma/114237	v3d	Q338
lemma/114489	v3r	Q334
lemma/117905	v1r	Q331
lemma/119224	v1r	Q331
lemma/120106	v3r	Q334
lemma/120159	v1r	Q331
lemma/122454	v1r	Q331
lemma/126799	v3r	Q334
lemma/127825	v3r	Q334
lemma/130831	v2r	Q332
lemma/26050	v7e	Q343
lemma/31338	v2r	Q332
lemma/32300	v1r	Q331
lemma/34349	v1r	Q331
lemma/46864	v1r	Q331
lemma/47168	v1r	Q331
lemma/49463	v1r	Q331
lemma/52764	v1r	Q331
lemma/68588	v1d	Q330
lemma/75548	v1d	Q330
lemma/87391	v2r	Q332
lemma/96493	v3r	Q334
lemma/108954	v3d	Q338
lemma/108955	v3r	Q334
lemma/109774	v3r	Q334
lemma/111228	v1r	Q331
lemma/112768	v3r	Q334
lemma/119061	v1r	Q331
lemma/120017	v1r	Q331
lemma/125471	v1r	Q331
lemma/126093	v1r	Q331
lemma/128630	v3r	Q334
lemma/129923	v1r	Q331
lemma/131904	v1r	Q331
lemma/133280	v1r	Q331
lemma/133847	v1r	Q331
lemma/27535	v3r	Q334
lemma/28453	v1r	Q331
lemma/28918	v1r	Q331
lemma/34242	v3r	Q334
lemma/43181	v1r	Q331
lemma/44521	v1r	Q331
lemma/47585	v1r	Q331
lemma/50667	v1r	Q331
lemma/50820	v1r	Q331
lemma/54624	v4r	Q335
lemma/75844	v1r	Q331
lemma/86978	v5r	Q336
lemma/89372	v1d	Q330
lemma/95072	v2r	Q332
lemma/98520	v1r	Q331
lemma/103438	v2r	Q332
lemma/108236	v1r	Q331
lemma/112769	v1r	Q331
lemma/116717	v3r	Q334
lemma/117380	v3r	Q334
lemma/118144	v2r	Q332
lemma/119225	v3r	Q334
lemma/120374	v1d	Q330
lemma/122455	v1r	Q331
lemma/125009	v1d	Q330
lemma/125010	v1r	Q331
lemma/133439	v1r	Q331
lemma/27893	v1r	Q331
lemma/33274	v1r	Q331
lemma/49837	v1r	Q331
lemma/52750	v3r	Q334
lemma/55650	v4r	Q335
lemma/59373	v3r	Q334
lemma/64819	v1r	Q331
lemma/69846	v1r	Q331
lemma/86937	v1r	Q331
lemma/88914	v1r	Q331
lemma/98060	v3r	Q334
lemma/98362	v1r	Q331
lemma/100581	v1r	Q331
lemma/100948	v1d	Q330
lemma/101803	v1r	Q331
lemma/102473	v1r	Q331
lemma/102526	v1r	Q331
lemma/103740	v1r	Q331
lemma/108602	v1d	Q330
lemma/108603	v1r	Q331
lemma/108953	v1d	Q330
lemma/117430	v1d	Q330
lemma/117431	v1r	Q331
lemma/119062	v3d	Q338
lemma/125683	v1r	Q331
lemma/126094	v1r	Q331
lemma/128631	v4r	Q335
lemma/27285	v1r	Q331
lemma/27850	v1r	Q331
lemma/30118	v1r	Q331
lemma/41510	v1r	Q331
lemma/44258	v3r	Q334
lemma/50875	v1r	Q331
lemma/57021	v1r	Q331
lemma/72060	v4r	Q335
lemma/83708	v1r	Q331
lemma/85084	v1r	Q331
lemma/96950	v1d	Q330
lemma/96951	v1r	Q331
lemma/98474	v1r	Q331
lemma/99740	v5r	Q336
lemma/101397	v3r	Q334
lemma/103439	v3r	Q334
lemma/108237	v1r	Q331
lemma/108905	v2r	Q332
lemma/114435	v1r	Q331
lemma/116718	v3r	Q334
lemma/117085	v3r	Q334
lemma/117176	v4r	Q335
lemma/119118	v3r	Q334
lemma/119226	v1d	Q330
lemma/120378	v3r	Q334
lemma/122456	v3r	Q334
lemma/126095	v2r	Q332
lemma/129197	v3r	Q334
lemma/130270	v3r	Q334
lemma/136766	v4r	Q335
lemma/29888	v1r	Q331
lemma/31281	v1r	Q331
lemma/41347	v1r	Q331
lemma/49000	v1r	Q331
lemma/53313	v1r	Q331
lemma/66542	v4r	Q335
lemma/69740	v1r	Q331
lemma/69904	v1r	Q331
lemma/74203	v1r	Q331
lemma/78605	v1r	Q331
lemma/79270	v3r	Q334
lemma/79874	v1r	Q331
lemma/86006	v1r	Q331
lemma/86939	v3r	Q334
lemma/87393	v3r	Q334
lemma/88915	v1r	Q331
lemma/95733	v2r	Q332
lemma/97974	v1r	Q331
lemma/100582	v1r	Q331
lemma/119063	v1r	Q331
lemma/122400	v3r	Q334
lemma/122760	v1r	Q331
lemma/132364	v1r	Q331
lemma/134710	v3r	Q334
lemma/141790	v1r	Q331
lemma/29582	v1r	Q331
lemma/40838	v1r	Q331
lemma/49109	v1r	Q331
lemma/64043	v1r	Q331
lemma/64653	v1r	Q331
lemma/68942	v1r	Q331
lemma/82582	v1d	Q330
lemma/96453	v1r	Q331
lemma/99741	v1r	Q331
lemma/100029	v1r	Q331
lemma/108238	v4r	Q335
lemma/108549	v1r	Q331
lemma/108906	v1d	Q330
lemma/108907	v1r	Q331
lemma/117177	v3r	Q334
lemma/122457	v3r	Q334
lemma/123223	v4r	Q335
lemma/126096	v1r	Q331
lemma/126396	v3r	Q334
lemma/27129	v3r	Q334
lemma/32710	v1r	Q331
lemma/39154	v3r	Q334
lemma/40186	v1r	Q331
lemma/41297	v1r	Q331
lemma/44668	v3r	Q334
lemma/49776	v1r	Q331
lemma/59487	v1r	Q331
lemma/73857	v1r	Q331
lemma/75639	v1r	Q331
lemma/86922	v3r	Q334
lemma/86938	v1r	Q331
lemma/95572	v1r	Q331
lemma/95734	v3r	Q334
lemma/96494	v1r	Q331
lemma/97566	v1r	Q331
lemma/97975	v1r	Q331
lemma/98364	v1r	Q331
lemma/100371	v1r	Q331
lemma/100830	v3r	Q334
lemma/105220	v3r	Q334
lemma/107425	v4r	Q335
lemma/107470	v1r	Q331
lemma/110560	v3r	Q334
lemma/117852	v1r	Q331
lemma/122401	v3r	Q334
lemma/122511	v3r	Q334
lemma/126338	v1r	Q331
lemma/126754	v4r	Q335
lemma/129091	v1r	Q331
lemma/141791	v1r	Q331
lemma/54627	v4r	Q335
lemma/59736	v1r	Q331
lemma/60577	v1r	Q331
lemma/86979	v3r	Q334
lemma/87432	v1r	Q331
lemma/90366	v1r	Q331
lemma/91596	v3r	Q334
lemma/99742	v2r	Q332
lemma/100487	v3r	Q334
lemma/102416	v1r	Q331
lemma/111690	v6r	Q337
lemma/114245	v1r	Q331
lemma/122458	v3r	Q334
lemma/122810	v4r	Q335
lemma/130836	v1d	Q330
lemma/132774	v1r	Q331
lemma/135221	v1r	Q331
lemma/142035	v2r	Q332
lemma/31283	v1r	Q331
lemma/32563	v1r	Q331
lemma/45230	v1r	Q331
lemma/46147	v1r	Q331
lemma/47524	v1r	Q331
lemma/57539	v3r	Q334
lemma/91284	v1r	Q331
lemma/95573	v1r	Q331
lemma/96495	v2r	Q332
lemma/100949	v1r	Q331
lemma/102474	v1r	Q331
lemma/102527	v3r	Q334
lemma/108908	v3r	Q334
lemma/114795	v6r	Q337
lemma/117797	v2e	Q352
lemma/119065	v1r	Q331
lemma/119119	v1r	Q331
lemma/122402	v3r	Q334
lemma/122512	v1r	Q331
lemma/137981	v3r	Q334
lemma/26319	v3r	Q334
lemma/27381	v1r	Q331
lemma/32519	v2r	Q332
lemma/67670	v1d	Q330
lemma/75439	v3r	Q334
lemma/77537	v1r	Q331
lemma/77883	v1r	Q331
lemma/87433	v2r	Q332
lemma/95991	v3r	Q334
lemma/99494	v1d	Q330
lemma/99495	v1r	Q331
lemma/99853	v1r	Q331
lemma/100488	v4d	Q340
lemma/101399	v1r	Q331
lemma/102418	v3r	Q334
lemma/107215	v3r	Q334
lemma/107370	v3r	Q334
lemma/114195	v3r	Q334
lemma/114282	v3r	Q334
lemma/119227	v1r	Q331
lemma/122459	v1r	Q331
lemma/132009	v1r	Q331
lemma/138491	v2r	Q332
lemma/27948	v1r	Q331
lemma/28870	v1r	Q331
lemma/30310	v1r	Q331
lemma/30983	v1d	Q330
lemma/47436	v1r	Q331
lemma/48959	v1r	Q331
lemma/49519	v1r	Q331
lemma/56515	v1r	Q331
lemma/63687	v1r	Q331
lemma/79821	v1r	Q331
lemma/94197	v3r	Q334
lemma/100584	v4r	Q335
lemma/102009	v1r	Q331
lemma/108491	v1r	Q331
lemma/116001	v3r	Q334
lemma/118812	v1r	Q331
lemma/122513	v3r	Q334
lemma/122761	v3r	Q334
lemma/123786	v1r	Q331
lemma/129961	v1d	Q330
lemma/132367	v1r	Q331
lemma/136140	v1r	Q331
lemma/136707	v1r	Q331
lemma/27382	v1r	Q331
lemma/27489	v1r	Q331
lemma/29835	v1r	Q331
lemma/33222	v1r	Q331
lemma/46865	v1r	Q331
lemma/65329	v1r	Q331
lemma/75890	v3r	Q334
lemma/81730	v3r	Q334
lemma/86874	v1r	Q331
lemma/90368	v2r	Q332
lemma/96030	v4r	Q335
lemma/97977	v1r	Q331
lemma/107895	v1r	Q331
lemma/114196	v3r	Q334
lemma/123224	v3r	Q334
lemma/126701	v1r	Q331
lemma/127620	v3r	Q334
lemma/128993	v1r	Q331
lemma/131399	v3r	Q334
lemma/133745	v1r	Q331
lemma/135172	v1r	Q331
lemma/135223	v1r	Q331
lemma/40746	v1r	Q331
lemma/41703	v1r	Q331
lemma/42570	v1r	Q331
lemma/46149	v4r	Q335
lemma/47067	v1r	Q331
lemma/47118	v1r	Q331
lemma/74416	v1r	Q331
lemma/75482	v1r	Q331
lemma/79005	v1r	Q331
lemma/82240	v3r	Q334
lemma/95322	v3r	Q334
lemma/95575	v1r	Q331
lemma/98260	v3r	Q334
lemma/100890	v1r	Q331
lemma/108492	v2r	Q332
lemma/116774	v1r	Q331
lemma/118814	v3r	Q334
lemma/123787	v3r	Q334
lemma/125061	v1r	Q331
lemma/126591	v1r	Q331
lemma/133337	v1r	Q331
lemma/136141	v1d	Q330
lemma/37874	v3r	Q334
lemma/44928	v1r	Q331
lemma/47011	v1r	Q331
lemma/48904	v1r	Q331
lemma/50774	v1r	Q331
lemma/58868	v1r	Q331
lemma/63749	v1r	Q331
lemma/68130	v1r	Q331
lemma/72992	v1r	Q331
lemma/80976	v1r	Q331
lemma/87435	v4r	Q335
lemma/94862	v3r	Q334
lemma/101343	v1r	Q331
lemma/115343	v1d	Q330
lemma/115344	v1r	Q331
lemma/117125	v2r	Q332
lemma/122762	v1r	Q331
lemma/127563	v2e	Q352
lemma/127564	v2r	Q332
lemma/42622	v1r	Q331
lemma/47730	v1r	Q331
lemma/58812	v1r	Q331
lemma/62467	v1r	Q331
lemma/67981	v1r	Q331
lemma/69047	v3r	Q334
lemma/74828	v1r	Q331
lemma/78399	v1r	Q331
lemma/81277	v1r	Q331
lemma/85144	v3r	Q334
lemma/89944	v1d	Q330
lemma/93633	v2r	Q332
lemma/101805	v4r	Q335
lemma/102312	v3r	Q334
lemma/102477	v1r	Q331
lemma/106613	v3d	Q338
lemma/116829	v3r	Q334
lemma/118860	v	Q351
lemma/119068	v2r	Q332
lemma/121028	v1r	Q331
lemma/122354	v5r	Q336
lemma/124700	v3r	Q334
lemma/127002	v1r	Q331
lemma/37375	v1r	Q331
lemma/53785	v1r	Q331
lemma/62307	v1d	Q330
lemma/86876	v1r	Q331
lemma/88354	v3d	Q338
lemma/95993	v3r	Q334
lemma/96545	v1r	Q331
lemma/97936	v3r	Q334
lemma/98323	v3r	Q334
lemma/104722	v1r	Q331
lemma/112147	v1r	Q331
lemma/122710	v3r	Q334
lemma/32664	v1r	Q331
lemma/50151	v1r	Q331
lemma/63893	v1r	Q331
lemma/68338	v3r	Q334
lemma/75133	v1r	Q331
lemma/85198	v3r	Q334
lemma/94516	v3r	Q334
lemma/95221	v4r	Q335
lemma/95577	v3r	Q334
lemma/102313	v1r	Q331
lemma/106614	v3r	Q334
lemma/122355	v6r	Q337
lemma/122514	v1r	Q331
lemma/132263	v1r	Q331
lemma/27337	v1d	Q330
lemma/27592	v1r	Q331
lemma/30829	v1r	Q331
lemma/31231	v1r	Q331
lemma/37827	v1r	Q331
lemma/39512	v1r	Q331
lemma/43541	v1d	Q330
lemma/47013	v1r	Q331
lemma/47784	v3r	Q334
lemma/50466	v1r	Q331
lemma/50815	v1r	Q331
lemma/83561	v1r	Q331
lemma/86877	v1r	Q331
lemma/88355	v1r	Q331
lemma/90420	v1d	Q330
lemma/90421	v1r	Q331
lemma/96456	v1r	Q331
lemma/102314	v1r	Q331
lemma/104612	v3r	Q334
lemma/104723	v2r	Q332
lemma/112148	v1r	Q331
lemma/116368	v1d	Q330
lemma/119371	v2r	Q332
lemma/122764	v3r	Q334
lemma/126707	v3r	Q334
lemma/128592	v3r	Q334
lemma/131754	v1r	Q331
lemma/134150	v1r	Q331
lemma/134201	v1r	Q331
lemma/134308	v1r	Q331
lemma/137538	v1r	Q331
lemma/26411	v7e	Q343
lemma/29323	v1r	Q331
lemma/50407	v1r	Q331
lemma/64093	v1r	Q331
lemma/65376	v1r	Q331
lemma/67723	v1r	Q331
lemma/70380	v1r	Q331
lemma/75487	v1r	Q331
lemma/86375	v4r	Q335
lemma/95323	v3r	Q334
lemma/98980	v1r	Q331
lemma/100893	v1d	Q330
lemma/108142	v4r	Q335
lemma/109060	v3r	Q334
lemma/119831	v3r	Q334
lemma/122356	v3r	Q334
lemma/129148	v3e	Q339
lemma/130743	v1r	Q331
lemma/135635	v1r	Q331
lemma/27437	v1r	Q331
lemma/46045	v1r	Q331
lemma/46410	v1r	Q331
lemma/47731	v1r	Q331
lemma/48907	v1r	Q331
lemma/59324	v1r	Q331
lemma/62258	v1r	Q331
lemma/67924	v3r	Q334
lemma/79278	v4r	Q335
lemma/86878	v2r	Q332
lemma/88356	v1r	Q331
lemma/94451	v1r	Q331
lemma/97937	v3r	Q334
lemma/98672	v1d	Q330
lemma/102371	v1r	Q331
lemma/104614	v1r	Q331
lemma/104724	v3r	Q334
lemma/106259	v1r	Q331
lemma/108087	v3r	Q334
lemma/122357	v1r	Q331
lemma/122765	v1r	Q331
lemma/125992	v1r	Q331
lemma/126237	v1r	Q331
lemma/133698	v1r	Q331
lemma/27289	v2r	Q332
lemma/31289	v1r	Q331
lemma/32518	v1r	Q331
lemma/39509	v1r	Q331
lemma/44920	v1r	Q331
lemma/47423	v1r	Q331
lemma/59024	v1r	Q331
lemma/59488	v1r	Q331
lemma/65987	v1r	Q331
lemma/70688	v4r	Q335
lemma/83502	v3r	Q334
lemma/87847	v1r	Q331
lemma/88974	v3r	Q334
lemma/95324	v3r	Q334
lemma/96497	v1r	Q331
lemma/99856	v3r	Q334
lemma/102479	v1r	Q331
lemma/103749	v1r	Q331
lemma/106616	v1r	Q331
lemma/107069	v1r	Q331
lemma/108141	v2r	Q332
lemma/109062	v1r	Q331
lemma/111178	v3r	Q334
lemma/114285	v1r	Q331
lemma/126130	v3r	Q334
lemma/126595	v6r	Q337
lemma/129098	v3r	Q334
lemma/129501	v3	Q333
lemma/134667	v1r	Q331
lemma/135120	v1r	Q331
lemma/137931	v1r	Q331
lemma/27438	v1r	Q331
lemma/28516	v3r	Q334
lemma/43492	v1r	Q331
lemma/58300	v	Q351
lemma/76001	v1r	Q331
lemma/77386	v1r	Q331
lemma/77425	v3r	Q334
lemma/79367	v1r	Q331
lemma/83309	v1r	Q331
lemma/88357	v1r	Q331
lemma/94456	v2d	Q347
lemma/94457	v2r	Q332
lemma/94458	v3d	Q338
lemma/94459	v3r	Q334
lemma/96390	v1d	Q330
lemma/96391	v1r	Q331
lemma/99498	v1r	Q331
lemma/102372	v2r	Q332
lemma/102373	v3r	Q334
lemma/106303	v1r	Q331
lemma/107931	v1r	Q331
lemma/122515	v5r	Q336
lemma/122766	v1r	Q331
lemma/126238	v3d	Q338
lemma/129667	v1r	Q331
lemma/31080	v1r	Q331
lemma/33179	v1r	Q331
lemma/33180	v1r	Q331
lemma/50409	v1r	Q331
lemma/56363	v1r	Q331
lemma/58662	v1d	Q330
lemma/70744	v1r	Q331
lemma/96549	v1r	Q331
lemma/99445	v1r	Q331
lemma/102725	v1d	Q330
lemma/102726	v1r	Q331
lemma/103699	v1r	Q331
lemma/118047	v3r	Q334
lemma/120725	v3r	Q334
lemma/122712	v1r	Q331
lemma/124866	v1r	Q331
lemma/126596	v5r	Q336
lemma/133643	v6	Q345
lemma/137932	v1r	Q331
lemma/29683	v1r	Q331
lemma/32723	v1r	Q331
lemma/32776	v1r	Q331
lemma/35891	v1r	Q331
lemma/39919	v1r	Q331
lemma/57332	v1r	Q331
lemma/66089	v1r	Q331
lemma/70582	v3r	Q334
lemma/74922	v1r	Q331
lemma/75431	v1r	Q331
lemma/82892	v6d	Q353
lemma/86266	v4r	Q335
lemma/87180	v3r	Q334
lemma/88358	v3r	Q334
lemma/107932	v3r	Q334
lemma/108441	v3r	Q334
lemma/112149	v1r	Q331
lemma/115145	v4r	Q335
lemma/115348	v1d	Q330
lemma/117289	v1r	Q331
lemma/126239	v1r	Q331
lemma/126498	v3r	Q334
lemma/126709	v1r	Q331
lemma/128593	v6r	Q337
lemma/135229	v1r	Q331
lemma/137539	v3r	Q334
lemma/26006	v1r	Q331
lemma/27281	v1r	Q331
lemma/43953	v1r	Q331
lemma/47799	v1r	Q331
lemma/50660	v1r	Q331
lemma/58926	v1r	Q331
lemma/60726	v2e	Q352
lemma/63948	v3r	Q334
lemma/79273	v1r	Q331
lemma/79828	v1r	Q331
lemma/85700	v3r	Q334
lemma/85906	v1r	Q331
lemma/87594	v1r	Q331
lemma/90267	v1r	Q331
lemma/94865	v5r	Q336
lemma/98984	v3r	Q334
lemma/100732	v1d	Q330
lemma/100733	v1r	Q331
lemma/101241	v1r	Q331
lemma/101808	v2r	Q332
lemma/102210	v4r	Q335
lemma/108034	v6r	Q337
lemma/117036	v2r	Q332
lemma/120727	v1r	Q331
lemma/126597	v2r	Q332
lemma/127566	v1r	Q331
lemma/130582	v1r	Q331
lemma/130746	v1r	Q331
lemma/130789	v1r	Q331
lemma/33229	v1r	Q331
lemma/40991	v1r	Q331
lemma/47017	v1r	Q331
lemma/56007	v1r	Q331
lemma/67059	v1r	Q331
lemma/70634	v1r	Q331
lemma/98626	v1r	Q331
lemma/98675	v1r	Q331
lemma/98726	v1r	Q331
lemma/101196	v1r	Q331
lemma/115144	v1r	Q331
lemma/122974	v3r	Q334
lemma/123638	v6r	Q337
lemma/131401	v3r	Q334
lemma/26007	v1r	Q331
lemma/32562	v2r	Q332
lemma/32613	v1r	Q331
lemma/33071	v1r	Q331
lemma/35882	v1r	Q331
lemma/46866	v3r	Q334
lemma/54887	v1r	Q331
lemma/60017	v3r	Q334
lemma/84014	v1r	Q331
lemma/85800	v1d	Q330
lemma/89947	v3r	Q334
lemma/98325	v3r	Q334
lemma/99857	v3r	Q334
lemma/100897	v1r	Q331
