token_id	wikibase_qid
005.SCG*LB3.CP-4++6.N.-8.5-4.6-7W1	Q2814
005.SCG*LB2.CP-8++0.N.10.18-5.20-2W10	Q2815
005.SCG*LB4.CP-2++2.N.-5.6-3.7-6W12	Q2816
005.SCG*LB2.CP-7++8.N.-5.1-2.3-1W5	Q2817
005.SCG*LB4.CP--++8.N.-6.22-5.28-3W36	Q2818
005.SCG*LB3.CP-7++3.N.-3.3-2.5-1W3	Q2819
005.SCG*LB3.CP--++5.N.10.3-2.8-5W26	Q2820
005.SCG*LB2.CP-7++4.N.-2.52-1.56-2W19	Q2821
005.SCG*LB3.CP-4++3.N.-2.23-3.24-6W9	Q2822
005.SCG*LB2.CP-2++3.N.-7.6-5.7-5W11	Q2823
005.SCG*LB3.CP-8++1.N.-3.1-1.3-7W19	Q2824
005.SCG*LB3.CP11++3.N.-2.8-1.13-4W18	Q2825
005.SCG*LB2.CP-7++3.N.24.1-2.3-5W16	Q2826
005.SCG*LB3.CP10++5.N.10.11-5.16-1W29	Q2827
005.SCG*LB1.CP-1++5.N.-4.3-8.4-6W8	Q2828
005.SCG*LB2.CP-1++6.N.-5.7-4.9-3W5	Q2829
005.SCG*LB2.CP-2++3.N.-7.1-2.2-7W4	Q2830
005.SCG*LB3.CP-8++4.N.-7.1-2.1-6W2	Q2831
005.SCG*LB2.CP-7++7.N.-5.1-1.5-2W13	Q2832
005.SCG*LB3.CP-7++3.N.-5.10-5.12-5W13	Q2833
005.SCG*LB2.CP-7++9.N.-9.2-6.4-4W3	Q2834
005.SCG*LB2.CP-4++7.N.-3.13-1.14-6W11	Q2835
005.SCG*LB3.CP13++8.N.-4.8-1.10-1W8	Q2836
005.SCG*LB2.CP-3++0.N.16.12-1.18-5W16	Q2837
005.SCG*LB3.CP-2++3.N.-2.4-2.8-4W7	Q2838
005.SCG*LB1.CP-6++5.N.-9.1-2.2-5W6	Q2839
005.SCG*LB2.CP-1++0.N.-1.16-5.21-4W17	Q2840
005.SCG*LB3.CP-6++6.N.-6.7-5.11-2W15	Q2841
005.SCG*LB2.CP-8++5.N.11.10-1.14-3W13	Q2842
005.SCG*LB2.CP-5++0.N.-4.5-5.6-3W6	Q2843
005.SCG*LB3.CP-1++0.N.15.4-4.9-3W12	Q2844
005.SCG*LB3.CP--++2.N.-3.9-2.11-4W15	Q2845
005.SCG*LB1.CP-4++7.N.-8.2-1.3-7W1	Q2846
005.SCG*LB1.CP-2++2.N.11.3-1.3-7W1	Q2847
005.SCG*LB2.CP-2++1.N.11.6-3.8-5W3	Q2848
005.SCG*LB4.CP--++7.N.11.6-4.7-2W9	Q2849
005.SCG*LB1.CP-4++3.N.15.2-4.3-2W1	Q2850
005.SCG*LB4.CP--++8.N.-7.18-1.24-2W4	Q2851
005.SCG*LB4.CP-2++8.N.-6.1-1.4-3W15	Q2852
005.SCG*LB4.CP--++2.N.-5.14-4.14-6W1	Q2853
005.SCG*LB2.CP-6++1.N.-3.9-5.15-1W7	Q2854
005.SCG*LB4.CP-7++3.N.-2.32-2.32-5W2	Q2855
005.SCG*LB3.CP10++6.N.-8.3-3.5-6W11	Q2856
005.SCG*LB3.CP10++6.N.-8.1-2.3-2W5	Q2857
005.SCG*LB2.CP--++2.N.-4.8-2.13-4W12	Q2858
005.SCG*LB3.CP14++2.N.-3.4-3.7-2W17	Q2859
005.SCG*LB4.CP-9++0.N.-5.8-2.11-2W17	Q2860
005.SCG*LB4.CP-9++0.N.-4.3-3.9-2W14	Q2861
005.SCG*LB3.CP11++2.N.13.4-5.13-1W55	Q2862
005.SCG*LB4.CP-9++0.N.-4.3-3.9-2W3	Q2863
005.SCG*LB4.CP-9++0.N.-4.9-3.11-2W10	Q2864
005.SCG*LB2.CP-8++3.N.-7.4-2.9-7W41	Q2865
005.SCG*LB4.CP-9++0.N.-4.11-3.13-3W14	Q2866
005.SCG*LB4.CP-9++0.N.-4.3-3.9-2W37	Q2867
005.SCG*LB4.CP-7++4.N.-3.12-1.14-6W9	Q2868
005.SCG*LB1.CP-1++7.N.-5.1-2.3-2W11	Q2869
005.SCG*LB2.CP-5++6.N.-5.3-4.8-5W28	Q2870
005.SCG*LB2.CP-2++5.N.-4.1-1.5-1W23	Q2871
005.SCG*LB1.CP-1++3.N.19.25-4.27-4W9	Q2872
005.SCG*LB3.CP10++3.N.-4.13-3.15-6W9	Q2873
005.SCG*LB2.CP-5++6.N.-5.13-6.15-4W13	Q2874
005.SCG*LB1.CP-1++3.N.19.6-1.9-1W7	Q2875
005.SCG*LB2.CP-5++6.N.-5.3-4.8-5W33	Q2876
005.SCG*LB3.CP--++4.N.-4.28-6.32-3W17	Q2877
005.SCG*LB1.CP-2++0.N.24.1-1.5-4W28	Q2878
005.SCG*LB4.CP-6++6.N.-2.1-1.7-6W26	Q2879
005.SCG*LB1.CP-1++3.N.19.25-4.27-4W7	Q2880
005.SCG*LB2.CP-5++6.N.-2.5-1.6-2W8	Q2881
005.SCG*LB2.CP-3++7.N.-2.13-1.19-6W37	Q2882
005.SCG*LB2.CP-5++6.N.-5.3-4.8-5W6	Q2883
005.SCG*LB3.CP-8++2.N.-6.12-5.16-2W23	Q2884
005.SCG*LB4.CP-1++1.N.-2.5-2.7-5W13	Q2885
005.SCG*LB4.CP-9++0.N.-2.1-1.7-3W22	Q2886
005.SCG*LB3.CP-8++2.N.-6.12-5.16-2W19	Q2887
005.SCG*LB3.CP-8++2.N.-7.11-5.13-2W11	Q2888
005.SCG*LB1.CP-1++3.N.19.14-1.17-6W12	Q2889
005.SCG*LB1.CP-1++3.N.19.6-1.9-1W8	Q2890
005.SCG*LB1.CP-1++3.N.26.1-1.4-7W28	Q2891
005.SCG*LB3.CP-4++0.N.-6.6-3.8-3W13	Q2892
005.SCG*LB3.CP-4++2.N.-2.9-2.10-5W13	Q2893
005.SCG*LB1.CP--++4.N.-7.2-1.4-1W3	Q2894
005.SCG*LB4.CP-3++6.N.-7.8-2.10-6W13	Q2895
005.SCG*LB4.CP-9++1.N.10.18-6.19-7W4	Q2896
005.SCG*LB4.CP-2++2.N.-3.17-7.20-1W7	Q2897
005.SCG*LB4.CP-2++9.N.-2.8-2.11-1W6	Q2898
005.SCG*LB4.CP-2++9.N.-8.3-1.6-3W10	Q2899
005.SCG*LB4.CP-2++9.N.-1.7-3.11-1W18	Q2900
005.SCG*LB3.CP11++5.N.-6.2-2.6-5W22	Q2901
005.SCG*LB3.CP13++2.N.30.2-1.5-6W9	Q2902
005.SCG*LB1.CP-8++8.N.-2.3-5.5-3W13	Q2903
005.SCG*LB3.CP12++2.N.-9.1-1.10-1W57	Q2904
005.SCG*LB1.CP-7++4.N.-4.1-2.8-4W14	Q2905
005.SCG*LB4.CP-4++8.N.-3.11-5.15-6W28	Q2906
005.SCG*LB1.CP--++4.N.-7.2-1.4-1W7	Q2907
005.SCG*LB3.CP-9++5.N.16.16-3.18-4W11	Q2908
005.SCG*LB4.CP-5++5.N.10.16-1.17-1W5	Q2909
005.SCG*LB3.CP-9++5.N.15.15-1.19-6W26	Q2910
005.SCG*LB3.CP10++1.N.-3.6-3.9-6W14	Q2911
005.SCG*LB3.CP14++8.N.-7.2-1.5-7W27	Q2912
005.SCG*LB3.CP10++1.N.-3.4-6.6-2W12	Q2913
005.SCG*LB3.CP10++3.N.-2.5-2.9-5W4	Q2914
005.SCG*LB4.CP-9++1.N.10.26-3.28-4W3	Q2915
005.SCG*LB2.CP-2++2.N.-7.4-1.4-6W1	Q2916
005.SCG*LB3.CP-5++3.N.-7.16-6.17-1W1	Q2917
005.SCG*LB4.CP-1++9.N.-7.9-6.10-6W3	Q2918
005.SCG*LB1.CP-7++5.N.-4.11-2.13-4W12	Q2919
005.SCG*LB1.CP-9++1.N.-9.9-2.14-2W16	Q2920
005.SCG*LB4.CP-2++3.N.11.13-7.16-3W17	Q2921
005.SCG*LB3.CP11++6.N.-5.8-6.10-5W10	Q2922
005.SCG*LB1.CP-9++1.N.-3.3-3.8-7W15	Q2923
005.SCG*LB3.CP-2++6.N.12.1-2.3-5W16	Q2924
005.SCG*LB3.CP-9++0.N.-6.1-2.3-3W14	Q2925
005.SCG*LB3.CP-2++6.N.12.15-3.18-2W11	Q2926
005.SCG*LB3.CP11++1.N.-1.16-1.19-4W22	Q2927
005.SCG*LB4.CP-1++9.N.10.1-1.5-4W14	Q2928
005.SCG*LB4.CP-2++0.N.-2.4-6.6-1W6	Q2929
005.SCG*LB4.CP-1++9.N.-9.6-4.11-4W12	Q2930
005.SCG*LB3.CP15++8.N.-3.1-2.3-1W10	Q2931
005.SCG*LB4.CP-2++3.N.11.18-2.20-3W7	Q2932
005.SCG*LB3.CP-4++8.N.-8.3-6.4-5W6	Q2933
005.SCG*LB4.CP-2++6.N.-6.7-5.9-2W5	Q2934
005.SCG*LB4.CP-2++4.N.13.5-3.7-1W10	Q2935
005.SCG*LB3.CP-6++2.N.-4.3-4.6-3W21	Q2936
005.SCG*LB1.CP-9++1.N.-2.1-1.2-6W10	Q2937
005.SCG*LB4.CP-2++3.N.11.5-1.6-6W12	Q2938
005.SCG*LB4.CP-1++9.N.-8.7-2.8-7W5	Q2939
005.SCG*LB4.CP-1++9.N.-7.5-4.9-5W13	Q2940
005.SCG*LB3.CP11++8.N.-4.21-4.23-3W8	Q2941
005.SCG*LB4.CP-2++3.N.-5.5-5.7-6W15	Q2942
005.SCG*LB1.CP-9++1.N.-4.17-5.19-5W13	Q2943
005.SCG*LB4.CP-2++3.N.11.1-1.3-3W12	Q2944
005.SCG*LB1.CP-9++1.N.-4.1-2.7-2W18	Q2945
005.SCG*LB3.CP13++5.N.17.5-5.8-5W6	Q2946
005.SCG*LB3.CP11++2.N.-3.12-5.17-1W23	Q2947
005.SCG*LB3.CP-9++5.N.-5.5-3.9-5W9	Q2948
005.SCG*LB1.CP-9++1.N.-6.2-5.8-1W13	Q2949
005.SCG*LB4.CP-2++6.N.-6.16-1.18-6W22	Q2950
005.SCG*LB1.CP-9++1.N.-5.6-6.12-2W24	Q2951
005.SCG*LB1.CP-9++1.N.-5.6-6.12-2W34	Q2952
005.SCG*LB3.CP-9++5.N.-5.1-2.5-2W10	Q2953
005.SCG*LB1.CP-7++5.N.-4.1-2.5-6W10	Q2954
005.SCG*LB3.CP-6++4.N.-2.12-4.18-2W33	Q2955
005.SCG*LB1.CP-9++6.N.-5.4-1.7-2W8	Q2956
005.SCG*LB4.CP-2++0.N.-2.11-2.13-6W15	Q2957
005.SCG*LB4.CP-1++9.N.-4.1-1.3-2W4	Q2958
005.SCG*LB4.CP-2++6.N.-6.21-6.23-6W9	Q2959
005.SCG*LB4.CP-9++2.N.-8.6-3.7-6W10	Q2960
005.SCG*LB3.CP-9++0.N.-6.3-4.5-1W9	Q2961
005.SCG*LB4.CP-2++3.N.-7.10-4.14-3W28	Q2962
005.SCG*LB4.CP-2++1.N.-2.38-1.42-5W14	Q2963
005.SCG*LB1.CP-9++1.N.-8.1-1.2-8W12	Q2964
005.SCG*LB4.CP-1++9.N.-7.5-4.9-5W19	Q2965
005.SCG*LB4.CP-1++9.N.-8.9-1.12-1W13	Q2966
005.SCG*LB1.CP-1++3.N.10.14-6.16-8W15	Q2967
005.SCG*LB1.CP10++2.N.-3.4-2.7-4W9	Q2968
005.SCG*LB1.CP-9++1.N.-3.3-3.8-7W37	Q2969
005.SCG*LB3.CP-2++6.N.-1.1-1.11-4W22	Q2970
005.SCG*LB4.CP-1++9.N.-4.1-1.3-2W10	Q2971
005.SCG*LB1.CP-7++5.N.-4.1-2.5-6W21	Q2972
005.SCG*LB1.CP--++5.N.-5.10-1.15-1W24	Q2973
005.SCG*LB1.CP-9++1.N.-6.2-5.8-1W8	Q2974
005.SCG*LB4.CP-1++9.N.-9.1-1.3-5W8	Q2975
005.SCG*LB3.CP-2++6.N.12.10-2.13-1W1	Q2976
005.SCG*LB1.CP-9++1.N.-4.1-2.7-2W23	Q2977
005.SCG*LB4.CP-2++6.N.-6.7-5.9-2W12	Q2978
005.SCG*LB1.CP-9++1.N.-7.2-3.6-3W8	Q2979
005.SCG*LB1.CP-9++1.N.-6.2-5.8-1W10	Q2980
005.SCG*LB3.CP-9++5.N.-5.1-2.5-2W6	Q2981
005.SCG*LB4.CP-1++9.N.-8.1-1.5-4W10	Q2982
005.SCG*LB2.CP-4++1.N.-5.16-7.17-6W5	Q2983
005.SCG*LB4.CP-2++1.N.-2.38-1.42-5W12	Q2984
005.SCG*LB1.CP-9++1.N.-4.11-6.13-6W5	Q2985
005.SCG*LB1.CP-9++1.N.-2.1-1.2-6W12	Q2986
005.SCG*LB4.CP-1++9.N.-3.21-5.26-1W6	Q2987
005.SCG*LB1.CP-9++1.N.-9.6-5.9-1W9	Q2988
005.SCG*LB1.CP-9++1.N.-9.9-2.14-2W36	Q2989
005.SCG*LB4.CP-1++9.N.-7.5-4.9-5W6	Q2990
005.SCG*LB4.CP-2++3.N.11.10-3.13-6W7	Q2991
005.SCG*LB1.CP-9++1.N.-2.4-5.5-8W9	Q2992
005.SCG*LB3.CP-2++5.N.-7.2-5.7-4W8	Q2993
005.SCG*LB3.CP15++1.N.-4.9-1.10-4W14	Q2994
005.SCG*LB3.CP-9++5.N.-5.5-3.9-5W27	Q2995
005.SCG*LB4.CP-2++1.N.-1.8-1.12-5W12	Q2996
005.SCG*LB4.CP-2++1.N.-3.9-1.9-6W3	Q2997
005.SCG*LB4.CP-2++3.N.11.13-7.16-3W7	Q2998
005.SCG*LB3.CP11++8.N.-4.19-5.21-3W9	Q2999
005.SCG*LB1.CP-9++1.N.-4.11-6.13-6W9	Q3000
005.SCG*LB1.CP-9++1.N.-7.2-3.6-3W22	Q3001
005.SCG*LB1.CP-9++1.N.-6.13-4.14-3W7	Q3002
005.SCG*LB4.CP-1++9.N.-7.9-6.10-6W5	Q3003
005.SCG*LB3.CP-9++7.N.13.1-1.2-5W7	Q3004
005.SCG*LB4.CP-1++9.N.12.1-1.5-3W17	Q3005
005.SCG*LB3.CP-9++0.N.-6.12-4.13-5W9	Q3006
005.SCG*LB4.CP-1++9.N.-8.9-1.12-1W15	Q3007
005.SCG*LB4.CP-1++9.N.-3.21-5.26-1W30	Q3008
005.SCG*LB3.CP-2++6.N.12.13-2.15-2W15	Q3009
005.SCG*LB3.CP11++6.N.-1.1-1.5-5W32	Q3010
005.SCG*LB4.CP-1++9.N.-7.5-4.9-5W33	Q3011
005.SCG*LB1.CP-9++1.N.-3.13-2.13-9W4	Q3012
005.SCG*LB3.CP13++6.N.17.6-1.8-1W15	Q3013
005.SCG*LB4.CP-1++9.N.-4.5-3.8-5W4	Q3014
005.SCG*LB1.CP-9++6.N.-7.3-1.5-3W9	Q3015
005.SCG*LB2.CP-8++0.N.16.1-1.3-3W9	Q3016
005.SCG*LB4.CP-1++9.N.-7.11-1.11-5W1	Q3017
005.SCG*LB1.CP-7++5.N.-3.12-5.15-2W15	Q3018
005.SCG*LB4.CP-1++9.N.-3.18-1.19-4W10	Q3019
005.SCG*LB1.CP10++2.N.-3.1-2.4-1W21	Q3020
005.SCG*LB1.CP-7++5.N.-4.11-2.13-4W17	Q3021
005.SCG*LB4.CP-1++9.N.10.1-1.5-4W3	Q3022
005.SCG*LB1.CP-9++1.N.-6.2-5.8-1W17	Q3023
005.SCG*LB2.CP--++1.N.-4.2-3.3-6W12	Q3024
005.SCG*LB1.CP10++2.N.-3.4-2.7-4W26	Q3025
005.SCG*LB1.CP-9++1.N.-4.1-2.7-2W30	Q3026
005.SCG*LB4.CP-2++1.N.-1.8-1.12-5W25	Q3027
005.SCG*LB3.CP11++6.N.-5.12-4.13-4W11	Q3028
005.SCG*LB3.CP11++8.N.-3.3-1.5-5W6	Q3029
005.SCG*LB4.CP-1++9.N.-8.5-5.7-1W3	Q3030
005.SCG*LB3.CP-2++6.N.11.7-1.10-6W10	Q3031
005.SCG*LB4.CP-1++9.N.-7.5-4.9-5W31	Q3032
005.SCG*LB3.CP-2++6.N.12.9-1.10-1W1	Q3033
005.SCG*LB1.CP-7++5.N.-4.1-2.5-6W30	Q3034
005.SCG*LB3.CP-9++0.N.-6.5-2.6-6W6	Q3035
005.SCG*LB4.CP-2++6.N.-2.23-5.25-4W10	Q3036
005.SCG*LB3.CP-2++6.N.16.1-2.7-1W39	Q3037
005.SCG*LB1.CP-7++5.N.-3.1-2.3-2W11	Q3038
005.SCG*LB4.CP-1++9.N.-9.6-4.11-4W14	Q3039
005.SCG*LB3.CP15++1.N.-4.10-5.13-3W22	Q3040
005.SCG*LB4.CP-1++9.N.-8.7-2.8-7W3	Q3041
005.SCG*LB4.CP-1++9.N.-7.9-6.10-6W8	Q3042
005.SCG*LB1.CP-7++5.N.-3.3-3.6-2W5	Q3043
005.SCG*LB4.CP-8++3.N.19.4-1.7-1W21	Q3044
005.SCG*LB4.CP-5++4.N.-5.14-6.16-3W6	Q3045
005.SCG*LB4.CP-2++3.N.11.10-3.13-6W21	Q3046
005.SCG*LB4.CP-1++9.N.-7.1-1.5-3W29	Q3047
005.SCG*LB1.CP-7++5.N.-4.6-1.8-2W12	Q3048
005.SCG*LB1.CP-9++1.N.-4.1-2.7-2W28	Q3049
005.SCG*LB4.CP-5++4.N.-5.14-6.16-3W8	Q3050
005.SCG*LB4.CP-2++1.N.-3.9-1.9-6W5	Q3051
005.SCG*LB4.CP-2++6.N.-2.23-5.25-4W13	Q3052
005.SCG*LB1.CP-9++6.N.-3.1-2.6-1W18	Q3053
005.SCG*LB1.CP-9++1.N.11.4-1.4-7W7	Q3054
005.SCG*LB4.CP-1++9.N.-8.1-1.5-4W8	Q3055
005.SCG*LB3.CP10++9.N.-7.5-2.9-2W12	Q3056
005.SCG*LB4.CP-2++3.N.11.3-4.4-8W11	Q3057
005.SCG*LB4.CP-2++3.N.11.6-7.8-8W8	Q3058
005.SCG*LB4.CP-1++9.N.10.1-1.5-4W18	Q3059
005.SCG*LB3.CP-9++0.N.-6.3-4.5-1W10	Q3060
005.SCG*LB4.CP-2++1.N.-3.1-2.5-6W6	Q3061
005.SCG*LB1.CP-9++6.N.-2.2-8.3-5W4	Q3062
005.SCG*LB1.CP-9++1.N.-4.13-7.17-4W3	Q3063
005.SCG*LB1.CP-7++5.N.-4.1-2.5-6W2	Q3064
005.SCG*LB3.CP-2++6.N.-1.1-1.11-4W51	Q3065
005.SCG*LB3.CP11++8.N.-4.23-4.27-4W10	Q3066
005.SCG*LB4.CP-2++1.N.-3.1-2.5-6W21	Q3067
005.SCG*LB1.CP-7++5.N.-3.6-3.7-6W10	Q3068
005.SCG*LB4.CP-1++9.N.-9.1-1.3-5W6	Q3069
005.SCG*LB1.CP-9++6.N.-7.17-1.17-9W10	Q3070
005.SCG*LB1.CP-9++1.N.12.40-5.44-3W13	Q3071
005.SCG*LB4.CP-9++5.N.-9.1-1.4-5W16	Q3072
005.SCG*LB4.CP-8++1.N.-5.11-2.12-5W7	Q3073
005.SCG*LB3.CP-6++2.N.-4.6-4.8-2W12	Q3074
005.SCG*LB2.CP-4++9.N.-3.1-2.4-1W14	Q3075
005.SCG*LB3.CP14++4.N.-3.1-2.6-4W34	Q3076
005.SCG*LB3.CP15++6.N.-4.1-2.5-2W5	Q3077
005.SCG*LB3.CP-3++0.N.-7.1-2.7-1W9	Q3078
005.SCG*LB3.CP14++5.N.-2.4-2.5-4W4	Q3079
005.SCG*LB3.CP15++6.N.-5.3-1.5-5W8	Q3080
005.SCG*LB4.CP-3++6.N.-5.3-4.5-2W12	Q3081
005.SCG*LB3.CP10++4.N.-8.8-4.11-1W13	Q3082
005.SCG*LB3.CP-4++8.N.-8.6-1.7-6W13	Q3083
005.SCG*LB3.CP-9++2.N.12.15-5.17-4W5	Q3084
005.SCG*LB3.CP-9++2.N.12.13-2.14-1W6	Q3085
005.SCG*LB3.CP14++3.N.-2.3-3.8-3W26	Q3086
005.SCG*LB4.CP-5++9.N.-3.2-3.3-6W6	Q3087
005.SCG*LB3.CP13++5.N.-5.11-4.14-2W3	Q3088
005.SCG*LB3.CP-6++2.N.-2.6-1.7-7W13	Q3089
005.SCG*LB2.CP-5++5.N.-3.11-2.15-1W15	Q3090
005.SCG*LB3.CP-6++2.N.-4.1-2.3-3W12	Q3091
005.SCG*LB4.CP-7++0.N.-9.3-3.8-1W20	Q3092
005.SCG*LB3.CP-9++2.N.12.42-5.45-6W12	Q3093
005.SCG*LB3.CP15++8.N.-3.6-7.10-2W22	Q3094
005.SCG*LB4.CP-5++4.N.-8.12-1.15-1W15	Q3095
005.SCG*LB3.CP15++6.N.-5.5-6.8-1W13	Q3096
005.SCG*LB4.CP-7++2.N.-8.13-2.18-2W6	Q3097
005.SCG*LB3.CP-9++5.N.14.13-7.17-5W8	Q3098
005.SCG*LB3.CP13++0.N.-2.18-1.20-4W2	Q3099
005.SCG*LB3.CP13++0.N.-2.10-1.14-3W2	Q3100
005.SCG*LB3.CP13++0.N.-2.29-1.32-4W2	Q3101
005.SCG*LB3.CP-7++9.N.-5.1-1.8-3W44	Q3102
005.SCG*LB2.CP-9++0.N.-3.9-4.12-7W9	Q3103
005.SCG*LB1.CP-9++7.N.-3.9-3.11-6W19	Q3104
005.SCG*LB3.CP10++4.N.-7.5-1.6-1W1	Q3105
005.SCG*LB2.CP-9++0.N.-4.17-6.19-2W11	Q3106
005.SCG*LB2.CP-9++0.N.-1.6-2.10-4W9	Q3107
005.SCG*LB3.CP-7++1.N.-3.9-4.14-2W30	Q3108
005.SCG*LB2.CP-7++0.N.-2.15-8.16-4W5	Q3109
005.SCG*LB2.CP-9++0.N.13.1-1.7-6W35	Q3110
005.SCG*LB3.CP-8++7.N.-1.6-1.6-6W6	Q3111
005.SCG*LB2.CP-7++0.N.-2.18-4.22-6W12	Q3112
005.SCG*LB2.CP-9++0.N.-6.1-2.6-3W11	Q3113
005.SCG*LB1.CP-4++2.N.-9.33-1.36-4W27	Q3114
005.SCG*LB2.CP-4++4.N.-4.9-5.15-2W35	Q3115
005.SCG*LB2.CP-7++0.N.-3.1-1.3-1W12	Q3116
005.SCG*LB3.CP-2++3.N.-9.21-4.28-3W42	Q3117
005.SCG*LB4.CP-3++5.N.11.16-5.20-1W15	Q3118
005.SCG*LB2.CP-6++4.N.-1.3-3.6-2W17	Q3119
005.SCG*LB3.CP-8++1.N.-2.5-2.9-7W35	Q3120
005.SCG*LB1.CP-4++2.N.-9.26-1.32-6W26	Q3121
005.SCG*LB3.CP-2++3.N.-3.8-9.11-2W13	Q3122
005.SCG*LB3.CP-2++3.N.-3.8-9.11-2W19	Q3123
005.SCG*LB2.CP-7++0.N.-2.16-5.18-3W9	Q3124
005.SCG*LB2.CP-5++7.N.14.9-6.10-4W6	Q3125
005.SCG*LB4.CP-4++4.N.-4.7-4.9-2W11	Q3126
005.SCG*LB3.CP-8++7.N.-2.14-5.17-5W11	Q3127
005.SCG*LB3.CP10++8.N.-2.9-3.11-3W11	Q3128
005.SCG*LB3.CP12++0.N.11.1-2.6-2W8	Q3129
005.SCG*LB2.CP-9++0.N.-3.9-4.12-7W27	Q3130
005.SCG*LB3.CP-8++7.N.-5.13-3.16-1W7	Q3131
005.SCG*LB4.CP-3++7.N.10.19-1.26-1W27	Q3132
005.SCG*LB2.CP-5++8.N.11.3-1.10-3W21	Q3133
005.SCG*LB2.CP-9++0.N.-8.16-6.18-4W9	Q3134
005.SCG*LB3.CP10++4.N.12.6-2.8-1W3	Q3135
005.SCG*LB2.CP-8++3.N.33.6-4.7-4W1	Q3136
005.SCG*LB1.CP-1++3.N.31.4-4.5-1W6	Q3137
005.SCG*LB3.CP-8++7.N.-6.1-1.6-1W26	Q3138
005.SCG*LB4.CP-1++1.N.-3.1-1.6-4W2	Q3139
005.SCG*LB2.CP-5++7.N.-8.17-1.18-5W11	Q3140
005.SCG*LB4.CP-4++1.N.-3.4-6.10-4W35	Q3141
005.SCG*LB2.CP-9++0.N.-9.3-1.4-3W8	Q3142
005.SCG*LB4.CP-5++5.N.19.38-2.40-1W7	Q3143
005.SCG*LB3.CP12++0.N.12.1-2.3-6W15	Q3144
005.SCG*LB2.CP-5++8.N.-7.9-6.18-3W25	Q3145
005.SCG*LB4.CP-7++7.N.-5.9-5.10-5W6	Q3146
005.SCG*LB3.CP-9++4.N.-3.6-3.8-4W9	Q3147
005.SCG*LB3.CP-9++4.N.-3.4-2.5-5W4	Q3148
005.SCG*LB1.CP-2++0.N.16.1-1.3-3W11	Q3149
005.SCG*LB2.CP-2++8.N.-9.5-3.6-5W4	Q3150
005.SCG*LB3.CP-9++4.N.-3.8-5.9-5W7	Q3151
005.SCG*LB1.CP-1++3.N.-7.18-2.19-5W8	Q3152
005.SCG*LB1.CP-5++7.N.12.4-8.7-3W12	Q3153
005.SCG*LB2.CP-8++3.N.31.5-2.6-3W3	Q3154
005.SCG*LB3.CP13++2.N.30.2-1.5-6W12	Q3155
005.SCG*LB4.CP-7++2.N.11.1-1.4-1W15	Q3156
005.SCG*LB4.CP-5++9.N.-4.13-4.14-5W5	Q3157
005.SCG*LB3.CP15++4.N.-2.5-4.9-2W21	Q3158
005.SCG*LB1.CP-5++7.N.12.4-1.4-7W4	Q3159
005.SCG*LB1.CP-5++0.N.11.5-5.6-5W4	Q3160
005.SCG*LB3.CP15++4.N.-3.1-1.5-1W14	Q3161
005.SCG*LB3.CP-8++0.N.-7.6-1.9-2W19	Q3162
005.SCG*LB4.CP-5++0.N.-8.9-2.11-1W7	Q3163
005.SCG*LB1.CP-5++7.N.12.4-8.7-3W16	Q3164
005.SCG*LB1.CP-2++6.N.10.18-1.23-3W7	Q3165
005.SCG*LB3.CP10++7.N.11.19-1.21-4W15	Q3166
005.SCG*LB1.CP-9++3.N.-7.20-5.21-5W1	Q3167
005.SCG*LB3.CP-9++5.N.-7.4-4.5-7W13	Q3168
005.SCG*LB4.CP-7++4.N.-7.29-5.31-7W6	Q3169
005.SCG*LB3.CP15++2.N.-2.8-4.11-2W8	Q3170
005.SCG*LB2.CP-5++5.N.-1.1-1.2-6W4	Q3171
005.SCG*LB2.CP-9++2.N.11.2-6.4-4W11	Q3172
005.SCG*LB1.CP-9++1.N.12.47-1.48-6W9	Q3173
005.SCG*LB3.CP-9++2.N.-1.1-1.2-6W4	Q3174
005.SCG*LB4.CP-7++2.N.-1.1-1.3-6W4	Q3175
005.SCG*LB4.CP-5++6.N.-2.27-1.31-5W3	Q3176
005.SCG*LB3.CP11++3.N.-1.1-1.5-1W4	Q3177
005.SCG*LB2.CP-9++0.N.-9.9-1.10-8W5	Q3178
005.SCG*LB2.CP-4++0.N.-1.1-1.4-1W5	Q3179
005.SCG*LB3.CP-7++2.N.-4.17-3.18-1W6	Q3180
005.SCG*LB4.CP--++8.N.-3.24-2.24-7W6	Q3181
005.SCG*LB4.CP--++9.N.-6.28-6.30-4W6	Q3182
005.SCG*LB3.CP-3++8.N.-5.4-1.6-1W13	Q3183
005.SCG*LB2.CP-5++0.N.-1.1-1.2-3W4	Q3184
005.SCG*LB3.CP12++2.N.-2.7-4.8-3W4	Q3185
005.SCG*LB4.CP-7++1.N.-8.21-1.23-4W4	Q3186
005.SCG*LB3.CP--++4.N.-1.1-1.3-1W4	Q3187
005.SCG*LB4.CP-3++4.N.-3.22-1.27-1W11	Q3188
005.SCG*LB2.CP-8++2.N.-2.7-1.9-8W4	Q3189
005.SCG*LB3.CP15++4.N.15.12-5.17-5W19	Q3190
005.SCG*LB4.CP-1++8.N.-7.17-1.18-3W2	Q3191
005.SCG*LB2.CP-8++3.N.27.11-5.14-3W5	Q3192
005.SCG*LB4.CP-2++3.N.-4.4-5.10-4W19	Q3193
005.SCG*LB3.CP-4++5.N.-6.1-1.2-3W3	Q3194
005.SCG*LB3.CP10++6.N.-5.6-3.8-4W12	Q3195
