lemma	lemmaLabel	variant	variantLabel
lemma/112006	memoror	lemma/112007	memoro
lemma/112007	memoro	lemma/112006	memoror
lemma/129880	uermiculor	lemma/129881	uermiculo
lemma/129881	uermiculo	lemma/129880	uermiculor
lemma/92547	candeo	lemma/92548	cando
lemma/92548	cando	lemma/92547	candeo
lemma/89240	anteuertor	lemma/89241	anteuerto
lemma/89241	anteuerto	lemma/89240	anteuertor
lemma/104022	fungor	lemma/104023	fungo
lemma/104023	fungo	lemma/104022	fungor
lemma/102986	fatior	lemma/102985	fateor
lemma/111856	meio	lemma/111857	mingo
lemma/111857	mingo	lemma/111856	meio
lemma/126315	subrogo	lemma/82982	subrogor
lemma/101387	erciscor	lemma/101388	ercisco
lemma/101388	ercisco	lemma/101387	erciscor
lemma/103716	fouo	lemma/103717	foueo
lemma/103717	foueo	lemma/103716	fouo
lemma/125779	stramentor	lemma/82450	stramento
lemma/127996	testor	lemma/127997	testo
lemma/127997	testo	lemma/127996	testor
lemma/82450	stramento	lemma/125779	stramentor
lemma/94062	circulor	lemma/94063	circulo
lemma/94063	circulo	lemma/94062	circulor
lemma/102985	fateor	lemma/102986	fatior
lemma/141765	dedeceo	lemma/98181	dedecet
lemma/82982	subrogor	lemma/126315	subrogo
lemma/98181	dedecet	lemma/141765	dedeceo
lemma/43159	cono	lemma/95962	conor
lemma/87573	admurmuror	lemma/87574	admurmuro
lemma/87574	admurmuro	lemma/87573	admurmuror
lemma/95962	conor	lemma/43159	cono
lemma/96007	consecror	lemma/96008	consecro
lemma/96008	consecro	lemma/96007	consecror
lemma/113285	manumito	lemma/113286	manumitto
lemma/113286	manumitto	lemma/113285	manumito
lemma/129118	trutinor	lemma/129119	trutino
lemma/129119	trutino	lemma/129118	trutinor
lemma/97956	debacchor	lemma/97957	debaccho
lemma/97957	debaccho	lemma/97956	debacchor
lemma/109036	irrideo	lemma/109037	irrido
lemma/109037	irrido	lemma/109036	irrideo
lemma/125825	strideo	lemma/125826	strido
lemma/125826	strido	lemma/125825	strideo
lemma/43512	conglorificor	lemma/95890	conglorifico
lemma/95890	conglorifico	lemma/43512	conglorificor
lemma/100756	elargior	lemma/48848	elargio
lemma/106551	impertior	lemma/106552	impertio
lemma/106552	impertio	lemma/106551	impertior
lemma/48848	elargio	lemma/100756	elargior
lemma/113092	murmuror	lemma/113093	murmuro
lemma/113093	murmuro	lemma/113092	murmuror
lemma/118756	praeclueo	lemma/118757	praecluo
lemma/118757	praecluo	lemma/118756	praeclueo
lemma/89653	apricor	lemma/89654	aprico
lemma/89654	aprico	lemma/89653	apricor
lemma/93270	causor	lemma/93271	causo
lemma/93271	causo	lemma/93270	causor
lemma/109143	itineror	lemma/60401	itinero
lemma/115105	opperior	lemma/68320	opperio
lemma/129632	uaticinor	lemma/129633	uaticino
lemma/129633	uaticino	lemma/129632	uaticinor
lemma/129862	uerbosor	lemma/84552	uerboso
lemma/130433	uito	lemma/85416	uitor
lemma/141759	dano	lemma/99970	do
lemma/60401	itinero	lemma/109143	itineror
lemma/68320	opperio	lemma/115105	opperior
lemma/84552	uerboso	lemma/129862	uerbosor
lemma/85416	uitor	lemma/130433	uito
lemma/91924	bubulcitor	lemma/91925	bubulcito
lemma/91925	bubulcito	lemma/91924	bubulcitor
lemma/99970	do	lemma/141759	dano
lemma/113180	mutuor	lemma/113181	mutuo
lemma/113181	mutuo	lemma/113180	mutuor
lemma/122992	retrogrador	lemma/76647	retrogrado
lemma/76647	retrogrado	lemma/122992	retrogrador
lemma/105678	horior	lemma/105679	horior
lemma/105679	horior	lemma/105678	horior
lemma/110446	licitor	lemma/62149	licito
lemma/62149	licito	lemma/110446	licitor
lemma/106020	iaculor	lemma/106021	iaculo
lemma/106021	iaculo	lemma/106020	iaculor
lemma/129780	ueneror	lemma/129781	uenero
lemma/129781	uenero	lemma/129780	ueneror
lemma/92890	carnificor	lemma/92891	carnifico
lemma/92891	carnifico	lemma/92890	carnificor
lemma/129888	uerminor	lemma/129889	uermino
lemma/129889	uermino	lemma/129888	uerminor
lemma/31316	aquo	lemma/89734	aquor
lemma/88767	amplector	lemma/88768	amplecto
lemma/88768	amplecto	lemma/88767	amplector
lemma/89734	aquor	lemma/31316	aquo
lemma/104026	funeror	lemma/104027	funero
lemma/104027	funero	lemma/104026	funeror
lemma/111471	mandor	lemma/111472	mando
lemma/111472	mando	lemma/111471	mandor
lemma/111806	medicor	lemma/111807	medico
lemma/111807	medico	lemma/111806	medicor
lemma/122840	rimor	lemma/122841	rimo
lemma/122841	rimo	lemma/122840	rimor
lemma/90810	auspicor	lemma/90811	auspico
lemma/90811	auspico	lemma/90810	auspicor
lemma/94206	circumplector	lemma/94207	circumplecto
lemma/94207	circumplecto	lemma/94206	circumplector
lemma/118270	poetor	lemma/118271	poeto
lemma/118271	poeto	lemma/118270	poetor
lemma/130194	uilicor	lemma/130195	uilico
lemma/130195	uilico	lemma/130194	uilicor
lemma/91208	bacchor	lemma/91209	baccho
lemma/91209	baccho	lemma/91208	bacchor
lemma/104074	furor	lemma/104075	furo
lemma/104075	furo	lemma/104074	furor
lemma/108005	inoperor	lemma/59637	inopero
lemma/119354	praeuehor	lemma/119355	praeueho
lemma/119355	praeueho	lemma/119354	praeuehor
lemma/59637	inopero	lemma/108005	inoperor
lemma/109281	iuueneo	lemma/60614	iuueneor
lemma/122633	renouo	lemma/76193	renouor
lemma/32652	assidor	lemma/90342	assido
lemma/60614	iuueneor	lemma/109281	iuueneo
lemma/76193	renouor	lemma/122633	renouo
lemma/90342	assido	lemma/32652	assidor
lemma/103894	frustror	lemma/103895	frustro
lemma/103895	frustro	lemma/103894	frustror
lemma/43861	contiguor	lemma/96290	contiguo
lemma/94236	circumsedeo	lemma/94237	circumsido
lemma/94237	circumsido	lemma/94236	circumsedeo
lemma/96290	contiguo	lemma/43861	contiguor
lemma/122337	rabio	lemma/122339	rabio
lemma/122337	rabio	lemma/122338	rabo
lemma/98116	decoquo	lemma/98115	decoqueo
lemma/123093	sacrificor	lemma/123094	sacrifico
lemma/123094	sacrifico	lemma/123093	sacrificor
lemma/103511	flutor	lemma/103512	fluito
lemma/103512	fluito	lemma/103511	flutor
lemma/122339	rabio	lemma/122337	rabio
lemma/122339	rabio	lemma/122338	rabo
lemma/125138	sono	lemma/125139	sono
lemma/125139	sono	lemma/125138	sono
lemma/43451	confoederor	lemma/95801	confoedero
lemma/95801	confoedero	lemma/43451	confoederor
lemma/96238	contemplor	lemma/96239	contemplo
lemma/96239	contemplo	lemma/96238	contemplor
lemma/98115	decoqueo	lemma/98116	decoquo
lemma/125547	stabulor	lemma/125548	stabulo
lemma/125548	stabulo	lemma/125547	stabulor
lemma/110943	lugeo	lemma/110944	lugo
lemma/110944	lugo	lemma/110943	lugeo
lemma/113350	nancior	lemma/113351	nancio
lemma/113351	nancio	lemma/113350	nancior
lemma/122338	rabo	lemma/122337	rabio
lemma/122338	rabo	lemma/122339	rabio
lemma/88565	amaricor	lemma/88566	amarico
lemma/88566	amarico	lemma/88565	amaricor
lemma/115028	operor	lemma/115029	opero
lemma/115029	opero	lemma/115028	operor
lemma/115586	pacificor	lemma/115587	pacifico
lemma/115587	pacifico	lemma/115586	pacificor
lemma/119611	procor	lemma/119612	proco
lemma/119612	proco	lemma/119611	procor
lemma/129321	tutor	lemma/129322	tuto
lemma/129322	tuto	lemma/129321	tutor
lemma/91785	boo	lemma/91784	boo
lemma/89450	apo	lemma/89451	apio
lemma/82579	stringor	lemma/125839	stringo
lemma/141773	depascor	lemma/98679	depasco
lemma/142035	praecelleo	lemma/118711	praecello
lemma/139980	congredio	lemma/95899	congredior
lemma/158445	pertaedescit	lemma/117918	pertaedesco
lemma/158447	pertinet	lemma/117404	pertineo
lemma/158408	insolet	lemma/59806	insoleo
lemma/158484	suppendeo	lemma/127125	suspendo
lemma/158455	praeterferor	lemma/119296	praeterfero
lemma/158412	inuesperascit	lemma/108824	inuesperasco
lemma/158407	insece	lemma/108096	inseco
lemma/158477	rudeo	lemma/122867	rudo
lemma/158337	concrucior	lemma/95583	concrucio
lemma/156154	cadit	lemma/92179	cado
lemma/156209	restat	lemma/121597	resto
lemma/156218	suppetit	lemma/127021	suppeto
lemma/156168	defit	lemma/98267	defio
lemma/156225	usuuenit	lemma/139983	usuuenio
lemma/156099	permadefio	lemma/117048	permadefacio
lemma/151968	praemollior	lemma/119043	praemollio
lemma/156797	aequiuoco	lemma/27769	aequiuocor
lemma/156526	exacuo	lemma/101729	exacuo
lemma/156794	apostemo	lemma/31053	apostemor
lemma/156785	litoror	lemma/62489	litoro
lemma/156531	mergo	lemma/112121	mergo
lemma/169035	desolor	lemma/98921	desolo
lemma/169201	interlucio	lemma/108518	interluceo
lemma/169375	oculor	lemma/114714	oculo
lemma/156182	hyemat	lemma/105459	hiemo
lemma/68850	pagit	lemma/115825	pango
lemma/122342	racemo	lemma/122341	racemor
lemma/119246	praesto	lemma/142043	praestat
lemma/27504	adpertinet	lemma/89590	appertineo
lemma/131472	perio	lemma/142021	perior
lemma/89451	apio	lemma/89450	apo
lemma/91784	boo	lemma/91785	boo
lemma/88081	aggrauo	lemma/27287	adgrauor
lemma/93220	cauillor	lemma/93221	cauillo
lemma/93221	cauillo	lemma/93220	cauillor
lemma/96419	conuehor	lemma/96420	conueho
lemma/96420	conueho	lemma/96419	conuehor
lemma/107302	indepto	lemma/59150	indeptor
lemma/123374	sannor	lemma/78286	sanno
lemma/27673	aduocor	lemma/87719	aduoco
lemma/59150	indeptor	lemma/107302	indepto
lemma/78286	sanno	lemma/123374	sannor
lemma/87719	aduoco	lemma/27673	aduocor
lemma/88210	alapor	lemma/88211	alapo
lemma/88211	alapo	lemma/88210	alapor
lemma/123964	sector	lemma/123965	secto
lemma/123965	secto	lemma/123964	sector
lemma/27287	adgrauor	lemma/88081	aggrauo
lemma/90299	assellor	lemma/90300	assello
lemma/90300	assello	lemma/90299	assellor
lemma/98505	deluctor	lemma/98506	delucto
lemma/98506	delucto	lemma/98505	deluctor
lemma/102033	exhortor	lemma/102034	exhorto
lemma/102034	exhorto	lemma/102033	exhortor
lemma/125211	sortior	lemma/125212	sortio
lemma/125212	sortio	lemma/125211	sortior
lemma/110902	luctitor	lemma/110903	luctito
lemma/110903	luctito	lemma/110902	luctitor
lemma/115087	opitulor	lemma/115088	opitulo
lemma/115088	opitulo	lemma/115087	opitulor
lemma/103936	fulgeo	lemma/103937	fulgo
lemma/103936	fulgeo	lemma/53920	fulgit
lemma/103937	fulgo	lemma/103936	fulgeo
lemma/103937	fulgo	lemma/53920	fulgit
lemma/104898	grauido	lemma/56061	grauidor
lemma/53920	fulgit	lemma/103936	fulgeo
lemma/53920	fulgit	lemma/103937	fulgo
lemma/56061	grauidor	lemma/104898	grauido
lemma/88082	aggredior	lemma/88083	aggredio
lemma/88083	aggredio	lemma/88082	aggredior
lemma/99727	dispensor	lemma/99728	dispenso
lemma/99728	dispenso	lemma/99727	dispensor
lemma/100965	emereor	lemma/100966	emereo
lemma/100966	emereo	lemma/100965	emereor
lemma/122845	riuo	lemma/77008	riuor
lemma/125445	spolior	lemma/125446	spolio
lemma/125446	spolio	lemma/125445	spolior
lemma/29471	alumno	lemma/88533	alumnor
lemma/77008	riuor	lemma/122845	riuo
lemma/88533	alumnor	lemma/29471	alumno
lemma/90621	auctoror	lemma/90622	auctoro
lemma/90622	auctoro	lemma/90621	auctoror
lemma/103001	fatiscor	lemma/103002	fatisco
lemma/104878	grator	lemma/55997	grato
lemma/110904	luctor	lemma/110905	lucto
lemma/110905	lucto	lemma/110904	luctor
lemma/111249	maereor	lemma/111250	maereo
lemma/111250	maereo	lemma/111249	maereor
lemma/117166	perpascor	lemma/117167	perpasco
lemma/55997	grato	lemma/104878	grator
lemma/103002	fatisco	lemma/103001	fatiscor
lemma/120465	pulpito	lemma/74199	pulpitor
lemma/74199	pulpitor	lemma/120465	pulpito
lemma/96166	consuauior	lemma/96167	consuauio
lemma/96167	consuauio	lemma/96166	consuauior
lemma/102902	famulor	lemma/102903	famulo
lemma/102903	famulo	lemma/102902	famulor
lemma/103876	frumentor	lemma/53822	frumento
lemma/110084	lauo	lemma/110085	lauo
lemma/110084	lauo	lemma/61519	lauor
lemma/110085	lauo	lemma/110084	lauo
lemma/110085	lauo	lemma/61519	lauor
lemma/113137	mussor	lemma/113138	musso
lemma/113138	musso	lemma/113137	mussor
lemma/123453	sarpo	lemma/123454	sarpio
lemma/123454	sarpio	lemma/123453	sarpo
lemma/46633	demunero	lemma/98580	demuneror
lemma/53822	frumento	lemma/103876	frumentor
lemma/61519	lauor	lemma/110084	lauo
lemma/61519	lauor	lemma/110085	lauo
lemma/98580	demuneror	lemma/46633	demunero
lemma/95051	comitor	lemma/95052	comito
lemma/95052	comito	lemma/95051	comitor
lemma/105773	humilito	lemma/57975	humilitor
lemma/119092	praeoleo	lemma/119093	praeolo
lemma/119093	praeolo	lemma/119092	praeoleo
lemma/57975	humilitor	lemma/105773	humilito
lemma/104914	gregor	lemma/104915	grego
lemma/104915	grego	lemma/104914	gregor
lemma/112442	miror	lemma/112443	miro
lemma/112443	miro	lemma/112442	miror
lemma/117167	perpasco	lemma/117166	perpascor
lemma/126829	supergredior	lemma/126830	supergradio
lemma/126829	supergredior	lemma/142114	supergredio
lemma/126830	supergradio	lemma/126829	supergredior
lemma/126830	supergradio	lemma/142114	supergredio
lemma/142114	supergredio	lemma/126829	supergredior
lemma/142114	supergredio	lemma/126830	supergradio
lemma/98507	deludificor	lemma/98508	deludifico
lemma/98508	deludifico	lemma/98507	deludificor
lemma/141692	careor	lemma/92848	careo
lemma/92848	careo	lemma/141692	careor
lemma/99771	dissauior	lemma/99772	dissauio
lemma/99772	dissauio	lemma/99771	dissauior
lemma/103771	frendeo	lemma/103772	frendo
lemma/103772	frendo	lemma/103771	frendeo
lemma/104712	glorior	lemma/55574	glorio
lemma/112399	minor	lemma/112400	mino
lemma/112400	mino	lemma/112399	minor
lemma/122600	reminiscor	lemma/122601	reminisco
lemma/126260	suboleo	lemma/126261	subolo
lemma/126261	subolo	lemma/126260	suboleo
lemma/55574	glorio	lemma/104712	glorior
lemma/98417	delector	lemma/98418	delecto
lemma/98418	delecto	lemma/98417	delector
lemma/109248	iuror	lemma/109249	iuro
lemma/109249	iuro	lemma/109248	iuror
lemma/100452	deferueo	lemma/100453	deferuo
lemma/100453	deferuo	lemma/100452	deferueo
lemma/112524	moderor	lemma/112525	modero
lemma/112525	modero	lemma/112524	moderor
lemma/122601	reminisco	lemma/122600	reminiscor
lemma/127147	sustineo	lemma/83697	sustineor
lemma/46542	deliberor	lemma/98446	delibero
lemma/83697	sustineor	lemma/127147	sustineo
lemma/98446	delibero	lemma/46542	deliberor
lemma/102316	exilior	lemma/50897	exsilio
lemma/112065	mensuror	lemma/112066	mensuro
lemma/112066	mensuro	lemma/112065	mensuror
lemma/112791	morigeror	lemma/112792	morigero
lemma/112792	morigero	lemma/112791	morigeror
lemma/114518	obtueor	lemma/114519	obtuor
lemma/114519	obtuor	lemma/114518	obtueor
lemma/127772	temperor	lemma/127773	tempero
lemma/127773	tempero	lemma/127772	temperor
lemma/129494	uagitor	lemma/129495	uagito
lemma/129495	uagito	lemma/129494	uagitor
lemma/50897	exsilio	lemma/102316	exilior
lemma/109239	iurgor	lemma/109240	iurgo
lemma/109240	iurgo	lemma/109239	iurgor
lemma/114927	ominor	lemma/114928	omino
lemma/114928	omino	lemma/114927	ominor
lemma/126986	superueho	lemma/142117	superuehor
lemma/142117	superuehor	lemma/126986	superueho
lemma/26296	aborio	lemma/86961	aborior
lemma/86961	aborior	lemma/26296	aborio
lemma/94182	circummetior	lemma/94183	circummetio
lemma/94183	circummetio	lemma/94182	circummetior
lemma/119096	praeordino	lemma/73061	praeordinor
lemma/125168	sorbeo	lemma/125169	sorbo
lemma/125169	sorbo	lemma/125168	sorbeo
lemma/130724	uociferor	lemma/130725	uocifero
lemma/130725	uocifero	lemma/130724	uociferor
lemma/73061	praeordinor	lemma/119096	praeordino
lemma/87371	adaquor	lemma/87372	adaquo
lemma/87372	adaquo	lemma/87371	adaquor
lemma/90579	attueor	lemma/90580	attuor
lemma/90580	attuor	lemma/90579	attueor
lemma/103008	fatuor	lemma/51576	fatuo
lemma/115160	opto	lemma/68333	optor
lemma/118587	postfero	lemma/72780	postferor
lemma/120521	punior	lemma/120522	punio
lemma/120522	punio	lemma/120521	punior
lemma/34303	barbarizor	lemma/91323	barbarizo
lemma/51576	fatuo	lemma/103008	fatuor
lemma/68333	optor	lemma/115160	opto
lemma/72780	postferor	lemma/118587	postfero
lemma/91323	barbarizo	lemma/34303	barbarizor
lemma/93713	charmidor	lemma/93714	charmido
lemma/93714	charmido	lemma/93713	charmidor
lemma/94550	clueor	lemma/94551	clueo
lemma/94550	clueor	lemma/94552	cluo
lemma/94551	clueo	lemma/94550	clueor
lemma/94551	clueo	lemma/94552	cluo
lemma/94552	cluo	lemma/94550	clueor
lemma/94552	cluo	lemma/94551	clueo
lemma/107915	iniurio	lemma/59562	iniurior
lemma/111615	margino	lemma/64171	marginor
lemma/129496	uagor	lemma/129497	uago
lemma/129497	uago	lemma/129496	uagor
lemma/64171	marginor	lemma/111615	margino
lemma/109619	labasco	lemma/109618	labascor
lemma/119429	precor	lemma/119430	preco
lemma/119430	preco	lemma/119429	precor
lemma/59562	iniurior	lemma/107915	iniurio
lemma/102342	exspolior	lemma/102343	exspolio
lemma/102343	exspolio	lemma/102342	exspolior
lemma/102909	fanor	lemma/102910	fano
lemma/102910	fano	lemma/102909	fanor
lemma/96442	conuersor	lemma/96443	conuerso
lemma/96443	conuerso	lemma/96442	conuersor
lemma/109618	labascor	lemma/109619	labasco
lemma/114546	obuersor	lemma/114547	obuerso
lemma/114547	obuerso	lemma/114546	obuersor
lemma/129903	uernor	lemma/129904	uerno
lemma/129904	uerno	lemma/129903	uernor
lemma/30002	ampullo	lemma/88793	ampullor
lemma/88793	ampullor	lemma/30002	ampullo
lemma/96481	conuiuor	lemma/96482	conuiuo
lemma/96482	conuiuo	lemma/96481	conuiuor
lemma/50542	excordor	lemma/101906	excordo
lemma/95143	comminisco	lemma/95142	comminiscor
lemma/121447	radior	lemma/121448	radio
lemma/101634	euideor	lemma/50283	euideo
lemma/98654	denundinat	lemma/46692	denundino
lemma/27720	aegret	lemma/87780	aegreo
lemma/114214	obeor	lemma/114215	obeo
lemma/98817	depuuo	lemma/98818	depuuio
lemma/142073	regredo	lemma/122545	regredior
lemma/97558	cloeo	lemma/97559	cluo
lemma/108034	inquam	lemma/108033	inquam
lemma/158340	conforo	lemma/95806	conforio
lemma/158372	diuertor	lemma/99924	diuerto
lemma/158421	moero	lemma/111249	maereor
lemma/158421	moero	lemma/111250	maereo
lemma/158494	uesperat	lemma/131068	uesperor
lemma/158322	circumtergo	lemma/94276	circumtergeo
lemma/158335	compotior	lemma/97596	compotio
lemma/158496	uulpino	lemma/130968	uulpinor
lemma/158413	lacessio	lemma/109661	lacesso
lemma/156169	delectat	lemma/98417	delector
lemma/156169	delectat	lemma/98418	delecto
lemma/156187	iuuat	lemma/109294	iuuo
lemma/156184	incidit	lemma/106954	incido
lemma/156185	inuehor	lemma/108801	inueho
lemma/156574	auco	lemma/33048	auco
lemma/156438	inhorreo	lemma/107859	inhorreo
lemma/156786	fulcro	lemma/53909	fulcror
lemma/156783	condignor	lemma/43318	condigno
lemma/169155	ientor	lemma/106126	iento
lemma/169579	recento	lemma/122381	recentor
lemma/98197	dedico	lemma/98196	d
lemma/95743	confio	lemma/141725	confacio
lemma/38969	capillascit	lemma/92676	capillasco
lemma/125839	stringo	lemma/82579	stringor
lemma/50283	euideo	lemma/101634	euideor
lemma/87780	aegreo	lemma/27720	aegret
lemma/114215	obeo	lemma/114214	obeor
lemma/121448	radio	lemma/121447	radior
lemma/98818	depuuio	lemma/98817	depuuo
lemma/46692	denundino	lemma/98654	denundinat
lemma/95142	comminiscor	lemma/95143	comminisco
lemma/101906	excordo	lemma/50542	excordor
lemma/109620	labor	lemma/60868	labo
lemma/124500	sermonor	lemma/124501	sermono
lemma/124501	sermono	lemma/124500	sermonor
lemma/87950	aestuor	lemma/87951	aestuo
lemma/87951	aestuo	lemma/87950	aestuor
lemma/116443	pellicio	lemma/142014	pelliceo
lemma/142014	pelliceo	lemma/116443	pellicio
lemma/122846	rixor	lemma/122847	rixo
lemma/122847	rixo	lemma/122846	rixor
lemma/60868	labo	lemma/109620	labor
lemma/107659	infestor	lemma/107660	infesto
lemma/107660	infesto	lemma/107659	infestor
lemma/115234	ordior	lemma/115235	ordio
lemma/115235	ordio	lemma/115234	ordior
lemma/118256	podismor	lemma/118257	podismo
lemma/118257	podismo	lemma/118256	podismor
lemma/122546	regulor	lemma/122547	regulo
lemma/122547	regulo	lemma/122546	regulor
lemma/124733	sideror	lemma/124734	sidero
lemma/124734	sidero	lemma/124733	sideror
lemma/99779	dissentior	lemma/99780	dissentio
lemma/99780	dissentio	lemma/99779	dissentior
lemma/110662	litor	lemma/110663	lito
lemma/110663	lito	lemma/110662	litor
lemma/122608	remoror	lemma/76128	remoro
lemma/76128	remoro	lemma/122608	remoror
lemma/88387	alliceo	lemma/88388	allicio
lemma/88388	allicio	lemma/88387	alliceo
lemma/103471	florio	lemma/103470	floreo
lemma/106635	imporco	lemma/106636	imporcio
lemma/106636	imporcio	lemma/106635	imporco
lemma/129866	uergor	lemma/129867	uergo
lemma/129867	uergo	lemma/129866	uergor
lemma/116113	partior	lemma/116114	partio
lemma/116114	partio	lemma/116113	partior
lemma/102160	expergisco	lemma/102159	expergiscor
lemma/110431	liceor	lemma/110432	licet
lemma/110431	liceor	lemma/110433	liceo
lemma/110432	licet	lemma/110431	liceor
lemma/110432	licet	lemma/110433	liceo
lemma/110433	liceo	lemma/110431	liceor
lemma/110433	liceo	lemma/110432	licet
lemma/95308	comperior	lemma/95309	comperio
lemma/95309	comperio	lemma/95308	comperior
lemma/97962	debello	lemma/46132	debellor
lemma/129942	uerso	lemma/84710	uersor
lemma/84710	uersor	lemma/129942	uerso
lemma/96016	consector	lemma/141732	consecto
lemma/101839	excelleo	lemma/101840	excello
lemma/101840	excello	lemma/101839	excelleo
lemma/102297	exsecror	lemma/102298	exsecro
lemma/102298	exsecro	lemma/102297	exsecror
lemma/108932	ioculor	lemma/108933	ioculo
lemma/108933	ioculo	lemma/108932	ioculor
lemma/46132	debellor	lemma/97962	debello
lemma/112132	meridior	lemma/112133	meridio
lemma/112133	meridio	lemma/112132	meridior
lemma/44030	conuesco	lemma/96448	conuescor
lemma/96448	conuescor	lemma/44030	conuesco
lemma/102758	facio	lemma/103328	fio
lemma/103328	fio	lemma/102758	facio
lemma/103676	fornicor	lemma/103677	fornico
lemma/103677	fornico	lemma/103676	fornicor
lemma/113754	noceo	lemma/113755	nocio
lemma/113755	nocio	lemma/113754	noceo
lemma/102159	expergiscor	lemma/102160	expergisco
lemma/114723	odio	lemma/114724	odi
lemma/114724	odi	lemma/114723	odio
lemma/106481	impascor	lemma/106482	impasco
lemma/32595	assento	lemma/90313	assentor
lemma/46434	defungo	lemma/98324	defungor
lemma/90313	assentor	lemma/32595	assento
lemma/96119	conspicor	lemma/96120	conspico
lemma/96120	conspico	lemma/96119	conspicor
lemma/98324	defungor	lemma/46434	defungo
lemma/106482	impasco	lemma/106481	impascor
lemma/102361	exsisto	lemma/102360	exsto
lemma/105727	hortor	lemma/105728	horto
lemma/105728	horto	lemma/105727	hortor
lemma/117058	permarcero	lemma/117059	permarceo
lemma/117059	permarceo	lemma/117058	permarcero
lemma/90780	aurigor	lemma/90781	aurigo
lemma/90781	aurigo	lemma/90780	aurigor
lemma/122874	rumigeror	lemma/122875	rumigero
lemma/122875	rumigero	lemma/122874	rumigeror
lemma/102360	exsto	lemma/102361	exsisto
lemma/88772	amplexor	lemma/88773	amplexo
lemma/88773	amplexo	lemma/88772	amplexor
lemma/110846	luceo	lemma/141924	lucet
lemma/111053	luxurior	lemma/111054	luxurio
lemma/111054	luxurio	lemma/111053	luxurior
lemma/115751	palpor	lemma/115752	palpo
lemma/115752	palpo	lemma/115751	palpor
lemma/141924	lucet	lemma/110846	luceo
lemma/90871	auxilior	lemma/90872	auxilio
lemma/90872	auxilio	lemma/90871	auxilior
lemma/122641	reor	lemma/122642	reo
lemma/122642	reo	lemma/122641	reor
lemma/94794	collacrimor	lemma/94795	collacrimo
lemma/94795	collacrimo	lemma/94794	collacrimor
lemma/110402	libet	lemma/110403	libeo
lemma/110403	libeo	lemma/110402	libet
lemma/87541	admiror	lemma/87542	admiro
lemma/87542	admiro	lemma/87541	admiror
lemma/122591	remedior	lemma/122592	remedio
lemma/122592	remedio	lemma/122591	remedior
lemma/129025	tristor	lemma/134961	tristo
lemma/134961	tristo	lemma/129025	tristor
lemma/141732	consecto	lemma/96016	consector
lemma/90311	assentior	lemma/90312	assentio
lemma/90312	assentio	lemma/90311	assentior
lemma/112580	molestor	lemma/112581	molesto
lemma/112581	molesto	lemma/112580	molestor
lemma/114446	obsonor	lemma/114447	obsono
lemma/114447	obsono	lemma/114446	obsonor
lemma/122877	ruminor	lemma/122878	rumino
lemma/122878	rumino	lemma/122877	ruminor
lemma/46244	declaror	lemma/98090	declaro
lemma/93922	cibor	lemma/93923	cibo
lemma/93923	cibo	lemma/93922	cibor
lemma/98090	declaro	lemma/46244	declaror
lemma/43942	contrario	lemma/96343	contrarior
lemma/96343	contrarior	lemma/43942	contrario
lemma/111480	manducor	lemma/111481	manduco
lemma/111481	manduco	lemma/111480	manducor
lemma/113654	nictor	lemma/113655	nicto
lemma/113655	nicto	lemma/113654	nictor
lemma/94243	circumsto	lemma/94244	circumsisto
lemma/35049	beneficor	lemma/92060	benefico
lemma/92060	benefico	lemma/35049	beneficor
lemma/94244	circumsisto	lemma/94243	circumsto
lemma/103470	floreo	lemma/103471	florio
lemma/108785	inuado	lemma/108786	inuado
lemma/108786	inuado	lemma/108785	inuado
lemma/122344	radicor	lemma/122345	radico
lemma/122345	radico	lemma/122344	radicor
lemma/129548	uanor	lemma/129549	uano
lemma/129549	uano	lemma/129548	uanor
lemma/115136	opprobror	lemma/115137	opprobro
lemma/115137	opprobro	lemma/115136	opprobror
lemma/119714	proficisco	lemma/119713	proficiscor
lemma/126532	succano	lemma/126533	succino
lemma/119431	praendo	lemma/119432	prehendo
lemma/117239	perpudescit	lemma/137408	perpudesco
lemma/158346	conuenit	lemma/96424	conuenio
lemma/158300	accurritur	lemma/87166	accurro
lemma/158303	adfore	lemma/87642	adsum
lemma/158415	lapidat	lemma/109903	lapido
lemma/158316	cachinor	lemma/37854	cachino
lemma/158410	interfaris	lemma/108479	interfor
lemma/158366	disconducit	lemma/99625	disconduco
lemma/158363	dilucescit	lemma/99470	dilucesco
lemma/158313	attinet	lemma/90554	attineo
lemma/158417	limitor	lemma/110517	limito
lemma/158384	estur	lemma/100576	edo
lemma/158324	circumuerso	lemma/94306	circumuersor
lemma/156165	contingit	lemma/96293	contingo
lemma/144316	principior	lemma/73424	principio
lemma/156559	licentio	lemma/62133	licentio
lemma/169695	seueho	lemma/124634	seuehor
lemma/142762	respondo	lemma/122740	respondeo
lemma/51057	fabello	lemma/104154	fabellor
lemma/88951	anclo	lemma/88950	anclor
lemma/95155	commiseror	lemma/141716	commiseretur
lemma/95156	commisero	lemma/141716	commiseretur
lemma/87388	addecimo	lemma/27214	addecimor
lemma/108170	insipo	lemma/108171	insipio
lemma/122494	refero	lemma/122495	refert
lemma/88152	agonizo	lemma/88151	agonizor
lemma/98765	depraesento	lemma/46771	depraesentor
lemma/97559	cluo	lemma/97558	cloeo
lemma/122545	regredior	lemma/142073	regredo
lemma/119432	prehendo	lemma/119431	praendo
