lexeme	lila_lemma	wikibase_entry
d1722	99617	L21093
d1724	99619	L21094
d1731	99625	L21095
d1732	99626	L21096
d1733	99627	L21097
d1735	99629	L21098
d1741	99635	L21099
d1744	99638	L21100
d1747	99641	L21101
d1749	99643	L21102
d1750	99644	L21103
d1751	99645	L21104
d1757	99651	L21105
d1764	99659	L21106
d1766	99661	L21107
d1768	99663	L21108
d1769	99664	L21109
d1771	99666	L21110
d1772	99667	L21111
d1777	99672	L21112
d1782	99677	L21113
d1791	99686	L21114
d1792	99687	L21115
d1794	99689	L21116
d1795	99690	L21117
d1796	99691	L21118
d1800	99695	L21119
d1805	99700	L21120
d1806	99702	L21121
d1807	99703	L21122
d1807	99703	L21122
d1808	99704	L21123
d1810	99706	L21124
d1812	99708	L21125
d1815	99711	L21126
d1817	99713	L21127
d1818	99714	L21128
d1821	99717	L21129
d1831	99728	L21130
d1832	99729	L21131
d1833	99730	L21132
d1834	99731	L21133
d1835	99732	L21134
d1836	99733	L21135
d1839	99737	L21136
d1839	99737	L21136
d1841	99739	L21137
d1842	99740	L21138
d1843	99741	L21139
d1844	99742	L21140
d1845	99743	L21141
d1846	99744	L21142
d1850	99748	L21143
d1854	99752	L21144
d1855	99753	L21145
d1858	99756	L21146
d1865	99764	L21147
d1866	99765	L21148
d1868	99767	L21149
d1870	99769	L21150
d1872	99772	L21151
d1873	99773	L21152
d1876	99776	L21153
d1879	99780	L21154
d1881	99782	L21155
d1883	99783	L21156
d1884	99784	L21157
d1885	99785	L21158
d1886	99786	L21159
d1887	99787	L21160
d1893	99793	L21161
d1895	99795	L21162
d1898	99798	L21163
d1899	99799	L21164
d1902	99802	L21165
d1903	99803	L21166
d1910	99810	L21167
d1915	99815	L21168
d1920	99820	L21169
d1922	99822	L21170
d1926	99826	L21171
d1931	99832	L21172
d1937	99838	L21173
d1938	99839	L21174
d1939	99840	L21175
d1940	99841	L21176
d1945	99847	L21177
d1946	99848	L21178
d1951	99853	L21179
d1953	99856	L21180
d1954	99857	L21181
d1955	99858	L21182
d1957	99861	L21183
d1961	99865	L21184
d1963	99867	L21185
d1964	99868	L21186
d1965	99869	L21187
d1971	99875	L21188
d1973	99877	L21189
d1981	99885	L21190
d1982	99886	L21191
d1983	99887	L21192
d1985	99889	L21193
d1988	99892	L21194
d1992	99895	L21195
d1997	99900	L21196
d2000	99903	L21197
d2005	99907	L21198
d2007	99909	L21199
d2008	99910	L21200
d2009	99911	L21201
d2010	99912	L21202
d2011	99913	L21203
d2012	99914	L21204
d2022	99924	L21205
d2024	99927	L21206
d2029	99932	L21207
d2039	99942	L21208
d2046	99950	L21209
d2048	99952	L21210
d2053	99958	L21211
d2063	99968	L21212
d2066	99970	L21213
d2067	99971	L21214
d2079	99983	L21215
d2088	99992	L21216
d2102	100007	L21217
d2113	100021	L21218
d2122	100029	L21219
d2124	100031	L21220
d2151	100058	L21221
d2153	100059	L21222
d2156	100062	L21223
d2161	100067	L21224
d2178	100086	L21225
d2179	100087	L21226
d2184	100094	L21227
d2184_sc	100093	L21228
d2188	100098	L21229
d2200	100111	L21230
d2205	100117	L21231
d2224	100139	L21232
d2228	100143	L21233
d2238	100154	L21234
d2262	100176	L21235
d2264	100178	L21236
d2279	100196	L21237
d2285	100202	L21238
d2286	100203	L21239
d2298	100215	L21240
d2302	100221	L21241
d2314	100233	L21242
d2319	100238	L21243
d2376	100291	L21244
d2378	100293	L21245
d2389	100305	L21246
d2389_sc	100306	L21247
d2400	100318	L21248
d2427	100345	L21249
d2428	100346	L21250
d2431	100349	L21251
d7012	100350	L21252
d7013	100351	L21253
d7315	100355	L21254
d8008	100361	L21255
d8009	100362	L21256
d8515	100371	L21257
d9262	100378	L21258
d9295	100379	L21259
d9322	100380	L21260
d9462	100381	L21261
d9508	100382	L21262
d9510	100384	L21263
d9646	100442	L21264
d9761	100444	L21265
d9772	100446	L21266
d9874	100447	L21267
d9875	100448	L21268
d9892	100453	L21269
e0006	100485	L21270
e0006	100485	L21270
e0008	100487	L21271
e0009	100488	L21272
e0016	100495	L21273
e0023	100502	L21274
e0075	100557	L21275
e0076	100558	L21276
e0081	100563	L21277
e0081	100563	L21277
e0084	100566	L21278
e0085	100567	L21279
e0086	100568	L21280
e0090	100572	L21281
e0094	100576	L21282
e0095	100577	L21283
e0097	100579	L21284
e0098	100580	L21285
e0099	100581	L21286
e0100	100582	L21287
e0101	100584	L21288
e0101_sc	100583	L21289
e0105	100588	L21290
e0106	100589	L21291
e0109	100592	L21292
e0111	100596	L21293
e0112	100597	L21294
e0118	100603	L21295
e0121	100606	L21296
e0123	100608	L21297
e0123	100608	L21297
e0124	100609	L21298
e0124	100609	L21298
e0125	100610	L21299
e0125	100610	L21299
e0125	100610	L21299
e0127	100612	L21300
e0127	100612	L21300
e0130	100617	L21301
e0130_sc	100618	L21302
e0132	100620	L21303
e0139	100627	L21304
e0139	100627	L21304
e0140	100628	L21305
e0142	100630	L21306
e0142	100630	L21306
e0145	100634	L21307
e0145	100634	L21307
e0147	100636	L21308
e0148	100637	L21309
e0148	100637	L21309
e0152	100641	L21310
e0154	100643	L21311
e0156	100645	L21312
e0157	100646	L21313
e0157	100646	L21313
e0158	100647	L21314
e0158	100647	L21314
e0159	100648	L21315
e0159_sc	100649	L21316
e0160	100650	L21317
e0160_sc	100651	L21318
e0165	100656	L21319
e0165	100656	L21319
e0166	100657	L21320
e0167	100658	L21321
e0168	100659	L21322
e0175	100667	L21323
e0175	100667	L21323
e0176	100668	L21324
e0176	100668	L21324
e0177	100669	L21325
e0177	100669	L21325
e0178	100670	L21326
e0180	100672	L21327
e0182	100674	L21328
e0182	100674	L21328
e0185	100678	L21329
e0186	100680	L21330
e0188	100682	L21331
e0191	100685	L21332
e0192	100686	L21333
e0193	100687	L21334
e0193	100687	L21334
e0195	100689	L21335
e0200	100694	L21336
e0200	100694	L21336
e0201	100695	L21337
e0201	100695	L21337
e0202	100696	L21338
e0204	100698	L21339
e0207	100701	L21340
e0209	100703	L21341
e0210	100704	L21342
e0216	100710	L21343
e0221	100715	L21344
e0225	100719	L21345
e0231	100726	L21346
e0232	100727	L21347
e0237	100733	L21348
e0242	100738	L21349
e0242	100738	L21349
e0244	100740	L21350
e0246	100742	L21351
e0249	100745	L21352
e0254	100750	L21353
e0256	100752	L21354
e0258	100754	L21355
e0259	100755	L21356
e0260	100756	L21357
e0266	100762	L21358
e0267	100763	L21359
e0268	100764	L21360
e0269	100765	L21361
e0276	100772	L21362
e0292	100789	L21363
e0299	100796	L21364
e0316	100819	L21365
e0318	100821	L21366
e0319	100822	L21367
e0320	100823	L21368
e0321	100824	L21369
e0324	100827	L21370
e0325	100828	L21371
e0326	100829	L21372
e0327	100830	L21373
e0330	100833	L21374
e0331	100834	L21375
e0333	100836	L21376
e0334	100837	L21377
e0338	100841	L21378
e0345	100848	L21379
e0350	100854	L21380
e0355	100860	L21381
e0357	100862	L21382
e0358	100863	L21383
e0360	100865	L21384
e0363	100869	L21385
e0363_sc	100870	L21386
e0364	100871	L21387
e0366	100873	L21388
e0368	100875	L21389
e0369	100877	L21390
e0371	100880	L21391
e0372	100881	L21392
e0373	100882	L21393
e0376	100886	L21394
e0378	100888	L21395
e0380	100890	L21396
e0383	100893	L21397
e0387	100897	L21398
e0388	100898	L21399
e0389	100899	L21400
e0391	100901	L21401
e0392	100902	L21402
e0394	100904	L21403
e0398	100908	L21404
e0399	100909	L21405
e0400	100910	L21406
e0401	100911	L21407
e0404	100914	L21408
e0406	100916	L21409
e0408	100918	L21410
e0409	100919	L21411
e0433	100948	L21412
e0434	100949	L21413
e0442	100958	L21414
e0443	100959	L21415
e0445	100961	L21416
e0447	100963	L21417
e0448	100964	L21418
e0449	100966	L21419
e0450	100967	L21420
e0453	100970	L21421
e0454	100971	L21422
e0457	100974	L21423
e0459	100976	L21424
e0461	100978	L21425
e0463	100980	L21426
e0465	100982	L21427
e0469	100986	L21428
e0475	100994	L21429
e0476	100995	L21430
e0477	100996	L21431
e0479	100998	L21432
e0480	100999	L21433
e0481	101000	L21434
e0483	101002	L21435
e0484	101003	L21436
e0485	101004	L21437
e0486	101005	L21438
e0489	101008	L21439
e0490	101009	L21440
e0494	101013	L21441
e0506	101025	L21442
e0521	101041	L21443
e0525	101045	L21444
e0528	101048	L21445
e0529	101049	L21446
e0531	101051	L21447
e0535	101055	L21448
e0536	101056	L21449
e0537	101057	L21450
e0538	101058	L21451
e0541	101061	L21452
e0553	101073	L21453
e0554	101074	L21454
e0557	101078	L21455
e0558	101079	L21456
e0560	101081	L21457
e0587	101110	L21458
e0587	101110	L21458
e0595	101120	L21459
e0595_sc	101121	L21460
e0596	101122	L21461
e0609	101135	L21462
e0613	101139	L21463
e0617	101143	L21464
e0619	101145	L21465
e0640	101168	L21466
e0641	101169	L21467
e0643	101171	L21468
e0644	101172	L21469
e0646	101174	L21470
e0647	101175	L21471
e0651	101179	L21472
e0653	101181	L21473
e0655	101183	L21474
e0660	101188	L21475
e0661	101189	L21476
e0661	101189	L21476
e0663	101191	L21477
e0664	101192	L21478
e0666	101194	L21479
e0668	101196	L21480
e0681	101203	L21481
e0717	101241	L21482
e0790	101323	L21483
e0809	101343	L21484
e0809	101343	L21484
e0817	101350	L21485
e0829	101364	L21486
e0838	101374	L21487
e0841	101376	L21488
e0846	101382	L21489
e0847	101383	L21490
e0851	101388	L21491
e0854	101391	L21492
e0859	101397	L21493
e0861	101399	L21494
e0884	101424	L21495
e0892	101432	L21496
e0899	101440	L21497
e0902	101442	L21498
e0907	101447	L21499
e0908	101448	L21500
e0925	101465	L21501
e0929	101469	L21502
e0929_sc	101470	L21503
e0932	101474	L21504
e0933	101475	L21505
e0934	101476	L21506
e0936	101478	L21507
e0943	101485	L21508
e0944	101486	L21509
e0946	101488	L21510
e0948	101490	L21511
e0949	101491	L21512
e0950	101492	L21513
e0971	101515	L21514
e0978	101521	L21515
e0982	101526	L21516
e0983	101527	L21517
e0993	101536	L21518
e0993	101536	L21518
e1019	101564	L21519
e1020	101565	L21520
e1023	101568	L21521
e1024	101570	L21522
e1025	101571	L21523
e1027	101573	L21524
e1028	101574	L21525
e1029	101575	L21526
e1035	101581	L21527
e1036	101582	L21528
e1039	101585	L21529
e1041	101587	L21530
e1053	101599	L21531
e1054	101600	L21532
e1055	101601	L21533
e1056	101602	L21534
e1056	101602	L21534
e1057	101603	L21535
e1058	101604	L21536
e1059	101605	L21537
e1060	101606	L21538
e1063	101609	L21539
e1067	101613	L21540
e1069	101615	L21541
e1072	101618	L21542
e1073	101619	L21543
e1084	101630	L21544
e1088	101634	L21545
e1089	101635	L21546
e1091	101637	L21547
e1092	101638	L21548
e1093	101639	L21549
e1094	101640	L21550
e1095	101641	L21551
e1097	101643	L21552
e1098	101644	L21553
e1099	101645	L21554
e1102	101648	L21555
e1110	101656	L21556
e1111	101657	L21557
e1117	101664	L21558
e1119	101666	L21559
e1120	101667	L21560
e1123	101670	L21561
e1124	101671	L21562
e1163	101713	L21563
e1168	101717	L21564
e1169	101718	L21565
e1172	101721	L21566
e1174	101722	L21567
e1175	101723	L21568
e1176	101724	L21569
e1181	101729	L21570
e1186	101735	L21571
e1188	101737	L21572
e1191	101740	L21573
e1194	101743	L21574
e1197	101746	L21575
e1200	101749	L21576
e1201	101750	L21577
e1203	101752	L21578
e1207	101756	L21579
e1210	101759	L21580
e1211	101760	L21581
e1217	101767	L21582
e1218	101768	L21583
e1219	101769	L21584
e1221	101771	L21585
e1223	101773	L21586
e1229	101779	L21587
e1231	101781	L21588
e1232	101782	L21589
e1234	101784	L21590
e1237	101787	L21591
e1239	101788	L21592
e1240	101789	L21593
e1240_sc	101790	L21594
e1242	101792	L21595
e1243	101793	L21596
e1247	101797	L21597
e1250	101800	L21598
e1254	101803	L21599
e1256	101805	L21600
e1259	101808	L21601
e1261	101810	L21602
e1263	101812	L21603
e1264	101813	L21604
e1266	101816	L21605
e1269	101819	L21606
e1270	101821	L21607
e1273	101824	L21608
e1274	101825	L21609
e1275	101826	L21610
e1278	101829	L21611
e1279	101830	L21612
e1280	101831	L21613
e1281	101832	L21614
e1282	101833	L21615
e1284	101835	L21616
e1286	101837	L21617
e1287	101838	L21618
e1288	101840	L21619
e1295	101847	L21620
e1299	101852	L21621
e1300	101853	L21622
e1301	101854	L21623
e1307	101860	L21624
e1308	101861	L21625
e1309	101862	L21626
e1311	101865	L21627
e1322	101877	L21628
e1326	101881	L21629
e1327	101882	L21630
e1328	101883	L21631
e1329	101884	L21632
e1333	101888	L21633
e1346	101891	L21634
e1348	101893	L21635
e1349	101894	L21636
e1350	101895	L21637
e1352	101897	L21638
e1354	101899	L21639
e1355	101900	L21640
e1360	101905	L21641
e1361	101906	L21642
e1362	101907	L21643
e1365	101910	L21644
e1366	101911	L21645
e1368	101913	L21646
e1369	101914	L21647
e1370	101915	L21648
e1371	101916	L21649
e1375	101920	L21650
e1384	101930	L21651
e1385	101931	L21652
e1387	101933	L21653
e1389	101935	L21654
e1391	101937	L21655
e1392	101938	L21656
e1396	101942	L21657
e1406	101952	L21658
e1410	101956	L21659
e1411	101957	L21660
e1416	101962	L21661
e1427	101974	L21662
e1432	101979	L21663
e1432	101979	L21663
e1433	101980	L21664
e1434	101982	L21665
e1443	101992	L21666
e1447	101996	L21667
e1448	101997	L21668
e1450	101999	L21669
e1452	102001	L21670
e1453	102002	L21671
e1455	102004	L21672
e1457	102006	L21673
e1458	102007	L21674
e1460	102009	L21675
e1462	102011	L21676
e1465	102014	L21677
e1466	102015	L21678
e1466	102015	L21678
e1468	102017	L21679
e1473	102022	L21680
e1475	102024	L21681
e1476	102025	L21682
e1476_sc	102026	L21683
e1483	102034	L21684
e1484	102035	L21685
e1486	102037	L21686
e1487	102038	L21687
e1497	102048	L21688
e1498	102049	L21689
e1502	102053	L21690
e1506	102057	L21691
e1506	102057	L21691
e1512	102063	L21692
e1514	102065	L21693
e1516	102067	L21694
e1517	102068	L21695
e1521	102073	L21696
e1526	102078	L21697
e1526	102078	L21697
e1531	102083	L21698
e1533	102085	L21699
e1535	102087	L21700
e1547	102099	L21701
e1549	102101	L21702
e1551		L21703
e1553	102106	L21704
e1556	102109	L21705
e1560	102115	L21706
e1561	102116	L21707
e1566	102122	L21708
e1566_sc	102123	L21709
e1569	102125	L21710
e1570	102126	L21711
e1571	102128	L21712
e1572	102129	L21713
e1573	102130	L21714
e1577	102135	L21715
e1579	102137	L21716
e1581	102139	L21717
e1582	102140	L21718
e1582_sc	102141	L21719
e1584	102143	L21720
e1588	102147	L21721
e1591	102150	L21722
e1592	102151	L21723
e1593	102152	L21724
e1594	102153	L21725
e1595	102154	L21726
e1596	102155	L21727
e1597	102156	L21728
e1598	102157	L21729
e1600	102160	L21730
e1601	102161	L21731
e1604	102165	L21732
e1609	102170	L21733
e1612	102173	L21734
e1620	102181	L21735
e1621	102182	L21736
e1622	102183	L21737
e1623	102184	L21738
e1624	102185	L21739
e1630	102191	L21740
e1631	102192	L21741
e1633	102194	L21742
e1641	102202	L21743
e1642	102203	L21744
e1647	102208	L21745
e1649	102210	L21746
e1652	102213	L21747
e1653	102214	L21748
e1654	102215	L21749
e1656	102217	L21750
e1657	102218	L21751
e1664	102225	L21752
e1668	102229	L21753
e1675	102236	L21754
e1676	102237	L21755
e1677	102238	L21756
e1678	102239	L21757
e1679	102240	L21758
e1680	102241	L21759
e1688	102249	L21760
e1691	102252	L21761
e1694	102255	L21762
e1698	102259	L21763
e1700	102261	L21764
e1701	102262	L21765
e1702	102263	L21766
e1703	102264	L21767
e1708	102269	L21768
e1709	102270	L21769
e1712	102273	L21770
e1713	102274	L21771
e1713	102274	L21771
e1714	102275	L21772
e1717	102278	L21773
e1718	102279	L21774
e1719	102280	L21775
e1724	102285	L21776
e1725	102286	L21777
e1726	102287	L21778
e1729	102290	L21779
e1729	102290	L21779
e1736	102298	L21780
e1745	102309	L21781
e1746	102310	L21782
e1747	102311	L21783
e1748	102312	L21784
e1749	102313	L21785
e1750	102314	L21786
e1752	102316	L21787
e1753	102317	L21788
e1754	102318	L21789
e1755	102319	L21790
e1755	102319	L21790
e1756	102320	L21791
e1757	102321	L21792
e1759	102322	L21793
e1762	102325	L21794
e1763	102326	L21795
e1764	102327	L21796
e1766	102330	L21797
e1771	102335	L21798
e1772	102336	L21799
e1772	102336	L21799
e1774	102338	L21800
e1775	102339	L21801
e1778	102343	L21802
e1780	102345	L21803
e1781	102346	L21804
e1782	102347	L21805
e1784	102349	L21806
e1785	102350	L21807
e1787	102352	L21808
e1791	102356	L21809
e1794	102359	L21810
e1795	102361	L21811
e1795	102361	L21811
e1799	102365	L21812
e1801	102367	L21813
e1801	102367	L21813
e1804	102370	L21814
e1804	102370	L21814
e1805	102371	L21815
e1806	102373	L21816
e1806	102373	L21816
e1812	102380	L21817
e1814	102382	L21818
e1819	102387	L21819
e1820	102388	L21820
e1821	102389	L21821
e1822	102390	L21822
e1825	102393	L21823
e1827	102396	L21824
e1834	102403	L21825
e1840	102409	L21826
e1843	102412	L21827
e1845	102416	L21828
e1846	102418	L21829
e1852	102424	L21830
e1855	102427	L21831
e1857	102429	L21832
e1859	102431	L21833
e1861	102433	L21834
e1862	102434	L21835
e1864	102437	L21836
e1865	102438	L21837
e1866	102439	L21838
e1866_sc	102440	L21839
e1867	102441	L21840
e1868	102442	L21841
e1873	102448	L21842
e1875	102450	L21843
e1879	102454	L21844
e1885	102460	L21845
e1888	102463	L21846
e1890	102465	L21847
e1892	102467	L21848
e1894	102469	L21849
e1894_sc	102470	L21850
e1896	102472	L21851
e1897	102473	L21852
e1898	102474	L21853
e1899	102475	L21854
e1901	102477	L21855
e1903	102479	L21856
e1909	102485	L21857
e1910	102487	L21858
e1910	102487	L21858
e1911	102488	L21859
e1913	102490	L21860
e1914	102492	L21861
e1916	102494	L21862
e1917	102495	L21863
e1918	102496	L21864
e1919	102497	L21865
e1932	102515	L21866
e1937	102520	L21867
e1939	102522	L21868
e1940	102523	L21869
e1943	102526	L21870
e1944	102527	L21871
e1950	102533	L21872
e1951	102534	L21873
e8172	102566	L21874
e8275	102568	L21875
e8302	102570	L21876
e8392	102573	L21877
e8545	102579	L21878
e8830	102585	L21879
e9124	102593	L21880
e9178	102596	L21881
e9236	102605	L21882
e9236	102605	L21882
e9237	102606	L21883
e9238	102607	L21884
e9409	102612	L21885
e9585	102617	L21886
e9808	102624	L21887
f0021	102726	L21888
f0026	102731	L21889
f0032	102738	L21890
f0037	102744	L21891
f0040	102747	L21892
f0041	102748	L21893
f0048	102758	L21894
f0057	102767	L21895
f0058	102768	L21896
f0086	102798	L21897
f0116	102834	L21898
f0127	102847	L21899
f0144	102865	L21900
f0149	102870	L21901
f0154	102876	L21902
f0161	102883	L21903
f0164	102886	L21904
f0180	102903	L21905
f0186	102910	L21906
f0192	102916	L21907
f0193	102917	L21908
f0203	102929	L21909
f0231	102962	L21910
f0234	102966	L21911
f0240	102972	L21912
f0246	102978	L21913
f0251	102985	L21914
f0260	102996	L21915
f0264	103002	L21916
f0266	103004	L21917
f0270	103008	L21918
f0271	103009	L21919
f0274	103012	L21920
f0279	103017	L21921
f0303	103043	L21922
f0305	103045	L21923
f0311	103051	L21924
f0318	103059	L21925
f0323	103064	L21926
f0326	103067	L21927
f0337	103078	L21928
f0339	103080	L21929
f0348	103089	L21930
f0353	103094	L21931
f0358	103099	L21932
f0370	103114	L21933
f0372	103116	L21934
f0373	103117	L21935
f0377	103121	L21936
f0378	103122	L21937
f0382	103126	L21938
f0384	103128	L21939
f0406	103155	L21940
f0413	103164	L21941
f0414	103166	L21942
f0433	103186	L21943
f0439	103193	L21944
f0442	103196	L21945
f0448	103203	L21946
f0450	103205	L21947
f0463	103221	L21948
f0498	103265	L21949
f0502	103269	L21950
f0506	103274	L21951
f0512	103280	L21952
f0516	103284	L21953
f0524	103292	L21954
f0546	103317	L21955
f0548	103319	L21956
f0549	103320	L21957
f0556	103327	L21958
f0557	103328	L21959
f0563	103335	L21960
f0569	103341	L21961
f0572	103344	L21962
f0584	103357	L21963
f0585	103359	L21964
f0590	103364	L21965
f0596	103370	L21966
f0596_sc	103371	L21967
f0601	103376	L21968
f0608	103383	L21969
f0613	103388	L21970
f0613	103388	L21970
f0638	103420	L21971
f0639	103421	L21972
f0644	103426	L21973
f0651	103433	L21974
f0655	103438	L21975
f0655_sc	103439	L21976
f0660	103444	L21977
f0662	103446	L21978
f0673	103457	L21979
f0678	103463	L21980
f0679	103464	L21981
f0685	103470	L21982
f0716	103504	L21983
f0719	103507	L21984
f0721	103509	L21985
f0723	103512	L21986
f0723	103512	L21986
f0730	103519	L21987
f0730_sc	103520	L21988
f0743	103533	L21989
f0751	103542	L21990
f0751	103542	L21990
f0752	103543	L21991
f0756	103549	L21992
f0758	103552	L21993
f0759	103553	L21994
f0762	103556	L21995
f0765	103559	L21996
f0766	103560	L21997
f0781	103578	L21998
f0782	103579	L21999
f0793	103590	L22000
f0802	103600	L22001
f0820	103618	L22002
f0828	103626	L22003
f0844	103642	L22004
f0851	103649	L22005
f0857	103655	L22006
f0859	103657	L22007
f0876	103677	L22008
f0879	103680	L22009
f0884	103685	L22010
f0887	103688	L22011
f0898	103699	L22012
f0906	103707	L22013
f0913	103717	L22014
f0915	103719	L22015
f0915_sc	103720	L22016
f0917	103722	L22017
f0923	103728	L22018
f0931	103736	L22019
f0933	103738	L22020
f0935	103740	L22021
f0944	103749	L22022
f0952	103758	L22023
f0959	103765	L22024
f0962	103768	L22025
f0965	103772	L22026
f0967	103774	L22027
f0976	103784	L22028
f0977	103785	L22029
f0988	103798	L22030
f0992	103802	L22031
f0993	103803	L22032
f0994	103804	L22033
f0994_sc	103805	L22034
f0995	103806	L22035
f1002	103813	L22036
f1006	103817	L22037
f1010	103821	L22038
f1010	103821	L22038
f1012	103823	L22039
f1015	103826	L22040
f1018	103830	L22041
f1024	103836	L22042
f1024_sc	103837	L22043
f1034	103849	L22044
f1039	103856	L22045
f1056	103876	L22046
f1057	103877	L22047
f1059	103881	L22048
f1060	103882	L22049
f1071	103895	L22050
f1079	103903	L22051
f1080	103905	L22052
f1086	103911	L22053
f1100	103927	L22054
f1103	103930	L22055
f1106	103933	L22056
f1109	103937	L22057
f1109_sc	103938	L22058
f1118	103949	L22059
f1118	103949	L22059
f1125	103957	L22060
f1127	103959	L22061
f1135	103969	L22062
f1146	103981	L22063
f1150	103985	L22064
f1154	103989	L22065
f1155	103990	L22066
f1173	104009	L22067
f1176	104012	L22068
f1177	104013	L22069
f1184	104023	L22070
f1187	104027	L22071
f1188	104028	L22072
f1203	104045	L22073
f1221	104063	L22074
f1222	104064	L22075
f1228	104072	L22076
f1230	104075	L22077
f1245	104091	L22078
f1255	104102	L22079
f1260	104108	L22080
f1262	104110	L22081
f1265	104113	L22082
f1270	104118	L22083
f1271	104119	L22084
f1302	104125	L22085
f9010	104154	L22086
f9045	104156	L22087
f9225	104185	L22088
f9227	104187	L22089
f9228	104188	L22090
f9228	104188	L22090
f9229	104189	L22091
f9316	104195	L22092
f9317	104196	L22093
f9540	104204	L22094
f9644	104212	L22095
f9706	104215	L22096
f9795	104224	L22097
f9910	104229	L22098
f9911	104230	L22099
f9937	104233	L22100
f9993	104237	L22101
g0016	104260	L22102
g0034	104283	L22103
g0062	104319	L22104
g0076	104335	L22105
g0077	104336	L22106
g0081	104340	L22107
g0081	104340	L22107
g0090	104350	L22108
g0093	104353	L22109
g0102	104365	L22110
g0120	104389	L22111
g0128	104398	L22112
g0140	104415	L22113
g0144	104419	L22114
g0149	104425	L22115
g0150	104426	L22116
g0153	104429	L22117
g0156	104432	L22118
g0168	104445	L22119
g0174	104453	L22120
g0190	104474	L22121
g0202	104489	L22122
g0234	104532	L22123
g0237	104535	L22124
g0238	104536	L22125
g0268	104571	L22126
g0271	104574	L22127
g0272	104575	L22128
g0274	104577	L22129
g0288	104594	L22130
g0308	104604	L22131
g0316	104612	L22132
g0318	104614	L22133
g0321	104617	L22134
g0322	104618	L22135
g0351	104651	L22136
g0352	104652	L22137
g0357	104657	L22138
g0376	104679	L22139
g0380	104684	L22140
g0385	104688	L22141
g0390	104693	L22142
g0391	104694	L22143
g0397	104700	L22144
g0406	104709	L22145
g0409	104712	L22146
g0420	104722	L22147
g0421	104723	L22148
g0422	104724	L22149
g0435	104737	L22150
g0438	104740	L22151
g0438	104740	L22151
g0439	104741	L22152
g0449	104752	L22153
g0450	104753	L22154
g0476	104781	L22155
g0482	104786	L22156
g0485	104789	L22157
g0498	104799	L22158
g0501	104803	L22159
g0503	104805	L22160
g0522	104825	L22161
g0529	104833	L22162
g0534	104838	L22163
g0537	104841	L22164
g0560	104866	L22165
g0566	104872	L22166
g0571	104878	L22167
g0578	104885	L22168
g0589	104896	L22169
g0592	104898	L22170
g0601	104908	L22171
g0607	104915	L22172
g0615	104924	L22173
g0630	104940	L22174
g0630	104940	L22174
g0631	104941	L22175
g0643	104953	L22176
g0666	104976	L22177
g0690	105003	L22178
g0695	105008	L22179
h0004	105044	L22180
h0015	105055	L22181
h0017	105057	L22182
h0018	105058	L22183
h0029	105072	L22184
h0044	105089	L22185
h0053	105099	L22186
h0066	105114	L22187
h0074	105123	L22188
h0097	105148	L22189
h0118	105173	L22190
h0127	105183	L22191
h0147	105207	L22192
h0158	105219	L22193
h0158_sc	105220	L22194
h0163	105225	L22195
h0203	105270	L22196
h0274	105352	L22197
h0274_sc	105353	L22198
h0276	105355	L22199
h0283	105362	L22200
h0290	105369	L22201
h0295	105375	L22202
h0351	105441	L22203
h0358	105450	L22204
h0365	105459	L22205
h0380	105476	L22206
h0381	105477	L22207
h0385	105481	L22208
h0397	105492	L22209
h0402	105497	L22210
h0404	105499	L22211
h0410	105505	L22212
h0449	105546	L22213
h0451	105548	L22214
h0460	105558	L22215
h0475	105577	L22216
h0485	105589	L22217
h0537	105644	L22218
h0544	105653	L22219
h0548	105658	L22220
h0565	105674	L22221
h0569	105679	L22222
h0580	105692	L22223
h0586	105698	L22224
h0586_sc	105699	L22225
h0596	105711	L22226
h0599	105714	L22227
h0614	105728	L22228
h0626	105744	L22229
h0638	105756	L22230
h0648	105764	L22231
h0653	105769	L22232
h0654	105770	L22233
h0657	105773	L22234
h0659	105775	L22235
h0660	105776	L22236
h0723	105842	L22237
h0724	105843	L22238
h0726	105845	L22239
h0727	105846	L22240
h0952	105965	L22241
h9162	105973	L22242
i0002	106000	L22243
i0003	106001	L22244
i0012	106010	L22245
i0013	106011	L22246
i0021	106021	L22247
i0057	106061	L22248
i0097	106106	L22249
i0113	106122	L22250
i0117	106126	L22251
i0117	106126	L22251
i0121	106130	L22252
i0123	106132	L22253
i0125	106134	L22254
i0141	106153	L22255
i0153	106165	L22256
i0155	106168	L22257
i0160	106173	L22258
i0162	106175	L22259
i0176	106190	L22260
i0177	106191	L22261
i0182	106197	L22262
i0186	106201	L22263
i0192	106207	L22264
i0192	106207	L22264
i0193	106208	L22265
i0195	106210	L22266
i0201	106216	L22267
i0207	106224	L22268
i0211	106228	L22269
i0213	106230	L22270
i0215	106232	L22271
i0226	106243	L22272
i0229	106246	L22273
i0232	106249	L22274
i0235	106252	L22275
i0238	106255	L22276
i0242	106259	L22277
i0245	106262	L22278
i0245	106262	L22278
i0247	106265	L22279
i0256	106274	L22280
i0258	106276	L22281
i0258_sc	106277	L22282
i0259	106278	L22283
i0261	106280	L22284
i0262	106281	L22285
i0264	106283	L22286
i0268	106287	L22287
i0281	106303	L22288
i0293	106317	L22289
i0298	106322	L22290
i0300	106324	L22291
i0306	106333	L22292
i0307	106334	L22293
i0309	106336	L22294
i0315	106342	L22295
i0320	106347	L22296
i0324	106351	L22297
i0325	106352	L22298
i0326	106353	L22299
i0336	106365	L22300
i0339	106369	L22301
