lexeme	lila_lemma	wikibase_entry
c2447	94878	L19857
c2448	94879	L19858
c2451	94882	L19859
c2453	94884	L19860
c2455	94886	L19861
c2457	94890	L19862
c2458	94891	L19863
c2458	94891	L19863
c2465	94898	L19864
c2467	94900	L19865
c2479	94915	L19866
c2480	94916	L19867
c2507	94947	L19868
c2511	94952	L19869
c2527	94973	L19870
c2556	95008	L19871
c2560	95012	L19872
c2563	95015	L19873
c2565	95017	L19874
c2566	95018	L19875
c2566	95018	L19875
c2569	95021	L19876
c2584	95037	L19877
c2584	95037	L19877
c2592	95046	L19878
c2595	95052	L19879
c2598	95055	L19880
c2600	95057	L19881
c2601	95058	L19882
c2603	95060	L19883
c2604	95061	L19884
c2605	95062	L19885
c2607	95065	L19886
c2608	95066	L19887
c2609	95067	L19888
c2614	95072	L19889
c2614_sc	95073	L19890
c2615	95074	L19891
c2618	95077	L19892
c2619	95078	L19893
c2622	95081	L19894
c2627	95086	L19895
c2628	95087	L19896
c2629	95088	L19897
c2631	95090	L19898
c2637	95097	L19899
c2645	95106	L19900
c2655	95118	L19901
c2656	95120	L19902
c2658	95122	L19903
c2660	95124	L19904
c2662	95126	L19905
c2663	95128	L19906
c2664	95129	L19907
c2665	95130	L19908
c2668	95133	L19909
c2671	95136	L19910
c2677	95143	L19911
c2678	95144	L19912
c2679	95145	L19913
c2682	95148	L19914
c2686	95152	L19915
c2689	95156	L19916
c2694	95163	L19917
c2695	95164	L19918
c2695	95164	L19918
c2704	95173	L19919
c2710	95181	L19920
c2711	95182	L19921
c2712	95183	L19922
c2713	95184	L19923
c2714	95185	L19924
c2719	95192	L19925
c2722	95195	L19926
c2723	95196	L19927
c2724	95198	L19928
c2725	95199	L19929
c2731	95205	L19930
c2733	95207	L19931
c2734	95208	L19932
c2735	95209	L19933
c2736	95210	L19934
c2737	95211	L19935
c2739	95213	L19936
c2745	95220	L19937
c2746	95221	L19938
c2746	95221	L19938
c2753	95229	L19939
c2756	95232	L19940
c2757	95233	L19941
c2758	95234	L19942
c2765	95242	L19943
c2765	95242	L19943
c2776	95253	L19944
c2778	95255	L19945
c2785	95262	L19946
c2786	95263	L19947
c2789	95266	L19948
c2790	95267	L19949
c2791	95268	L19950
c2797	95276	L19951
c2802	95281	L19952
c2803	95282	L19953
c2805	95284	L19954
c2806	95285	L19955
c2806	95285	L19955
c2810	95289	L19956
c2810	95289	L19956
c2811	95290	L19957
c2813	95294	L19958
c2816	95297	L19959
c2819	95300	L19960
c2820	95301	L19961
c2820	95301	L19961
c2824	95305	L19962
c2826	95307	L19963
c2827	95309	L19964
c2827	95309	L19964
c2832	95314	L19965
c2836	95318	L19966
c2836	95318	L19966
c2839	95321	L19967
c2840	95322	L19968
c2841	95323	L19969
c2842	95324	L19970
c2847	95331	L19971
c2848	95332	L19972
c2851	95335	L19973
c2853	95337	L19974
c2854	95339	L19975
c2856	95341	L19976
c2865	95351	L19977
c2868	95354	L19978
c2868	95354	L19978
c2869	95355	L19979
c2871	95357	L19980
c2872	95358	L19981
c2880	95366	L19982
c2881	95367	L19983
c2881	95367	L19983
c2885	95371	L19984
c2894	95380	L19985
c2895	95381	L19986
c2895	95381	L19986
c2899	95385	L19987
c2902	95388	L19988
c2904	95390	L19989
c2909	95395	L19990
c2912	95398	L19991
c2918	95404	L19992
c2922	95408	L19993
c2925	95411	L19994
c2927	95413	L19995
c2931	95417	L19996
c2932	95418	L19997
c2933	95419	L19998
c2943	95429	L19999
c2944	95430	L20000
c2946	95432	L20001
c2947	95433	L20002
c2949	95435	L20003
c2949_sc	95436	L20004
c2951	95438	L20005
c2952	95439	L20006
c2954	95441	L20007
c2955	95442	L20008
c2956	95443	L20009
c2960	95447	L20010
c2961	95448	L20011
c2963	95450	L20012
c2966	95453	L20013
c2968	95456	L20014
c2969	95457	L20015
c2972	95460	L20016
c2977	95465	L20017
c2983	95471	L20018
c2986	95475	L20019
c2987	95476	L20020
c2992	95483	L20021
c2996	95487	L20022
c3010	95501	L20023
c3011	95502	L20024
c3013	95504	L20025
c3020	95512	L20026
c3023	95515	L20027
c3030	95522	L20028
c3032	95524	L20029
c3033	95525	L20030
c3034	95526	L20031
c3042	95535	L20032
c3046	95539	L20033
c3047	95540	L20034
c3051	95545	L20035
c3059	95553	L20036
c3060	95554	L20037
c3066	95561	L20038
c3070	95565	L20039
c3072	95567	L20040
c3073	95568	L20041
c3074	95569	L20042
c3077	95572	L20043
c3078	95573	L20044
c3080	95575	L20045
c3081	95576	L20046
c3082	95577	L20047
c3084	95579	L20048
c3085	95580	L20049
c3087	95582	L20050
c3088	95583	L20051
c3099	95595	L20052
c3101	95597	L20053
c3103	95599	L20054
c3105	95601	L20055
c3112	95608	L20056
c3113	95609	L20057
c3118	95615	L20058
c3119	95616	L20059
c3120	95617	L20060
c3124	95621	L20061
c3125	95622	L20062
c3128	95625	L20063
c3130	95627	L20064
c3132	95629	L20065
c3136	95633	L20066
c3137	95634	L20067
c3141	95638	L20068
c3143	95640	L20069
c3146	95643	L20070
c3147	95644	L20071
c3154	95651	L20072
c3162	95661	L20073
c3165	95665	L20074
c3174	95677	L20075
c3175	95678	L20076
c3176	95679	L20077
c3178	95681	L20078
c3178_sc	95682	L20079
c3179	95683	L20080
c3182	95686	L20081
c3183	95688	L20082
c3183_sc	95687	L20083
c3186	95691	L20084
c3193	95698	L20085
c3196	95701	L20086
c3198	95703	L20087
c3201	95706	L20088
c3204	95709	L20089
c3207	95712	L20090
c3213	95718	L20091
c3220	95726	L20092
c3221	95727	L20093
c3222	95728	L20094
c3223	95729	L20095
c3226	95732	L20096
c3227	95733	L20097
c3227_sc	95734	L20098
c3234	95742	L20099
c3235	95743	L20100
c3237	95745	L20101
c3241	95749	L20102
c3242	95750	L20103
c3244	95752	L20104
c3246	95754	L20105
c3247	95755	L20106
c3256	95765	L20107
c3258	95767	L20108
c3260	95769	L20109
c3263	95772	L20110
c3264	95773	L20111
c3267	95776	L20112
c3268	95777	L20113
c3273	95783	L20114
c3278	95788	L20115
c3281	95791	L20116
c3282	95792	L20117
c3283	95793	L20118
c3284	95794	L20119
c3286	95796	L20120
c3289	95799	L20121
c3291	95801	L20122
c3293	95803	L20123
c3296	95806	L20124
c3301	95811	L20125
c3303	95813	L20126
c3305	95815	L20127
c3306	95816	L20128
c3307	95817	L20129
c3312	95822	L20130
c3313	95823	L20131
c3316	95826	L20132
c3317	95827	L20133
c3318	95828	L20134
c3319	95829	L20135
c3320	95830	L20136
c3323	95833	L20137
c3325	95835	L20138
c3326	95836	L20139
c3327	95837	L20140
c3328	95838	L20141
c3329	95839	L20142
c3337	95847	L20143
c3338	95848	L20144
c3339	95849	L20145
c3340	95850	L20146
c3341	95851	L20147
c3343	95853	L20148
c3345	95855	L20149
c3346	95856	L20150
c3348	95858	L20151
c3351	95861	L20152
c3355	95866	L20153
c3359	95870	L20154
c3360	95871	L20155
c3366	95877	L20156
c3370	95883	L20157
c3371	95884	L20158
c3374	95887	L20159
c3376	95889	L20160
c3377	95890	L20161
c3379	95892	L20162
c3383	95896	L20163
c3385	95898	L20164
c3386	95899	L20165
c3393	95906	L20166
c3400	95913	L20167
c3402	95915	L20168
c3403	95916	L20169
c3404	95917	L20170
c3411	95925	L20171
c3418	95932	L20172
c3419	95933	L20173
c3420	95934	L20174
c3428	95943	L20175
c3435	95951	L20176
c3440	95956	L20177
c3442	95958	L20178
c3444	95960	L20179
c3446	95962	L20180
c3448	95964	L20181
c3449	95965	L20182
c3451	95967	L20183
c3452	95968	L20184
c3454	95970	L20185
c3455	95971	L20186
c3456	95972	L20187
c3460	95976	L20188
c3461	95977	L20189
c3463	95979	L20190
c3464	95980	L20191
c3467	95985	L20192
c3468	95986	L20193
c3469	95987	L20194
c3470	95988	L20195
c3471	95989	L20196
c3472	95990	L20197
c3473	95991	L20198
c3475	95993	L20199
c3476	95994	L20200
c3479	95997	L20201
c3480	95998	L20202
c3481	95999	L20203
c3484	96002	L20204
c3489	96008	L20205
c3496	96016	L20206
c3499	96019	L20207
c3500	96020	L20208
c3506	96026	L20209
c3510	96030	L20210
c3512	96033	L20211
c3514	96035	L20212
c3515	96036	L20213
c3516	96037	L20214
c3517	96038	L20215
c3526	96048	L20216
c3528	96050	L20217
c3532	96054	L20218
c3536	96058	L20219
c3540	96062	L20220
c3541	96063	L20221
c3543	96065	L20222
c3549	96071	L20223
c3555	96078	L20224
c3568	96095	L20225
c3569	96097	L20226
c3570	96098	L20227
c3571	96099	L20228
c3573	96101	L20229
c3575	96104	L20230
c3581	96110	L20231
c3583	96112	L20232
c3588	96117	L20233
c3590	96120	L20234
c3593	96123	L20235
c3595	96125	L20236
c3596	96126	L20237
c3597	96127	L20238
c3599	96129	L20239
c3601	96131	L20240
c3602	96132	L20241
c3603	96133	L20242
c3604	96134	L20243
c3605	96135	L20244
c3610	96140	L20245
c3611	96141	L20246
c3615	96145	L20247
c3616	96146	L20248
c3620	96151	L20249
c3622	96153	L20250
c3625	96156	L20251
c3626	96157	L20252
c3628	96159	L20253
c3629	96160	L20254
c3632	96163	L20255
c3633	96164	L20256
c3635	96167	L20257
c3637	96169	L20258
c3641	96173	L20259
c3642	96174	L20260
c3643	96175	L20261
c3644	96176	L20262
c3652	96186	L20263
c3656	96192	L20264
c3658	96194	L20265
c3662	96198	L20266
c3664	96200	L20267
c3666	96202	L20268
c3670	96206	L20269
c3671	96207	L20270
c3673	96209	L20271
c3683	96219	L20272
c3686	96222	L20273
c3687	96223	L20274
c3688	96224	L20275
c3690	96226	L20276
c3692	96228	L20277
c3701	96239	L20278
c3705	96243	L20279
c3712	96251	L20280
c3713	96252	L20281
c3715	96254	L20282
c3716	96255	L20283
c3720	96259	L20284
c3721	96260	L20285
c3722	96261	L20286
c3725	96266	L20287
c3726	96267	L20288
c3728	96269	L20289
c3729	96270	L20290
c3731	96272	L20291
c3734	96275	L20292
c3735	96276	L20293
c3736	96277	L20294
c3740	96281	L20295
c3740_sc	96282	L20296
c3746	96288	L20297
c3748	96290	L20298
c3750	96292	L20299
c3751	96293	L20300
c3752	96294	L20301
c3757	96299	L20302
c3765	96307	L20303
c3770	96312	L20304
c3772	96314	L20305
c3774	96316	L20306
c3775	96317	L20307
c3787	96330	L20308
c3792	96336	L20309
c3794	96338	L20310
c3795	96339	L20311
c3799	96343	L20312
c3802	96348	L20313
c3804	96350	L20314
c3805	96351	L20315
c3811	96357	L20316
c3813	96359	L20317
c3813_sc	96360	L20318
c3817	96364	L20319
c3818	96365	L20320
c3820	96367	L20321
c3821	96368	L20322
c3823	96370	L20323
c3829	96376	L20324
c3831	96378	L20325
c3832	96379	L20326
c3833	96380	L20327
c3836	96386	L20328
c3840	96391	L20329
c3842	96393	L20330
c3843	96394	L20331
c3844	96395	L20332
c3847	96398	L20333
c3849	96400	L20334
c3853	96404	L20335
c3854	96405	L20336
c3855	96406	L20337
c3858	96409	L20338
c3859	96410	L20339
c3860	96411	L20340
c3864	96415	L20341
c3867	96418	L20342
c3868	96420	L20343
c3869	96421	L20344
c3870	96422	L20345
c3872	96424	L20346
c3878	96431	L20347
c3879	96432	L20348
c3880	96433	L20349
c3881	96434	L20350
c3883	96436	L20351
c3889	96443	L20352
c3892	96446	L20353
c3894	96448	L20354
c3895	96449	L20355
c3899	96453	L20356
c3901	96456	L20357
c3905	96460	L20358
c3909	96464	L20359
c3911	96466	L20360
c3913	96468	L20361
c3914	96469	L20362
c3915	96470	L20363
c3921	96476	L20364
c3924	96479	L20365
c3926	96482	L20366
c3931	96487	L20367
c3932	96488	L20368
c3933	96489	L20369
c3934	96490	L20370
c3937	96493	L20371
c3938	96494	L20372
c3939	96495	L20373
c3941	96497	L20374
c3951	96508	L20375
c3952	96509	L20376
c3955	96512	L20377
c3955	96512	L20377
c3956	96513	L20378
c3962	96520	L20379
c3978	96537	L20380
c3986	96545	L20381
c3990	96549	L20382
c3991	96550	L20383
c3997	96557	L20384
c4015	96578	L20385
c4039	96607	L20386
c4044	96612	L20387
c4078	96654	L20388
c4082	96658	L20389
c4086	96662	L20390
c4093	96669	L20391
c4097	96673	L20392
c4100	96676	L20393
c4101	96677	L20394
c4104	96680	L20395
c4107	96683	L20396
c4109	96685	L20397
c4111	96687	L20398
c4112	96688	L20399
c4112	96688	L20399
c4116	96692	L20400
c4117	96693	L20401
c4120	96696	L20402
c4122	96698	L20403
c4124	96700	L20404
c4125	96701	L20405
c4125	96701	L20405
c4128	96704	L20406
c4130	96706	L20407
c4131	96707	L20408
c4141	96717	L20409
c4162	96738	L20410
c4190	96769	L20411
c4220	96802	L20412
c4226	96809	L20413
c4238	96822	L20414
c4247	96832	L20415
c4249	96834	L20416
c4254	96839	L20417
c4268	96858	L20418
c4279	96869	L20419
c4287	96878	L20420
c4290	96881	L20421
c4297	96888	L20422
c4301	96892	L20423
c4304	96895	L20424
c4307	96898	L20425
c4322	96916	L20426
c4324	96918	L20427
c4331	96925	L20428
c4344	96939	L20429
c4347	96943	L20430
c4354	96951	L20431
c4359	96957	L20432
c4367	96965	L20433
c4369	96967	L20434
c4370	96968	L20435
c4373	96971	L20436
c4390	96990	L20437
c4390	96990	L20437
c4396	96997	L20438
c4397	96998	L20439
c4412	97016	L20440
c4414	97018	L20441
c4418	97022	L20442
c4430	97037	L20443
c4433	97040	L20444
c4439	97046	L20445
c4442	97049	L20446
c4445	97052	L20447
c4449	97056	L20448
c4453	97060	L20449
c4465	97074	L20450
c4491	97105	L20451
c4494	97109	L20452
c4496	97111	L20453
c4504	97121	L20454
c4521	97139	L20455
c4524	97142	L20456
c4559	97179	L20457
c4561	97182	L20458
c4565	97186	L20459
c4566	97187	L20460
c4568	97189	L20461
c4594	97219	L20462
c4604	97229	L20463
c4622	97249	L20464
c4626	97253	L20465
c4639	97269	L20466
c4656	97287	L20467
c4657	97288	L20468
c4659	97290	L20469
c4673	97304	L20470
c4699	97334	L20471
c4704	97339	L20472
c4706	97341	L20473
c4706	97341	L20473
c4706	97341	L20473
c4712	97348	L20474
c4720	97356	L20475
c4721	97357	L20476
c4726	97362	L20477
c4733	97369	L20478
c4736	97372	L20479
c4743	97380	L20480
c4747	97384	L20481
c4755	97393	L20482
c4769	97408	L20483
c4798	97441	L20484
c4812	97455	L20485
c4816	97459	L20486
c4820	97463	L20487
c4835	97480	L20488
c4857	97506	L20489
c4858	97507	L20490
c4859	97508	L20491
c4860	97509	L20492
c4864	97513	L20493
c6143	97526	L20494
c6524	97533	L20495
c6528	97537	L20496
c6529	97538	L20497
c6643	97546	L20498
c6657	97551	L20499
c7058	97555	L20500
c7146	97558	L20501
c7250	97566	L20502
c7604	97587	L20503
c7677	97589	L20504
c7886	97596	L20505
c7886	97596	L20505
c7887	97597	L20506
c7890	97600	L20507
c8040	97606	L20508
c8796	97619	L20509
c9704	97646	L20510
d0035	97894	L20511
d0038	97897	L20512
d0051	97910	L20513
d0066	97926	L20514
d0073	97934	L20515
d0075	97936	L20516
d0076	97937	L20517
d0080	97941	L20518
d0084	97945	L20519
d0085	97946	L20520
d0086	97947	L20521
d0087	97948	L20522
d0088	97949	L20523
d0089	97950	L20524
d0090	97951	L20525
d0093	97954	L20526
d0095	97957	L20527
d0096	97958	L20528
d0100	97962	L20529
d0101	97963	L20530
d0102	97964	L20531
d0106	97969	L20532
d0110	97973	L20533
d0111	97974	L20534
d0112	97975	L20535
d0114	97977	L20536
d0115	97978	L20537
d0118	97981	L20538
d0120	97983	L20539
d0124	97987	L20540
d0128	97992	L20541
d0130	97994	L20542
d0132	97996	L20543
d0135	97999	L20544
d0141	98006	L20545
d0142	98007	L20546
d0143	98008	L20547
d0154	98022	L20548
d0171	98040	L20549
d0177	98047	L20550
d0178	98048	L20551
d0182	98053	L20552
d0186	98057	L20553
d0188	98059	L20554
d0189	98060	L20555
d0199	98071	L20556
d0201	98073	L20557
d0202	98074	L20558
d0204	98077	L20559
d0206	98079	L20560
d0211	98085	L20561
d0212	98086	L20562
d0216	98090	L20563
d0220	98094	L20564
d0224	98101	L20565
d0228	98105	L20566
d0229	98106	L20567
d0232	98109	L20568
d0235	98112	L20569
d0236	98113	L20570
d0238	98116	L20571
d0238	98116	L20571
d0243	98124	L20572
d0245	98126	L20573
d0247	98128	L20574
d0252	98133	L20575
d0254	98135	L20576
d0259	98140	L20577
d0260	98141	L20578
d0261	98142	L20579
d0264	98145	L20580
d0265	98146	L20581
d0267	98148	L20582
d0274	98156	L20583
d0279	98161	L20584
d0283	98165	L20585
d0293	98177	L20586
d0295	98179	L20587
d0296	98180	L20588
d0297	98181	L20589
d0303	98187	L20590
d0311	98197	L20591
d0313	98200	L20592
d0314	98201	L20593
d0318	98205	L20594
d0319	98206	L20595
d0320	98207	L20596
d0322	98209	L20597
d0323	98210	L20598
d0330	98219	L20599
d0333	98222	L20600
d0334	98223	L20601
d0334	98223	L20601
d0341	98230	L20602
d0342	98231	L20603
d0347	98236	L20604
d0356	98245	L20605
d0358	98247	L20606
d0362	98252	L20607
d0363	98253	L20608
d0365	98255	L20609
d0366	98256	L20610
d0367	98257	L20611
d0368	98258	L20612
d0369	98259	L20613
d0370	98260	L20614
d0371	98261	L20615
d0372	98262	L20616
d0377	98267	L20617
d0378	98268	L20618
d0380	98270	L20619
d0380	98270	L20619
d0381	98271	L20620
d0382	98272	L20621
d0383	98273	L20622
d0386	98276	L20623
d0387	98277	L20624
d0390	98280	L20625
d0391	98282	L20626
d0392	98283	L20627
d0396	98287	L20628
d0403	98294	L20629
d0404	98295	L20630
d0408	98299	L20631
d0409	98300	L20632
d0413	98304	L20633
d0414	98305	L20634
d0415	98306	L20635
d0416	98307	L20636
d0418	98309	L20637
d0419	98310	L20638
d0420	98311	L20639
d0422	98314	L20640
d0425	98318	L20641
d0426	98319	L20642
d0427	98320	L20643
d0430	98323	L20644
d0431	98324	L20645
d0432	98325	L20646
d0434	98327	L20647
d0436	98329	L20648
d0438	98331	L20649
d0439	98332	L20650
d0440	98333	L20651
d0441	98334	L20652
d0442	98336	L20653
d0443	98337	L20654
d0444	98338	L20655
d0445	98339	L20656
d0447	98341	L20657
d0448	98342	L20658
d0449	98343	L20659
d0450	98344	L20660
d0451	98345	L20661
d0453	98347	L20662
d0454	98348	L20663
d0456	98350	L20664
d0457	98351	L20665
d0460	98354	L20666
d0461	98355	L20667
d0462	98356	L20668
d0464	98358	L20669
d0468	98362	L20670
d0470	98364	L20671
d0475	98370	L20672
d0476	98371	L20673
d0478	98373	L20674
d0481	98376	L20675
d0484	98380	L20676
d0486	98382	L20677
d0491	98387	L20678
d0497	98394	L20679
d0499	98396	L20680
d0500	98397	L20681
d0502	98399	L20682
d0503	98400	L20683
d0504	98401	L20684
d0505	98402	L20685
d0508	98405	L20686
d0509	98406	L20687
d0510	98407	L20688
d0511	98408	L20689
d0512	98410	L20690
d0514	98412	L20691
d0518	98418	L20692
d0523	98425	L20693
d0526	98428	L20694
d0526	98428	L20694
d0529	98431	L20695
d0536	98438	L20696
d0543	98446	L20697
d0544	98447	L20698
d0546	98449	L20699
d0547	98450	L20700
d0553	98459	L20701
d0556	98463	L20702
d0558	98465	L20703
d0563	98470	L20704
d0564	98471	L20705
d0566	98473	L20706
d0567	98474	L20707
d0569	98476	L20708
d0570	98477	L20709
d0571	98478	L20710
d0573	98480	L20711
d0574	98481	L20712
d0577	98484	L20713
d0582	98489	L20714
d0584	98491	L20715
d0585	98492	L20716
d0589	98496	L20717
d0596	98506	L20718
d0597	98508	L20719
d0598	98509	L20720
d0600	98511	L20721
d0601	98512	L20722
d0604	98515	L20723
d0605	98516	L20724
d0606	98517	L20725
d0609	98520	L20726
d0611	98522	L20727
d0615	98526	L20728
d0620	98531	L20729
d0621	98532	L20730
d0622	98533	L20731
d0623	98535	L20732
d0624	98536	L20733
d0626	98538	L20734
d0628	98540	L20735
d0630	98542	L20736
d0632	98544	L20737
d0633	98545	L20738
d0636	98548	L20739
d0639	98551	L20740
d0640	98552	L20741
d0641	98553	L20742
d0644	98557	L20743
d0644	98557	L20743
d0653	98568	L20744
d0655	98570	L20745
d0656	98571	L20746
d0657	98572	L20747
d0658	98573	L20748
d0660	98575	L20749
d0661	98576	L20750
d0662	98577	L20751
d0663	98578	L20752
d0665	98580	L20753
d0666	98581	L20754
d0667	98582	L20755
d0671	98586	L20756
d0672	98587	L20757
d0673	98588	L20758
d0677	98593	L20759
d0678	98594	L20760
d0679	98595	L20761
d0680	98596	L20762
d0681	98597	L20763
d0690	98606	L20764
d0694	98610	L20765
d0699	98615	L20766
d0701	98617	L20767
d0704	98620	L20768
d0708	98624	L20769
d0710	98626	L20770
d0711	98627	L20771
d0727	98644	L20772
d0731	98648	L20773
d0734	98651	L20774
d0736	98653	L20775
d0737	98654	L20776
d0741	98658	L20777
d0741	98658	L20777
d0743	98660	L20778
d0744	98661	L20779
d0745	98662	L20780
d0746	98663	L20781
d0747	98664	L20782
d0748	98665	L20783
d0751	98668	L20784
d0755	98672	L20785
d0758	98675	L20786
d0759	98676	L20787
d0760	98677	L20788
d0762	98679	L20789
d0765	98682	L20790
d0767	98684	L20791
d0769	98686	L20792
d0771	98689	L20793
d0772	98690	L20794
d0773	98691	L20795
d0774	98692	L20796
d0775	98693	L20797
d0778	98696	L20798
d0780	98698	L20799
d0782	98700	L20800
d0785	98703	L20801
d0789	98708	L20802
d0790	98709	L20803
d0792	98711	L20804
d0793	98712	L20805
d0796	98715	L20806
d0797	98716	L20807
d0798	98717	L20808
d0799	98718	L20809
d0800	98719	L20810
d0802	98721	L20811
d0807	98726	L20812
d0810	98729	L20813
d0811	98730	L20814
d0812	98731	L20815
d0815	98734	L20816
d0816	98735	L20817
d0817	98736	L20818
d0818	98737	L20819
d0820	98739	L20820
d0824	98744	L20821
d0828	98749	L20822
d0829	98750	L20823
d0836	98758	L20824
d0837	98759	L20825
d0840	98763	L20826
d0842	98765	L20827
d0846	98769	L20828
d0855	98780	L20829
d0856	98781	L20830
d0861	98786	L20831
d0862	98787	L20832
d0863	98788	L20833
d0864	98789	L20834
d0865	98790	L20835
d0867	98792	L20836
d0869	98794	L20837
d0871	98796	L20838
d0874	98799	L20839
d0875	98800	L20840
d0878	98803	L20841
d0880	98805	L20842
d0882	98808	L20843
d0884	98810	L20844
d0888	98814	L20845
d0890	98816	L20846
d0891	98817	L20847
d0892	98819	L20848
d0893	98820	L20849
d0897	98824	L20850
d0898	98825	L20851
d0900	98827	L20852
d0902	98830	L20853
d0902_sc	98831	L20854
d0903	98832	L20855
d0912	98843	L20856
d0913	98844	L20857
d0918	98850	L20858
d0919	98851	L20859
d0920	98852	L20860
d0921	98853	L20861
d0923	98855	L20862
d0924	98856	L20863
d0925	98857	L20864
d0926	98858	L20865
d0927	98859	L20866
d0929	98861	L20867
d0930	98862	L20868
d0930	98862	L20868
d0933	98865	L20869
d0934	98866	L20870
d0936	98868	L20871
d0936	98868	L20871
d0937	98869	L20872
d0942	98874	L20873
d0943	98875	L20874
d0945	98877	L20875
d0948	98880	L20876
d0950	98882	L20877
d0951	98883	L20878
d0952	98884	L20879
d0957	98889	L20880
d0962	98894	L20881
d0963	98895	L20882
d0968	98900	L20883
d0973	98905	L20884
d0976	98908	L20885
d0977	98909	L20886
d0978	98910	L20887
d0980	98912	L20888
d0981	98913	L20889
d0983	98915	L20890
d0988	98921	L20891
d0989	98922	L20892
d0992	98925	L20893
d0996	98929	L20894
d0999	98932	L20895
d1002	98935	L20896
d1003	98936	L20897
d1007	98940	L20898
d1008	98941	L20899
d1011	98944	L20900
d1012	98945	L20901
d1015	98948	L20902
d1017	98950	L20903
d1018	98951	L20904
d1020	98953	L20905
d1021	98954	L20906
d1022	98955	L20907
d1023	98956	L20908
d1025	98958	L20909
d1026	98959	L20910
d1030	98963	L20911
d1032	98965	L20912
d1035	98968	L20913
d1036	98969	L20914
d1038	98971	L20915
d1043	98976	L20916
d1044	98977	L20917
d1047	98980	L20918
d1050	98983	L20919
d1050_sc	98984	L20920
d1051	98985	L20921
d1052	98986	L20922
d1053	98987	L20923
d1055	98989	L20924
d1056	98990	L20925
d1057	98991	L20926
d1061	98996	L20927
d1062	98997	L20928
d1063	98998	L20929
d1065	99000	L20930
d1068	99003	L20931
d1071	99006	L20932
d1072	99007	L20933
d1073	99008	L20934
d1077	99012	L20935
d1079	99014	L20936
d1080	99016	L20937
d1083	99019	L20938
d1088	99024	L20939
d1089	99025	L20940
d1091	99027	L20941
d1097	99033	L20942
d1098	99034	L20943
d1099	99035	L20944
d1100	99036	L20945
d1101	99037	L20946
d1102	99038	L20947
d1104	99040	L20948
d1105	99041	L20949
d1106	99042	L20950
d1107	99043	L20951
d1108	99044	L20952
d1111	99047	L20953
d1115	99051	L20954
d1116	99052	L20955
d1119	99055	L20956
d1120	99056	L20957
d1122	99058	L20958
d1126	99062	L20959
d1127	99063	L20960
d1128	99064	L20961
d1129	99065	L20962
d1130	99066	L20963
d1133	99069	L20964
d1134	99070	L20965
d1135	99071	L20966
d1136	99072	L20967
d1137	99073	L20968
d1138	99074	L20969
d1139	99075	L20970
d1140	99076	L20971
d1141	99077	L20972
d1143	99079	L20973
d1144	99080	L20974
d1145	99081	L20975
d1147	99083	L20976
d1153	99089	L20977
d1154	99090	L20978
d1155	99091	L20979
d1160	99096	L20980
d1160_sc	99097	L20981
d1161	99098	L20982
d1162	99099	L20983
d1164	99101	L20984
d1165	99102	L20985
d1168	99105	L20986
d1170	99107	L20987
d1172	99110	L20988
d1174	99112	L20989
d1175	99113	L20990
d1176	99114	L20991
d1177	99115	L20992
d1183	99122	L20993
d1189	99128	L20994
d1190	99129	L20995
d1191	99130	L20996
d1197	99136	L20997
d1325	99275	L20998
d1328	99279	L20999
d1349	99301	L21000
d1350	99302	L21001
d1358	99313	L21002
d1363	99318	L21003
d1365	99320	L21004
d1368	99323	L21005
d1371	99326	L21006
d1372	99327	L21007
d1374	99329	L21008
d1383	99339	L21009
d1384	99340	L21010
d1386	99342	L21011
d1388	99344	L21012
d1392	99348	L21013
d1393	99349	L21014
d1394	99350	L21015
d1397	99353	L21016
d1399	99355	L21017
d1400	99356	L21018
d1402	99358	L21019
d1403	99359	L21020
d1404	99360	L21021
d1405	99361	L21022
d1408	99364	L21023
d1409	99365	L21024
d1411	99367	L21025
d1412	99368	L21026
d1413	99369	L21027
d1414	99370	L21028
d1418	99374	L21029
d1423	99383	L21030
d1436	99398	L21031
d1442	99405	L21032
d1443	99406	L21033
d1445	99408	L21034
d1451	99414	L21035
d1463	99426	L21036
d1464	99427	L21037
d1471	99433	L21038
d1554	99435	L21039
d1556	99437	L21040
d1558	99439	L21041
d1559	99440	L21042
d1560	99441	L21043
d1561	99442	L21044
d1564	99445	L21045
d1566	99447	L21046
d1572	99453	L21047
d1575	99457	L21048
d1579	99461	L21049
d1581	99463	L21050
d1582	99464	L21051
d1585	99467	L21052
d1587	99469	L21053
d1587_sc	99470	L21054
d1588	99471	L21055
d1590	99473	L21056
d1593	99476	L21057
d1596	99481	L21058
d1601	99485	L21059
d1602	99486	L21060
d1606	99493	L21061
d1607	99495	L21062
d1610	99498	L21063
d1613	99503	L21064
d1615	99505	L21065
d1620	99509	L21066
d1621	99510	L21067
d1621	99510	L21067
d1623	99512	L21068
d1624	99513	L21069
d1626	99515	L21070
d1644	99533	L21071
d1661	99554	L21072
d1663	99558	L21073
d1676	99571	L21074
d1680	99575	L21075
d1681	99576	L21076
d1682	99577	L21077
d1684	99579	L21078
d1684	99579	L21078
d1685	99580	L21079
d1690	99584	L21080
d1692	99586	L21081
d1693	99587	L21082
d1694	99588	L21083
d1695	99589	L21084
d1700	99594	L21085
d1703	99597	L21086
d1704	99598	L21087
d1708	99602	L21088
d1712	99606	L21089
d1713	99607	L21090
d1714	99608	L21091
d1721	99616	L21092
