lexeme	lila_lemma	wikibase_entry
c2739	95213	L11872
c2745	95220	L11873
c2753	95229	L11874
c2756	95232	L11875
c2757	95233	L11876
c2758	95234	L11877
c2765	95242	L11878
c2776	95253	L11879
c2778	95255	L11880
c2785	95262	L11881
c2786	95263	L11882
c2789	95266	L11883
c2790	95267	L11884
c2791	95268	L11885
c2797	95276	L11886
c2802	95281	L11887
c2803	95282	L11888
c2805	95284	L11889
c2811	95290	L11890
c2813	95294	L11891
c2816	95297	L11892
c2819	95300	L11893
c2824	95305	L11894
c2832	95314	L11895
c2839	95321	L11896
c2840	95322	L11897
c2841	95323	L11898
c2842	95324	L11899
c2847	95331	L11900
c2848	95332	L11901
c2851	95335	L11902
c2853	95337	L11903
c2854	95339	L11904
c2856	95341	L11905
c2865	95351	L11906
c2869	95355	L11907
c2871	95357	L11908
c2872	95358	L11909
c2880	95366	L11910
c2881	95367	L11911
c2885	95371	L11912
c2894	95380	L11913
c2899	95385	L11914
c2902	95388	L11915
c2904	95390	L11916
c2909	95395	L11917
c2912	95398	L11918
c2918	95404	L11919
c2922	95408	L11920
c2925	95411	L11921
c2927	95413	L11922
c2931	95417	L11923
c2932	95418	L11924
c2933	95419	L11925
c2943	95429	L11926
c2944	95430	L11927
c2947	95433	L11928
c2949	95435	L11929
c2949_sc	95436	L11930
c2951	95438	L11931
c2952	95439	L11932
c2954	95441	L11933
c2955	95442	L11934
c2956	95443	L11935
c2960	95447	L11936
c2961	95448	L11937
c2963	95450	L11938
c2966	95453	L11939
c2968	95456	L11940
c2969	95457	L11941
c2972	95460	L11942
c2977	95465	L11943
c2983	95471	L11944
c2986	95475	L11945
c2987	95476	L11946
c2992	95483	L11947
c2996	95487	L11948
c3010	95501	L11949
c3011	95502	L11950
c3020	95512	L11951
c3023	95515	L11952
c3030	95522	L11953
c3032	95524	L11954
c3033	95525	L11955
c3034	95526	L11956
c3042	95535	L11957
c3046	95539	L11958
c3047	95540	L11959
c3051	95545	L11960
c3059	95553	L11961
c3060	95554	L11962
c3066	95561	L11963
c3070	95565	L11964
c3072	95567	L11965
c3073	95568	L11966
c3074	95569	L11967
c3077	95572	L11968
c3078	95573	L11969
c3080	95575	L11970
c3081	95576	L11971
c3082	95577	L11972
c3084	95579	L11973
c3085	95580	L11974
c3087	95582	L11975
c3088	95583	L11976
c3099	95595	L11977
c3101	95597	L11978
c3103	95599	L11979
c3105	95601	L11980
c3112	95608	L11981
c3113	95609	L11982
c3118	95615	L11983
c3119	95616	L11984
c3120	95617	L11985
c3124	95621	L11986
c3125	95622	L11987
c3128	95625	L11988
c3130	95627	L11989
c3132	95629	L11990
c3136	95633	L11991
c3137	95634	L11992
c3141	95638	L11993
c3143	95640	L11994
c3146	95643	L11995
c3147	95644	L11996
c3154	95651	L11997
c3162	95661	L11998
c3165	95665	L11999
c3174	95677	L12000
c3175	95678	L12001
c3176	95679	L12002
c3178	95681	L12003
c3178_sc	95682	L12004
c3179	95683	L12005
c3182	95686	L12006
c3183	95688	L12007
c3183_sc	95687	L12008
c3186	95691	L12009
c3193	95698	L12010
c3196	95701	L12011
c3198	95703	L12012
c3201	95706	L12013
c3204	95709	L12014
c3207	95712	L12015
c3213	95718	L12016
c3220	95726	L12017
c3221	95727	L12018
c3222	95728	L12019
c3223	95729	L12020
c3226	95732	L12021
c3227	95733	L12022
c3227_sc	95734	L12023
c3234	95742	L12024
c3235	95743	L12025
c3237	95745	L12026
c3241	95749	L12027
c3242	95750	L12028
c3244	95752	L12029
c3246	95754	L12030
c3247	95755	L12031
c3256	95765	L12032
c3258	95767	L12033
c3260	95769	L12034
c3263	95772	L12035
c3264	95773	L12036
c3267	95776	L12037
c3268	95777	L12038
c3273	95783	L12039
c3278	95788	L12040
c3281	95791	L12041
c3282	95792	L12042
c3283	95793	L12043
c3284	95794	L12044
c3286	95796	L12045
c3289	95799	L12046
c3291	95801	L12047
c3293	95803	L12048
c3296	95806	L12049
c3301	95811	L12050
c3303	95813	L12051
c3305	95815	L12052
c3306	95816	L12053
c3307	95817	L12054
c3312	95822	L12055
c3313	95823	L12056
c3316	95826	L12057
c3317	95827	L12058
c3318	95828	L12059
c3319	95829	L12060
c3320	95830	L12061
c3323	95833	L12062
c3325	95835	L12063
c3326	95836	L12064
c3327	95837	L12065
c3328	95838	L12066
c3329	95839	L12067
c3337	95847	L12068
c3338	95848	L12069
c3339	95849	L12070
c3340	95850	L12071
c3341	95851	L12072
c3343	95853	L12073
c3345	95855	L12074
c3346	95856	L12075
c3348	95858	L12076
c3351	95861	L12077
c3355	95866	L12078
c3359	95870	L12079
c3360	95871	L12080
c3366	95877	L12081
c3370	95883	L12082
c3371	95884	L12083
c3374	95887	L12084
c3376	95889	L12085
c3377	95890	L12086
c3379	95892	L12087
c3383	95896	L12088
c3385	95898	L12089
c3386	95899	L12090
c3393	95906	L12091
c3400	95913	L12092
c3402	95915	L12093
c3403	95916	L12094
c3404	95917	L12095
c3411	95925	L12096
c3418	95932	L12097
c3419	95933	L12098
c3420	95934	L12099
c3428	95943	L12100
c3435	95951	L12101
c3440	95956	L12102
c3442	95958	L12103
c3444	95960	L12104
c3446	95962	L12105
c3448	95964	L12106
c3449	95965	L12107
c3451	95967	L12108
c3452	95968	L12109
c3454	95970	L12110
c3455	95971	L12111
c3456	95972	L12112
c3460	95976	L12113
c3461	95977	L12114
c3463	95979	L12115
c3464	95980	L12116
c3467	95985	L12117
c3468	95986	L12118
c3469	95987	L12119
c3470	95988	L12120
c3471	95989	L12121
c3472	95990	L12122
c3473	95991	L12123
c3475	95993	L12124
c3476	95994	L12125
c3479	95997	L12126
c3480	95998	L12127
c3481	95999	L12128
c3484	96002	L12129
c3489	96008	L12130
c3496	96016	L12131
c3499	96019	L12132
c3500	96020	L12133
c3506	96026	L12134
c3510	96030	L12135
c3512	96033	L12136
c3514	96035	L12137
c3515	96036	L12138
c3516	96037	L12139
c3517	96038	L12140
c3526	96048	L12141
c3528	96050	L12142
c3532	96054	L12143
c3536	96058	L12144
c3540	96062	L12145
c3541	96063	L12146
c3543	96065	L12147
c3549	96071	L12148
c3555	96078	L12149
c3568	96095	L12150
c3569	96097	L12151
c3570	96098	L12152
c3571	96099	L12153
c3573	96101	L12154
c3575	96104	L12155
c3581	96110	L12156
c3583	96112	L12157
c3588	96117	L12158
c3590	96120	L12159
c3593	96123	L12160
c3595	96125	L12161
c3596	96126	L12162
c3597	96127	L12163
c3599	96129	L12164
c3601	96131	L12165
c3602	96132	L12166
c3603	96133	L12167
c3604	96134	L12168
c3605	96135	L12169
c3610	96140	L12170
c3611	96141	L12171
c3615	96145	L12172
c3616	96146	L12173
c3620	96151	L12174
c3622	96153	L12175
c3625	96156	L12176
c3626	96157	L12177
c3628	96159	L12178
c3629	96160	L12179
c3632	96163	L12180
c3633	96164	L12181
c3635	96167	L12182
c3637	96169	L12183
c3641	96173	L12184
c3642	96174	L12185
c3643	96175	L12186
c3644	96176	L12187
c3656	96192	L12188
c3658	96194	L12189
c3662	96198	L12190
c3664	96200	L12191
c3666	96202	L12192
c3670	96206	L12193
c3671	96207	L12194
c3673	96209	L12195
c3683	96219	L12196
c3686	96222	L12197
c3687	96223	L12198
c3688	96224	L12199
c3690	96226	L12200
c3692	96228	L12201
c3701	96239	L12202
c3705	96243	L12203
c3712	96251	L12204
c3713	96252	L12205
c3715	96254	L12206
c3716	96255	L12207
c3720	96259	L12208
c3721	96260	L12209
c3722	96261	L12210
c3725	96266	L12211
c3726	96267	L12212
c3728	96269	L12213
c3729	96270	L12214
c3731	96272	L12215
c3734	96275	L12216
c3735	96276	L12217
c3736	96277	L12218
c3740	96281	L12219
c3740_sc	96282	L12220
c3746	96288	L12221
c3748	96290	L12222
c3750	96292	L12223
c3751	96293	L12224
c3752	96294	L12225
c3757	96299	L12226
c3765	96307	L12227
c3770	96312	L12228
c3772	96314	L12229
c3774	96316	L12230
c3775	96317	L12231
c3787	96330	L12232
c3792	96336	L12233
c3794	96338	L12234
c3795	96339	L12235
c3799	96343	L12236
c3802	96348	L12237
c3804	96350	L12238
c3805	96351	L12239
c3811	96357	L12240
c3813	96359	L12241
c3813_sc	96360	L12242
c3817	96364	L12243
c3818	96365	L12244
c3820	96367	L12245
c3821	96368	L12246
c3823	96370	L12247
c3829	96376	L12248
c3831	96378	L12249
c3832	96379	L12250
c3833	96380	L12251
c3836	96385	L12252
c3840	96391	L12253
c3842	96393	L12254
c3843	96394	L12255
c3844	96395	L12256
c3847	96398	L12257
c3849	96400	L12258
c3853	96404	L12259
c3854	96405	L12260
c3855	96406	L12261
c3858	96409	L12262
c3859	96410	L12263
c3860	96411	L12264
c3864	96415	L12265
c3867	96418	L12266
c3868	96420	L12267
c3869	96421	L12268
c3870	96422	L12269
c3872	96424	L12270
c3878	96431	L12271
c3879	96432	L12272
c3880	96433	L12273
c3881	96434	L12274
c3883	96436	L12275
c3889	96443	L12276
c3892	96446	L12277
c3894	96448	L12278
c3895	96449	L12279
c3899	96453	L12280
c3901	96456	L12281
c3905	96460	L12282
c3909	96464	L12283
c3911	96466	L12284
c3913	96468	L12285
c3914	96469	L12286
c3915	96470	L12287
c3921	96476	L12288
c3924	96479	L12289
c3926	96482	L12290
c3931	96487	L12291
c3932	96488	L12292
c3933	96489	L12293
c3934	96490	L12294
c3937	96493	L12295
c3938	96494	L12296
c3939	96495	L12297
c3941	96497	L12298
c3951	96508	L12299
c3952	96509	L12300
c3956	96513	L12301
c3962	96520	L12302
c3978	96537	L12303
c3986	96545	L12304
c3990	96549	L12305
c3991	96550	L12306
c3997	96557	L12307
c4015	96578	L12308
c4039	96607	L12309
c4044	96612	L12310
c4078	96654	L12311
c4082	96658	L12312
c4086	96662	L12313
c4093	96669	L12314
c4097	96673	L12315
c4100	96676	L12316
c4101	96677	L12317
c4104	96680	L12318
c4107	96683	L12319
c4109	96685	L12320
c4111	96687	L12321
c4112	96688	L12322
c4116	96692	L12323
c4117	96693	L12324
c4120	96696	L12325
c4122	96698	L12326
c4124	96700	L12327
c4128	96704	L12328
c4130	96706	L12329
c4131	96707	L12330
c4141	96717	L12331
c4162	96738	L12332
c4190	96769	L12333
c4220	96802	L12334
c4226	96809	L12335
c4238	96822	L12336
c4247	96832	L12337
c4249	96834	L12338
c4254	96839	L12339
c4268	96858	L12340
c4279	96869	L12341
c4287	96878	L12342
c4290	96881	L12343
c4297	96888	L12344
c4301	96892	L12345
c4304	96895	L12346
c4307	96898	L12347
c4322	96916	L12348
c4324	96918	L12349
c4331	96925	L12350
c4344	96939	L12351
c4347	96943	L12352
c4354	96951	L12353
c4359	96957	L12354
c4367	96965	L12355
c4369	96967	L12356
c4370	96968	L12357
c4373	96971	L12358
c4390	96990	L12359
c4396	96997	L12360
c4397	96998	L12361
c4412	97016	L12362
c4414	97018	L12363
c4418	97022	L12364
c4430	97037	L12365
c4433	97040	L12366
c4439	97046	L12367
c4442	97049	L12368
c4445	97052	L12369
c4449	97056	L12370
c4453	97060	L12371
c4465	97074	L12372
c4491	97105	L12373
c4494	97109	L12374
c4496	97111	L12375
c4504	97121	L12376
c4521	97139	L12377
c4524	97142	L12378
c4559	97179	L12379
c4561	97182	L12380
c4565	97186	L12381
c4566	97187	L12382
c4568	97189	L12383
c4594	97219	L12384
c4604	97229	L12385
c4622	97248	L12386
c4626	97253	L12387
c4639	97269	L12388
c4656	97287	L12389
c4657	97288	L12390
c4659	97290	L12391
c4673	97304	L12392
c4699	97334	L12393
c4704	97339	L12394
c4712	97348	L12395
c4720	97356	L12396
c4721	97357	L12397
c4726	97362	L12398
c4733	97369	L12399
c4736	97372	L12400
c4743	97380	L12401
c4747	97384	L12402
c4755	97393	L12403
c4769	97408	L12404
c4798	97441	L12405
c4812	97455	L12406
c4816	97459	L12407
c4820	97463	L12408
c4835	97480	L12409
c4857	97506	L12410
c4858	97507	L12411
c4859	97508	L12412
c4860	97509	L12413
c4864	97513	L12414
c6143	97526	L12415
c6524	97533	L12416
c6528	97537	L12417
c6529	97538	L12418
c6643	97546	L12419
c6657	97551	L12420
c7058	97555	L12421
c7146	97559	L12422
c7250	97566	L12423
c7604	97587	L12424
c7677	97589	L12425
c7887	97597	L12426
c7890	97600	L12427
c8040	97606	L12428
c8796	97619	L12429
c9704	97646	L12430
d0035	97894	L12431
d0038	97897	L12432
d0051	97910	L12433
d0066	97926	L12434
d0073	97934	L12435
d0075	97936	L12436
d0076	97937	L12437
d0080	97941	L12438
d0084	97945	L12439
d0085	97946	L12440
d0086	97947	L12441
d0087	97948	L12442
d0088	97949	L12443
d0089	97950	L12444
d0090	97951	L12445
d0093	97954	L12446
d0095	97957	L12447
d0096	97958	L12448
d0100	97962	L12449
d0101	97963	L12450
d0102	97964	L12451
d0106	97969	L12452
d0110	97973	L12453
d0111	97974	L12454
d0112	97975	L12455
d0114	97977	L12456
d0115	97978	L12457
d0118	97981	L12458
d0120	97983	L12459
d0124	97987	L12460
d0128	97992	L12461
d0130	97994	L12462
d0132	97996	L12463
d0135	97999	L12464
d0141	98006	L12465
d0142	98007	L12466
d0143	98008	L12467
d0154	98022	L12468
d0171	98040	L12469
d0177	98047	L12470
d0178	98048	L12471
d0182	98053	L12472
d0186	98057	L12473
d0188	98059	L12474
d0189	98060	L12475
d0199	98071	L12476
d0201	98073	L12477
d0202	98074	L12478
d0204	98077	L12479
d0206	98079	L12480
d0211	98085	L12481
d0212	98086	L12482
d0216	98090	L12483
d0220	98094	L12484
d0224	98101	L12485
d0228	98105	L12486
d0229	98106	L12487
d0232	98109	L12488
d0235	98112	L12489
d0236	98113	L12490
d0243	98124	L12491
d0245	98126	L12492
d0247	98128	L12493
d0252	98133	L12494
d0254	98135	L12495
d0259	98140	L12496
d0260	98141	L12497
d0261	98142	L12498
d0264	98145	L12499
d0265	98146	L12500
d0267	98148	L12501
d0274	98156	L12502
d0279	98161	L12503
d0283	98165	L12504
d0293	98177	L12505
d0295	98179	L12506
d0296	98180	L12507
d0297	98181	L12508
d0303	98187	L12509
d0311	98197	L12510
d0313	98200	L12511
d0314	98201	L12512
d0318	98205	L12513
d0319	98206	L12514
d0320	98207	L12515
d0322	98209	L12516
d0323	98210	L12517
d0330	98219	L12518
d0333	98222	L12519
d0341	98230	L12520
d0342	98231	L12521
d0347	98236	L12522
d0356	98245	L12523
d0358	98247	L12524
d0362	98252	L12525
d0363	98253	L12526
d0365	98255	L12527
d0366	98256	L12528
d0367	98257	L12529
d0368	98258	L12530
d0369	98259	L12531
d0370	98260	L12532
d0371	98261	L12533
d0372	98262	L12534
d0377	98267	L12535
d0378	98268	L12536
d0381	98271	L12537
d0382	98272	L12538
d0383	98273	L12539
d0386	98276	L12540
d0387	98277	L12541
d0390	98281	L12542
d0391	98282	L12543
d0392	98283	L12544
d0396	98287	L12545
d0403	98294	L12546
d0404	98295	L12547
d0408	98299	L12548
d0409	98300	L12549
d0413	98304	L12550
d0414	98305	L12551
d0415	98306	L12552
d0416	98307	L12553
d0418	98309	L12554
d0419	98310	L12555
d0420	98311	L12556
d0422	98314	L12557
d0425	98318	L12558
d0426	98319	L12559
d0427	98320	L12560
d0430	98323	L12561
d0431	98324	L12562
d0432	98325	L12563
d0434	98327	L12564
d0436	98329	L12565
d0438	98331	L12566
d0439	98332	L12567
d0440	98333	L12568
d0441	98334	L12569
d0442	98335	L12570
d0443	98337	L12571
d0444	98338	L12572
d0445	98339	L12573
d0447	98341	L12574
d0448	98342	L12575
d0449	98343	L12576
d0450	98344	L12577
d0451	98345	L12578
d0453	98347	L12579
d0454	98348	L12580
d0456	98350	L12581
d0457	98351	L12582
d0460	98354	L12583
d0461	98355	L12584
d0462	98356	L12585
d0464	98358	L12586
d0468	98362	L12587
d0470	98364	L12588
d0475	98370	L12589
d0476	98371	L12590
d0478	98373	L12591
d0481	98376	L12592
d0484	98380	L12593
d0486	98382	L12594
d0491	98387	L12595
d0497	98394	L12596
d0499	98396	L12597
d0500	98397	L12598
d0502	98399	L12599
d0503	98400	L12600
d0504	98401	L12601
d0505	98402	L12602
d0508	98405	L12603
d0509	98406	L12604
d0510	98407	L12605
d0511	98408	L12606
d0512	98410	L12607
d0514	98412	L12608
d0518	98418	L12609
d0523	98425	L12610
d0529	98431	L12611
d0536	98438	L12612
d0543	98446	L12613
d0544	98447	L12614
d0546	98449	L12615
d0547	98450	L12616
d0553	98459	L12617
d0556	98463	L12618
d0558	98465	L12619
d0563	98470	L12620
d0564	98471	L12621
d0566	98473	L12622
d0567	98474	L12623
d0569	98476	L12624
d0570	98477	L12625
d0571	98478	L12626
d0573	98480	L12627
d0574	98481	L12628
d0577	98484	L12629
d0582	98489	L12630
d0584	98491	L12631
d0585	98492	L12632
d0589	98496	L12633
d0596	98506	L12634
d0597	98508	L12635
d0598	98509	L12636
d0600	98511	L12637
d0601	98512	L12638
d0604	98515	L12639
d0605	98516	L12640
d0606	98517	L12641
d0609	98520	L12642
d0611	98522	L12643
d0615	98526	L12644
d0620	98531	L12645
d0621	98532	L12646
d0622	98533	L12647
d0623	98535	L12648
d0624	98536	L12649
d0626	98538	L12650
d0628	98540	L12651
d0630	98542	L12652
d0632	98544	L12653
d0633	98545	L12654
d0636	98548	L12655
d0639	98551	L12656
d0640	98552	L12657
d0641	98553	L12658
d0653	98568	L12659
d0655	98570	L12660
d0656	98571	L12661
d0657	98572	L12662
d0658	98573	L12663
d0660	98575	L12664
d0661	98576	L12665
d0662	98577	L12666
d0663	98578	L12667
d0665	98580	L12668
d0666	98581	L12669
d0667	98582	L12670
d0671	98586	L12671
d0672	98587	L12672
d0673	98588	L12673
d0677	98593	L12674
d0678	98594	L12675
d0679	98595	L12676
d0680	98596	L12677
d0681	98597	L12678
d0690	98606	L12679
d0694	98610	L12680
d0699	98615	L12681
d0701	98617	L12682
d0704	98620	L12683
d0708	98624	L12684
d0710	98626	L12685
d0711	98627	L12686
d0727	98644	L12687
d0731	98648	L12688
d0734	98651	L12689
d0736	98653	L12690
d0737	98654	L12691
d0743	98660	L12692
d0744	98661	L12693
d0745	98662	L12694
d0746	98663	L12695
d0747	98664	L12696
d0748	98665	L12697
d0751	98668	L12698
d0755	98672	L12699
d0758	98675	L12700
d0759	98676	L12701
d0760	98677	L12702
d0762	98679	L12703
d0765	98682	L12704
d0767	98684	L12705
d0769	98686	L12706
d0771	98689	L12707
d0772	98690	L12708
d0773	98691	L12709
d0774	98692	L12710
d0775	98693	L12711
d0778	98696	L12712
d0780	98698	L12713
d0782	98700	L12714
d0785	98703	L12715
d0789	98708	L12716
d0790	98709	L12717
d0792	98711	L12718
d0793	98712	L12719
d0796	98715	L12720
d0797	98716	L12721
d0798	98717	L12722
d0799	98718	L12723
d0800	98719	L12724
d0802	98721	L12725
d0807	98726	L12726
d0810	98729	L12727
d0811	98730	L12728
d0812	98731	L12729
d0815	98734	L12730
d0816	98735	L12731
d0817	98736	L12732
d0820	98739	L12733
d0824	98744	L12734
d0828	98749	L12735
d0829	98750	L12736
d0836	98758	L12737
d0837	98759	L12738
d0840	98763	L12739
d0842	98765	L12740
d0846	98769	L12741
d0855	98780	L12742
d0856	98781	L12743
d0861	98786	L12744
d0862	98787	L12745
d0863	98788	L12746
d0864	98789	L12747
d0865	98790	L12748
d0867	98792	L12749
d0869	98794	L12750
d0871	98796	L12751
d0874	98799	L12752
d0875	98800	L12753
d0878	98803	L12754
d0880	98805	L12755
d0882	98808	L12756
d0884	98810	L12757
d0888	98814	L12758
d0890	98816	L12759
d0891	98818	L12760
d0892	98819	L12761
d0893	98820	L12762
d0897	98824	L12763
d0898	98825	L12764
d0900	98827	L12765
d0902	98830	L12766
d0902_sc	98831	L12767
d0903	98832	L12768
d0912	98843	L12769
d0913	98844	L12770
d0918	98850	L12771
d0919	98851	L12772
d0920	98852	L12773
d0921	98853	L12774
d0923	98855	L12775
d0924	98856	L12776
d0925	98857	L12777
d0926	98858	L12778
d0927	98859	L12779
d0929	98861	L12780
d0933	98865	L12781
d0934	98866	L12782
d0937	98869	L12783
d0942	98874	L12784
d0943	98875	L12785
d0945	98877	L12786
d0948	98880	L12787
d0950	98882	L12788
d0951	98883	L12789
d0952	98884	L12790
d0957	98889	L12791
d0962	98894	L12792
d0963	98895	L12793
d0968	98900	L12794
d0973	98905	L12795
d0976	98908	L12796
d0977	98909	L12797
d0980	98912	L12798
d0981	98913	L12799
d0983	98915	L12800
d0988	98921	L12801
d0989	98922	L12802
d0992	98925	L12803
d0996	98929	L12804
d0999	98932	L12805
d1002	98935	L12806
d1003	98936	L12807
d1007	98940	L12808
d1008	98941	L12809
d1011	98944	L12810
d1012	98945	L12811
d1015	98948	L12812
d1017	98950	L12813
d1018	98951	L12814
d1020	98953	L12815
d1021	98954	L12816
d1022	98955	L12817
d1023	98956	L12818
d1025	98958	L12819
d1026	98959	L12820
d1030	98963	L12821
d1032	98965	L12822
d1035	98968	L12823
d1036	98969	L12824
d1038	98971	L12825
d1043	98976	L12826
d1044	98977	L12827
d1047	98980	L12828
d1050	98983	L12829
d1050_sc	98984	L12830
d1051	98985	L12831
d1052	98986	L12832
d1053	98987	L12833
d1055	98989	L12834
d1056	98990	L12835
d1057	98991	L12836
d1061	98996	L12837
d1062	98997	L12838
d1063	98998	L12839
d1065	99000	L12840
d1068	99003	L12841
d1071	99006	L12842
d1072	99007	L12843
d1073	99008	L12844
d1077	99012	L12845
d1079	99014	L12846
d1080	99015	L12847
d1083	99019	L12848
d1088	99024	L12849
d1089	99025	L12850
d1091	99027	L12851
d1097	99033	L12852
d1098	99034	L12853
d1099	99035	L12854
d1100	99036	L12855
d1101	99037	L12856
d1102	99038	L12857
d1104	99040	L12858
d1105	99041	L12859
d1106	99042	L12860
d1107	99043	L12861
d1108	99044	L12862
d1111	99047	L12863
d1115	99051	L12864
d1116	99052	L12865
d1119	99055	L12866
d1120	99056	L12867
d1122	99058	L12868
d1126	99062	L12869
d1127	99063	L12870
d1128	99064	L12871
d1129	99065	L12872
d1130	99066	L12873
d1133	99069	L12874
d1134	99070	L12875
d1135	99071	L12876
d1136	99072	L12877
d1137	99073	L12878
d1138	99074	L12879
d1139	99075	L12880
d1140	99076	L12881
d1141	99077	L12882
d1143	99079	L12883
d1144	99080	L12884
d1145	99081	L12885
d1147	99083	L12886
d1153	99089	L12887
d1154	99090	L12888
d1155	99091	L12889
d1160	99096	L12890
d1160_sc	99097	L12891
d1161	99098	L12892
d1162	99099	L12893
d1164	99101	L12894
d1165	99102	L12895
d1168	99105	L12896
d1170	99107	L12897
d1172	99110	L12898
d1174	99112	L12899
d1175	99113	L12900
d1176	99114	L12901
d1177	99115	L12902
d1183	99122	L12903
d1189	99128	L12904
d1190	99129	L12905
d1191	99130	L12906
d1197	99136	L12907
d1325	99275	L12908
d1328	99279	L12909
d1349	99301	L12910
d1350	99302	L12911
d1358	99313	L12912
d1363	99318	L12913
d1365	99320	L12914
d1368	99323	L12915
d1371	99326	L12916
d1372	99327	L12917
d1374	99329	L12918
d1383	99339	L12919
d1384	99340	L12920
d1386	99342	L12921
d1388	99344	L12922
d1392	99348	L12923
d1393	99349	L12924
d1394	99350	L12925
d1397	99353	L12926
d1399	99355	L12927
d1400	99356	L12928
d1402	99358	L12929
d1403	99359	L12930
d1404	99360	L12931
d1405	99361	L12932
d1408	99364	L12933
d1409	99365	L12934
d1411	99367	L12935
d1412	99368	L12936
d1413	99369	L12937
d1414	99370	L12938
d1418	99374	L12939
d1423	99383	L12940
d1436	99398	L12941
d1442	99405	L12942
d1443	99406	L12943
d1445	99408	L12944
d1451	99414	L12945
d1463	99426	L12946
d1464	99427	L12947
d1471	99433	L12948
d1554	99435	L12949
d1556	99437	L12950
d1558	99439	L12951
d1559	99440	L12952
d1560	99441	L12953
d1561	99442	L12954
d1564	99445	L12955
d1566	99447	L12956
d1572	99453	L12957
d1575	99457	L12958
d1579	99461	L12959
d1581	99463	L12960
d1582	99464	L12961
d1585	99467	L12962
d1587	99469	L12963
d1587_sc	99470	L12964
d1588	99471	L12965
d1590	99473	L12966
d1593	99476	L12967
d1596	99481	L12968
d1601	99485	L12969
d1602	99486	L12970
d1606	99493	L12971
d1607	99495	L12972
d1610	99498	L12973
d1613	99503	L12974
d1620	99509	L12975
d1623	99512	L12976
d1624	99513	L12977
d1626	99515	L12978
d1644	99533	L12979
d1661	99554	L12980
d1663	99558	L12981
d1676	99571	L12982
d1680	99575	L12983
d1681	99576	L12984
d1682	99577	L12985
d1685	99580	L12986
d1690	99584	L12987
d1692	99586	L12988
d1693	99587	L12989
d1694	99588	L12990
d1695	99589	L12991
d1700	99594	L12992
d1703	99597	L12993
d1704	99598	L12994
d1708	99602	L12995
d1712	99606	L12996
d1713	99607	L12997
d1714	99608	L12998
d1721	99616	L12999
d1722	99617	L13000
d1724	99619	L13001
d1731	99625	L13002
d1732	99626	L13003
d1733	99627	L13004
d1735	99629	L13005
d1741	99635	L13006
d1744	99638	L13007
d1747	99641	L13008
d1749	99643	L13009
d1750	99644	L13010
d1751	99645	L13011
d1757	99651	L13012
d1764	99659	L13013
d1766	99661	L13014
d1768	99663	L13015
d1769	99664	L13016
d1771	99666	L13017
d1772	99667	L13018
d1777	99672	L13019
d1782	99677	L13020
d1791	99686	L13021
d1792	99687	L13022
d1794	99689	L13023
d1795	99690	L13024
d1796	99691	L13025
d1800	99695	L13026
d1805	99700	L13027
d1806	99702	L13028
d1807	99703	L13029
d1808	99704	L13030
d1810	99706	L13031
d1812	99708	L13032
d1815	99711	L13033
d1817	99713	L13034
d1818	99714	L13035
d1821	99717	L13036
d1831	99728	L13037
d1832	99729	L13038
d1833	99730	L13039
d1834	99731	L13040
d1835	99732	L13041
d1836	99733	L13042
d1841	99739	L13043
d1842	99740	L13044
d1843	99741	L13045
d1844	99742	L13046
d1845	99743	L13047
d1846	99744	L13048
d1850	99748	L13049
d1854	99752	L13050
d1855	99753	L13051
d1858	99756	L13052
d1865	99764	L13053
d1866	99765	L13054
d1868	99767	L13055
d1870	99769	L13056
d1872	99772	L13057
d1873	99773	L13058
d1876	99776	L13059
d1879	99780	L13060
d1881	99782	L13061
d1883	99783	L13062
d1884	99784	L13063
d1885	99785	L13064
d1886	99786	L13065
d1887	99787	L13066
d1893	99793	L13067
d1895	99795	L13068
d1898	99798	L13069
d1899	99799	L13070
d1902	99802	L13071
d1903	99803	L13072
d1910	99810	L13073
d1915	99815	L13074
d1920	99820	L13075
d1922	99822	L13076
d1926	99826	L13077
d1931	99832	L13078
d1937	99838	L13079
d1938	99839	L13080
d1939	99840	L13081
d1940	99841	L13082
d1945	99847	L13083
d1946	99848	L13084
d1951	99853	L13085
d1953	99856	L13086
d1954	99857	L13087
d1955	99858	L13088
d1957	99861	L13089
d1961	99865	L13090
d1963	99867	L13091
d1964	99868	L13092
d1965	99869	L13093
d1971	99875	L13094
d1973	99877	L13095
d1981	99885	L13096
d1982	99886	L13097
d1983	99887	L13098
d1985	99889	L13099
d1988	99892	L13100
d1992	99895	L13101
d1997	99900	L13102
d2000	99903	L13103
d2005	99907	L13104
d2007	99909	L13105
d2008	99910	L13106
d2009	99911	L13107
d2010	99912	L13108
d2011	99913	L13109
d2012	99914	L13110
d2022	99924	L13111
d2024	99927	L13112
d2029	99932	L13113
d2039	99942	L13114
d2046	99950	L13115
d2048	99952	L13116
d2053	99958	L13117
d2063	99968	L13118
d2066	99970	L13119
d2067	99971	L13120
d2079	99983	L13121
d2088	99992	L13122
d2102	100007	L13123
d2113	100021	L13124
d2122	100029	L13125
d2124	100031	L13126
d2151	100058	L13127
d2153	100059	L13128
d2156	100062	L13129
d2161	100067	L13130
d2178	100086	L13131
d2179	100087	L13132
d2184	100094	L13133
d2184_sc	100093	L13134
d2188	100098	L13135
d2200	100111	L13136
d2205	100117	L13137
d2224	100139	L13138
