token,linked_form
Q26384,L21365-F178
Q27946,L26440-F10
Q59613,L25938-F7
Q7076,L19983-F43
Q57728,L25122-F335
Q51287,L25938-F7
Q40557,L25938-F1
Q34439,L25938-F1
Q42001,L25938-F4
Q65999,L25938-F27
Q41515,L25938-F108
Q56009,L24268-F15
Q1538,L18811-F333
Q22227,L26554-F88
Q1287,L18769-F61
Q4424,L19307-F4
Q2908,L19029-F300
Q63463,L25938-F4
Q18510,L25938-F4
Q7078,L19983-F333
Q55902,L22180-F10
Q61369,L25938-F1
Q35807,L24218-F10
Q66660,L24333-F25
Q58482,L25938-F24
Q20314,L25938-F108
Q29002,L25941-F61
Q63654,L21248-F93
Q17559,L21632-F4
Q47726,L22721-F458
Q69114,L25938-F108
Q59917,L25938-F4
Q42302,L25938-F4
Q69627,L26516-F55
Q33732,L23749-F199
Q20772,L25938-F7
Q54757,L23741-F178
Q49370,L24625-F55
Q4539,L19359-F58
Q36151,L25938-F4
Q13560,L21001-F122
Q70721,L25938-F4
Q9837,L20346-F1
Q41736,L22721-F110
Q29702,L23818-F4
Q24636,L22412-F171
Q15739,L21001-F2
Q51443,L24531-F168
Q36566,L23741-F7
Q41624,L23006-F213
Q69079,L25938-F109
Q24465,L25938-F108
Q50750,L24255-F25
Q13179,L21001-F490
Q9826,L20346-F1
Q38015,L24255-F81
Q59891,L25938-F4
Q21006,L24507-F61
Q45322,L25269-F96
Q10662,L20425-F163
Q2935,L19037-F1
Q54324,L24990-F71
Q4493,L19318-F12
Q21643,L25938-F1
Q23931,L24649-F8
Q61932,L25938-F4
Q25668,L23443-F58
Q13553,L21000-F3
Q15734,L21001-F112
Q37529,L25938-F4
Q18458,L25938-F4
Q2926,L19037-F1
Q37044,L25938-F108
Q30962,L25938-F1
Q62514,L25938-F1
Q3139,L19070-F182
Q55994,L22125-F149
Q13388,L21001-F110
Q13553,L21001-F4
Q65844,L26516-F4
Q21654,L25938-F4
Q71153,L21291-F20
Q27705,L24334-F181
Q58653,L26577-F55
Q29692,L24517-F19
Q50581,L25938-F108
Q22834,L25020-F353
Q61939,L25130-F124
Q47720,L25938-F7
Q13056,L21000-F3
Q7968,L20205-F110
Q47950,L21894-F173
Q8758,L20218-F27
Q59282,L23243-F40
Q45793,L25938-F1
Q2300,L18960-F10
Q30012,L22635-F122
Q55157,L25938-F4
Q61893,L25938-F4
Q45838,L24334-F159
Q13056,L21001-F4
Q30221,L26516-F5
Q23967,L23367-F159
Q22094,L25938-F4
Q21595,L25938-F1
Q22556,L25938-F4
Q54634,L21894-F195
Q16995,L24255-F188
Q56807,L25938-F1
Q11474,L20645-F136
Q52752,L25938-F108
Q17106,L26584-F1
Q35068,L24649-F8
Q53194,L25909-F4
Q39144,L25938-F109
Q42950,L25938-F4
Q4187,L19274-F16
Q71444,L24268-F4
Q17457,L21894-F93
Q34465,L25938-F4
Q18654,L25938-F4
Q4628,L19435-F1
Q66472,L25938-F1
Q41991,L25938-F4
Q34896,L25938-F1
Q50804,L25938-F4
Q19084,L25938-F1
Q12543,L20970-F5
Q29301,L24268-F10
Q9203,L20248-F61
Q16593,L26282-F10
Q28372,L25938-F108
Q23269,L26227-F239
Q50762,L25938-F1
Q50529,L26197-F4
Q71292,L21143-F4
Q70409,L24268-F4
Q61646,L25938-F6
Q63540,L24594-F287
Q607,L18671-F653
Q63421,L21050-F185
Q39013,L25103-F4
Q71087,L24625-F4
Q3372,L19119-F298
Q45554,L25938-F4
Q20911,L25938-F4
Q40548,L25938-F4
Q63097,L25938-F108
Q46471,L25938-F1
Q29485,L25557-F4
Q39592,L25938-F4
Q11168,L20530-F55
Q42909,L25938-F4
Q26957,L25938-F4
Q43256,L25941-F55
Q70019,L21894-F197
Q39203,L22180-F1
Q45991,L25938-F1
Q39891,L22620-F1
Q54856,L25938-F1
Q55478,L25938-F4
Q26942,L25938-F4
Q4422,L19307-F103
Q65461,L25938-F1
Q27881,L25938-F4
Q26357,L24594-F342
Q70240,L25938-F4
Q22238,L26584-F31
Q32066,L25938-F5
Q21816,L24334-F160
Q7784,L20166-F55
Q51225,L25938-F4
Q3338,L19119-F304
Q47822,L22533-F28
Q42395,L25938-F108
Q38026,L21213-F55
Q18136,L25938-F4
Q34869,L25938-F4
Q6375,L19810-F4
Q25397,L23944-F161
Q64374,L25938-F4
Q59516,L25938-F1
Q51218,L25938-F4
Q22901,L21894-F10
Q48367,L25938-F4
Q50975,L22888-F64
Q54597,L25938-F4
Q5151,L19551-F1
Q59055,L25938-F4
Q23504,L21011-F4
Q23606,L23835-F1
Q6351,L19810-F75
Q47839,L23334-F4
Q66063,L22180-F4
Q2906,L19029-F298
Q35309,L25938-F108
Q48357,L25938-F4
Q28894,L22180-F4
Q55417,L25938-F1
Q31181,L22723-F43
Q19742,L23749-F91
Q21719,L26516-F10
Q69556,L23349-F64
Q54844,L25938-F4
Q70787,L24596-F61
Q31734,L22412-F177
Q51198,L25938-F4
Q31734,L22412-F253
Q50105,L25941-F87
Q21778,L25938-F4
Q14910,L21001-F110
Q49804,L26554-F300
Q12530,L20970-F7
Q44264,L25938-F108
Q63239,L25938-F109
Q8732,L20218-F321
Q1616,L18868-F4
Q23046,L24625-F1
Q60651,L22888-F58
Q8748,L20218-F121
Q18221,L22721-F8
Q11811,L20856-F109
Q53457,L21811-F37
Q67211,L23818-F4
Q61754,L25938-F4
Q19003,L23211-F4
Q68104,L23818-F4
Q35297,L23334-F18
Q18741,L25938-F4
Q1485,L18803-F128
Q53388,L23334-F18
Q60561,L21618-F10
Q33228,L23818-F4
Q62221,L25938-F4
Q51841,L25938-F4
Q58129,L25938-F4
Q47960,L25938-F77
Q47960,L25939-F149
Q56080,L25938-F7
Q18632,L23749-F199
Q49142,L26315-F322
Q62203,L25938-F4
Q41119,L25938-F4
Q2611,L18960-F10
Q15203,L21001-F122
Q64362,L23749-F175
Q23873,L21894-F75
Q1042,L18707-F170
Q62196,L25938-F4
Q36856,L25938-F4
Q54881,L25115-F16
Q55579,L25938-F7
Q18631,L21687-F81
Q55077,L24766-F40
Q25183,L25938-F4
Q70548,L22130-F149
Q12533,L20970-F1
Q35922,L24268-F4
Q10025,L20353-F293
Q34950,L21894-F172
Q36845,L25938-F4
Q16190,L24455-F58
Q4225,L19288-F436
Q12586,L21001-F296
Q27502,L25938-F108
Q22380,L25938-F4
Q47626,L22180-F7
Q38722,L25938-F4
Q12515,L20970-F1
Q28589,L23334-F174
Q53631,L22180-F7
Q51061,L23334-F10
Q60269,L25557-F215
Q2598,L18960-F69
Q47914,L23804-F13
Q28813,L24296-F16
Q19430,L21011-F4
Q21879,L24255-F188
Q35600,L22069-F61
Q24658,L21894-F174
Q28433,L25938-F4
Q49885,L25938-F7
Q61590,L24268-F4
Q38713,L25938-F4
Q12512,L20970-F1
Q14551,L21001-F2
Q69217,L21938-F328
Q7908,L20176-F55
Q63444,L21691-F15
Q13408,L21001-F504
Q43926,L25938-F4
Q66052,L25938-F4
Q4196,L19274-F4
Q23760,L25938-F4
Q47897,L23334-F297
Q61570,L24268-F4
Q7787,L20166-F239
Q42012,L25938-F4
Q66091,L22180-F10
Q53034,L25938-F4
Q65401,L25938-F31
Q23749,L22006-F55
Q1465,L18803-F40
Q42930,L25938-F1
Q5046,L19538-F61
Q56027,L24268-F4
Q32413,L24625-F155
Q64285,L25938-F30
Q35402,L25938-F4
Q40565,L24268-F10
Q4631,L19435-F16
Q24495,L25476-F99
Q66990,L22358-F371
Q4190,L19274-F16
Q28295,L21952-F314
Q45761,L25938-F24
Q67233,L25938-F4
Q68763,L25938-F1
Q6132,L19810-F1
Q4520,L19320-F61
Q45751,L25938-F1
Q14722,L21001-F110
Q59324,L25938-F4
Q68120,L25938-F7
Q53773,L23818-F4
Q2295,L18960-F4
Q28080,L23741-F58
Q49659,L23818-F4
Q59950,L22496-F272
Q58844,L25938-F4
Q54017,L26577-F297
Q6143,L19810-F4
Q49419,L25284-F93
Q26816,L23802-F55
Q58531,L24625-F160
Q50493,L25938-F1
Q14712,L21001-F317
Q57180,L25130-F40
Q48615,L25938-F4
Q12837,L21001-F8
Q26830,L26281-F164
Q22626,L26215-F7
Q65346,L23433-F283
Q27647,L24268-F4
Q37430,L25938-F109
Q14703,L21001-F110
Q17066,L22180-F18
Q63079,L25438-F59
Q19727,L24268-F4
Q40596,L21915-F159
Q70470,L23334-F55
Q8727,L20218-F437
Q37042,L26227-F55
Q1216,L18737-F7
Q37419,L25938-F108
Q50037,L24268-F4
Q50502,L25938-F4
Q69861,L24334-F181
Q32738,L25938-F109
Q28027,L21369-F242
Q27150,L25938-F4
Q6091,L19810-F1
Q18348,L25938-F4
Q1199,L18737-F7
Q15154,L21001-F110
Q40879,L25122-F347
Q20995,L23804-F55
Q66640,L25938-F108
Q52106,L21894-F4
Q33213,L25938-F4
Q55683,L25938-F4
Q27143,L25938-F4
Q52221,L24765-F4
Q69422,L24268-F7
Q26363,L21802-F355
Q17546,L26554-F52
Q20098,L23334-F4
Q8106,L20212-F40
Q16487,L25938-F4
Q50949,L25938-F4
Q65052,L25938-F4
Q21043,L25938-F115
Q21043,L25939-F235
Q13410,L21001-F122
Q57711,L25938-F4
Q36462,L25938-F4
Q14546,L21001-F296
Q64501,L25543-F7
Q17861,L25938-F4
Q8702,L20218-F437
Q38334,L25938-F4
Q6762,L20485-F109
Q22208,L26584-F4
Q65043,L25938-F4
Q16227,L21171-F292
Q20143,L25938-F4
Q70952,L26516-F149
Q20901,L25020-F55
Q56264,L25938-F7
Q20863,L22483-F4
Q33183,L25938-F4
Q5566,L19810-F1
Q56190,L24649-F8
Q35276,L22120-F61
Q38271,L21894-F183
Q48578,L26516-F55
Q6064,L19810-F4
Q70432,L21960-F61
Q1625,L18868-F4
Q38674,L23334-F55
Q51286,L24333-F153
Q64562,L24268-F4
Q64637,L22180-F24
Q35944,L25938-F1
Q4492,L19318-F3
Q48885,L23334-F1
Q53781,L25938-F4
Q13387,L21001-F32
Q30280,L22721-F306
Q56411,L25938-F4
Q47684,L22721-F458
Q68268,L26440-F4
Q10661,L20425-F181
Q56883,L25938-F4
Q15738,L21001-F110
Q71413,L25476-F5
Q61931,L25938-F4
Q50599,L25938-F108
Q2836,L18960-F1
Q46222,L23749-F199
Q60622,L25429-F4
Q25852,L25938-F4
Q35397,L25330-F174
Q61720,L22506-F122
Q57034,L26329-F61
Q15733,L21001-F8
Q58203,L25938-F86
Q58203,L25939-F158
Q19701,L24707-F149
Q44724,L26470-F28
Q57476,L22606-F111
Q22318,L23334-F10
Q7967,L20205-F320
Q17047,L25938-F7
Q3138,L19070-F179
Q3138,L19070-F253
Q4193,L19293-F61
Q37971,L25938-F4
Q71196,L24268-F1
Q32102,L25869-F439
Q46628,L21207-F110
Q29382,L23334-F36
Q55168,L25938-F4
Q26758,L25938-F4
Q34751,L21130-F1
Q51441,L22721-F110
Q71306,L21679-F25
Q2934,L19037-F4
Q23475,L25938-F1
Q58432,L26516-F4
Q24893,L25938-F4
Q64886,L22721-F283
Q17727,L23496-F168
Q23503,L25938-F4
Q26751,L25938-F4
Q2925,L19037-F4
Q30954,L25938-F4
Q35927,L21011-F4
Q50007,L22721-F110
Q32338,L25938-F7
Q48132,L24423-F181
Q43674,L24255-F5
Q36877,L24707-F179
Q36877,L24707-F253
Q9825,L20346-F10
Q37589,L22180-F4
Q53492,L21097-F9
Q24550,L24391-F4
Q57918,L21888-F159
Q61178,L23749-F199
Q40778,L25938-F7
Q69490,L25938-F4
Q63723,L22721-F2
Q59695,L24766-F93
Q49230,L22180-F4
Q55130,L25938-F4
Q27906,L24568-F64
Q61871,L24268-F4
Q57667,L22721-F2
Q66403,L24922-F163
Q33120,L21143-F4
Q4187,L19293-F4
Q39863,L21207-F32
Q44517,L24423-F188
Q34255,L24516-F47
Q19267,L25938-F109
Q28717,L25476-F109
Q2278,L18960-F1
Q29898,L21207-F44
Q2267,L18960-F16
Q66678,L25938-F108
Q16530,L25938-F4
Q66745,L21894-F1
Q8747,L20218-F1
Q45587,L26297-F10
Q8739,L20218-F437
Q31540,L26516-F61
Q16515,L25938-F4
Q60255,L25938-F4
Q1286,L18769-F161
Q70474,L23334-F55
Q55643,L26429-F19
Q31510,L21679-F155
Q56112,L24922-F240
Q43403,L25938-F18
Q56741,L25938-F108
Q61774,L25938-F1
Q6072,L19810-F1
Q42275,L21679-F366
Q31298,L25938-F1
Q39487,L22483-F10
Q61342,L22721-F360
Q42546,L24423-F188
Q18611,L24625-F149
Q51399,L25938-F108
Q27589,L25938-F4
Q64506,L24423-F182
Q8751,L20218-F321
Q25194,L25115-F58
Q41332,L23334-F174
Q71656,L22180-F20
Q33582,L23835-F31
Q29203,L21825-F10
Q8761,L20218-F317
Q61757,L25938-F1
Q8735,L20218-F7
Q21891,L23749-F199
Q35046,L25938-F4
Q22933,L22006-F10
Q36522,L23818-F4
Q16910,L25938-F7
Q63991,L24856-F41
Q30499,L22412-F87
Q57862,L22864-F153
Q36417,L24268-F10
Q61645,L22888-F55
Q56422,L22176-F4
Q12898,L21001-F122
Q5684,L19810-F335
Q57193,L25938-F4
Q31757,L25938-F108
Q61771,L25938-F4
Q53170,L26577-F61
Q63230,L23070-F58
Q31291,L25938-F4
Q22433,L25938-F4
Q24090,L23211-F4
Q2173,L18960-F22
Q41417,L26631-F414
Q21211,L24922-F166
Q20049,L24423-F176
Q49357,L23804-F4
Q24737,L24255-F91
Q21259,L24134-F4
Q59203,L25938-F108
Q51359,L25938-F7
Q52428,L23446-F4
Q20080,L25938-F108
Q56299,L25543-F61
Q61738,L25938-F4
Q62206,L25938-F4
Q21011,L25938-F4
Q61717,L24268-F10
Q21468,L25938-F4
Q14403,L21001-F395
Q5766,L19810-F283
Q52067,L24134-F4
Q38736,L25938-F4
Q60513,L26554-F40
Q21002,L25938-F4
Q33110,L25938-F108
Q27512,L25938-F7
Q63911,L23749-F199
Q63659,L25938-F108
Q5060,L19538-F55
Q59874,L22120-F55
Q42512,L25938-F108
Q62634,L25157-F266
Q37271,L21894-F190
Q37271,L21894-F284
Q24216,L24804-F594
Q17242,L25269-F96
Q2614,L18960-F1
Q29431,L26227-F266
Q21903,L24594-F4
Q28436,L25938-F4
Q1468,L18803-F46
Q64939,L25938-F4
Q70809,L25723-F289
Q62656,L22721-F122
Q2601,L18960-F1
Q36815,L25938-F7
Q23263,L25580-F4
Q33669,L22180-F4
Q22831,L25938-F4
Q22853,L26516-F55
Q49718,L25938-F30
Q5050,L19538-F61
Q66046,L25938-F4
Q14554,L21001-F110
Q5509,L20468-F266
Q27334,L25941-F1
Q54838,L23749-F199
Q35416,L25938-F4
Q30265,L25938-F4
Q34527,L22069-F58
Q33267,L21894-F177
Q62743,L25938-F7
Q40375,L21825-F183
Q41994,L25938-F4
Q8621,L20218-F531
Q29299,L25938-F1
Q54561,L23749-F199
Q43896,L24268-F4
Q46519,L25938-F4
Q22543,L21748-F8
Q46160,L22180-F4
Q19270,L23334-F10
Q61649,L25938-F4
Q2501,L18960-F215
Q39611,L25938-F4
Q22773,L25938-F108
Q28613,L24985-F55
Q70023,L22695-F155
Q64133,L21894-F4
Q54877,L25008-F8
Q55481,L25938-F24
Q68889,L21679-F19
Q16320,L25938-F7
Q60067,L24268-F4
Q42881,L25938-F1
Q7788,L20166-F182
Q40551,L25938-F4
Q24432,L22637-F366
Q55171,L26292-F10
Q30933,L22710-F1
Q66569,L23433-F283
Q58539,L23334-F297
Q54890,L25938-F4
Q18807,L21894-F93
Q54859,L25938-F1
Q40156,L24296-F25
Q40540,L25938-F4
Q6354,L19810-F61
Q67783,L22440-F55
Q3934,L19230-F1063
Q51232,L25938-F4
Q30353,L24625-F1
Q18451,L21011-F4
Q11812,L20856-F277
Q21551,L22483-F10
Q63562,L25938-F7
Q34878,L25938-F4
Q50177,L22721-F2
Q52485,L25938-F7
Q56528,L25938-F1
Q51228,L25938-F4
Q66969,L25938-F108
Q5449,L19794-F110
Q70214,L24268-F7
Q5689,L19810-F152
Q52665,L23538-F1
Q48462,L22180-F19
Q41288,L23006-F1
Q68132,L23211-F4
Q29517,L23137-F141
Q56766,L26577-F55
Q55938,L25938-F7
Q54600,L25938-F4
Q56536,L25938-F4
Q45219,L21227-F43
Q22437,L21811-F161
Q39346,L21453-F266
Q25810,L24135-F4
Q69616,L21527-F1
Q36571,L26577-F297
Q21791,L25938-F4
Q59522,L25938-F4
Q5157,L19551-F7
Q42286,L23749-F199
Q12587,L21001-F110
Q53742,L23749-F183
Q44143,L21213-F1
Q28727,L25909-F4
Q45069,L22180-F13
Q28280,L24255-F188
Q21781,L25938-F4
Q6338,L19810-F4
Q18367,L26219-F7
Q57489,L24769-F10
Q45535,L22888-F159
Q69584,L23334-F297
Q25226,L24856-F4
Q4619,L19435-F4
Q69771,L25089-F319
Q9923,L20346-F18
Q34800,L25938-F1
Q47378,L25938-F4
Q48704,L25938-F89
Q48704,L25939-F161
Q48330,L25938-F4
Q13491,L21001-F110
Q5105,L19551-F35
Q17594,L26219-F164
Q16763,L23818-F4
Q23505,L23749-F199
Q49250,L24334-F175
Q46554,L24625-F4
Q668,L18685-F319
Q57391,L25938-F115
Q57391,L25939-F235
Q5097,L19551-F7
Q23593,L25938-F7
Q35664,L21369-F8
Q56993,L24596-F7
Q63466,L25938-F4
Q63900,L23818-F4
Q7081,L19983-F333
Q49681,L25938-F1
Q58970,L25938-F109
Q34596,L26554-F636
Q50982,L21213-F17
Q20510,L21957-F182
Q53906,L22180-F7
Q23587,L24334-F183
Q37101,L24596-F61
Q45800,L23749-F199
Q33166,L23415-F108
Q51246,L22011-F55
Q55702,L21011-F7
Q40796,L25938-F101
Q26513,L26584-F15
Q12844,L21001-F296
Q34953,L21894-F16
Q40876,L24268-F13
Q40796,L25939-F173
Q48238,L23741-F58
Q40511,L23094-F213
Q54592,L23818-F4
Q13792,L21001-F397
Q66577,L21075-F110
Q42259,L24516-F36
Q16527,L22888-F55
Q68964,L24990-F71
Q6636,L19937-F266
Q16385,L26577-F176
Q62921,L25909-F4
Q37082,L25938-F5
Q7971,L20205-F430
Q46252,L23749-F199
Q64951,L26376-F198
Q5883,L19810-F307
Q63213,L22324-F279
Q60437,L21214-F4
Q43016,L22329-F223
Q3546,L19131-F8
Q4496,L19318-F354
Q56874,L25938-F1
Q9840,L20346-F4
Q44934,L24268-F4
Q61920,L25938-F1
Q39885,L25938-F1
Q33850,L26516-F4
Q49670,L25938-F4
Q30985,L25938-F1
Q33855,L22255-F174
Q9829,L20346-F34
Q68568,L26281-F64
Q49185,L24255-F69
Q19066,L24856-F10
Q8076,L20212-F346
Q15742,L21001-F110
Q32559,L25941-F371
Q19671,L23428-F72
Q42464,L22695-F190
Q10665,L20425-F183
Q33294,L25938-F1
Q63299,L24266-F192
Q36011,L21213-F55
Q3142,L19070-F164
Q65293,L24255-F381
Q13391,L21001-F110
Q67018,L22695-F186
Q24767,L26283-F181
Q18445,L25938-F4
Q21657,L25938-F4
Q23985,L24255-F72
Q25839,L25938-F4
Q22954,L23749-F199
Q15740,L21001-F265
Q44158,L26584-F187
Q61911,L25938-F4
Q4542,L19359-F161
Q27139,L23749-F199
Q37357,L25938-F30
Q40657,L21783-F79
Q49245,L22180-F7
Q37510,L25938-F4
Q43638,L25938-F1
Q62420,L25938-F108
Q37975,L25938-F4
Q8087,L20212-F348
Q69502,L25938-F1
Q45831,L21987-F38
Q24215,L26577-F58
Q55139,L25938-F1
Q44130,L21213-F61
Q12224,L20916-F238
Q2938,L19037-F4
Q68006,L26143-F110
Q53046,L21011-F13
Q37892,L21894-F154
Q34253,L21186-F18
Q37593,L22180-F1
Q1844,L18960-F23
Q26755,L25938-F4
Q47827,L26516-F58
Q2929,L19037-F4
Q67726,L25938-F7
Q24412,L25938-F109
Q24597,L21894-F18
Q4197,L19293-F1
Q44745,L24594-F342
Q1254,L18742-F1
Q1091,L18707-F216
Q33735,L24268-F7
Q51142,L22180-F4
Q32343,L25941-F210
Q10961,L20530-F4
Q47364,L23887-F216
Q62463,L25938-F1
Q59346,L25938-F4
Q57119,L25797-F278
Q9754,L20346-F1
Q22003,L25938-F77
Q24210,L23496-F110
Q42158,L21894-F192
Q67240,L25938-F4
Q22003,L25939-F149
Q27513,L25938-F30
Q42158,L21894-F284
Q50009,L23334-F4
Q29505,L25938-F27
Q11899,L20868-F524
Q1327,L18769-F266
Q1207,L18737-F19
Q65088,L25938-F24
Q14737,L21001-F8
Q46246,L24268-F10
Q55134,L25938-F4
Q46445,L24922-F161
Q12845,L21001-F38
Q12857,L21001-F8
Q29607,L24333-F4
Q44864,L26516-F55
Q46234,L24268-F58
Q14730,L21001-F110
Q69486,L25938-F4
Q33392,L26584-F15
Q37237,L24922-F4
Q57988,L21075-F40
Q24964,L22180-F4
Q29515,L25938-F4
Q21819,L26584-F267
Q15161,L21001-F116
Q12849,L21001-F299
Q29699,L21227-F243
Q14720,L21001-F110
Q63301,L25938-F1
Q60525,L21811-F695
Q51720,L24922-F55
Q56737,L24296-F4
Q43113,L24255-F61
Q8743,L20218-F431
Q38372,L25938-F4
Q57740,L25938-F4
Q14709,L21001-F337
Q62323,L25938-F1
Q46695,L25938-F4
Q50811,L23749-F1
Q12399,L20939-F160
Q70203,L22721-F301
Q7342,L20031-F161
Q15166,L21001-F110
Q38363,L25938-F4
Q35099,L24268-F4
Q57662,L23835-F22
Q70203,L22721-F433
Q36751,L26451-F58
Q52121,L21894-F4
Q2271,L18960-F4
Q42718,L26227-F55
Q29947,L25938-F7
Q54659,L22180-F10
Q53142,L25200-F4
Q8724,L20218-F437
Q40230,L25938-F1
Q22751,L22358-F1
Q50962,L25938-F4
Q29483,L25938-F4
Q65063,L25938-F4
Q62187,L23749-F199
Q29451,L25938-F1
Q31854,L22888-F159
Q37070,L22180-F4
Q61249,L26285-F87
Q60243,L25938-F4
Q55216,L25938-F4
Q19681,L25938-F1
Q1203,L18737-F109
Q55690,L25938-F4
Q39782,L25938-F7
Q27154,L25938-F4
Q3445,L19119-F20
Q62292,L23293-F278
Q8720,L20218-F437
Q63297,L25938-F4
Q15158,L21001-F110
Q33027,L25020-F4
Q8757,L20218-F319
Q42542,L22433-F72
Q52073,L21679-F426
Q23408,L25938-F108
Q63291,L25938-F4
Q41856,L21894-F24
Q5731,L19810-F307
Q66163,L25938-F108
Q39012,L21894-F4
Q23793,L22721-F10
Q8110,L20212-F40
Q17195,L22723-F25
Q33632,L23334-F176
Q17865,L25938-F4
Q39429,L22721-F360
Q16506,L24268-F89
Q50979,L22181-F149
Q2500,L18960-F216
Q8101,L20212-F40
Q32722,L25938-F4
Q28725,L25269-F25
Q29558,L26261-F87
Q56730,L25938-F108
Q39529,L23211-F35
Q35978,L25938-F108
Q27585,L25938-F4
Q63732,L25938-F108
Q47045,L23334-F297
Q6068,L19810-F5
Q53913,L23433-F261
Q64504,L26219-F4
Q34098,L25938-F108
Q70342,L21213-F149
Q26171,L25938-F4
Q7907,L20176-F184
Q8731,L20218-F109
Q49497,L23741-F4
Q49667,L23676-F1
Q53022,L23749-F199
Q57189,L25938-F4
Q11810,L20856-F109
Q67752,L23334-F58
Q16373,L22721-F8
Q63634,L22721-F458
Q34171,L26204-F323
Q2494,L18960-F41
Q52929,L25941-F7
Q61753,L25938-F4
Q594,L18667-F61
Q17908,L22180-F7
Q43635,L24255-F381
Q18740,L25938-F4
Q34042,L21894-F119
Q50892,L25938-F7
Q31240,L25200-F4
Q33942,L25466-F324
Q36405,L25938-F4
Q62220,L25938-F4
Q8706,L20218-F109
Q58159,L24255-F4
Q59540,L21960-F150
Q36844,L25938-F1
Q69961,L25938-F4
Q49927,L25938-F7
Q43973,L24255-F94
Q50880,L25938-F7
Q62941,L26577-F173
Q26117,L25938-F108
Q16040,L22258-F34
Q63424,L26516-F1
Q28459,L25938-F4
Q46686,L25051-F4
Q9834,L20346-F93
Q42178,L25210-F20
Q61726,L25938-F4
Q23334,L25938-F4
Q26669,L26227-F55
Q36855,L25938-F4
Q55578,L25938-F7
Q49192,L24134-F7
Q45324,L23925-F1
Q31636,L25486-F249
Q18109,L26577-F297
Q38730,L25938-F4
Q31636,L25486-F357
Q59619,L25938-F7
Q19467,L22721-F2
Q41130,L23278-F41
Q54564,L23749-F55
Q4199,L19274-F16
Q45596,L25938-F4
Q18286,L23818-F4
Q1045,L18707-F16
Q24671,L25938-F4
Q25131,L24255-F61
Q47354,L23749-F183
Q44585,L22695-F186
Q65446,L23749-F199
Q23737,L25938-F4
Q2588,L18960-F4
Q18278,L23818-F4
Q54190,L25938-F7
Q45111,L24334-F178
Q43536,L22180-F4
Q16352,L25938-F4
Q35435,L24158-F321
Q16927,L24255-F381
Q34454,L25938-F4
Q33897,L25938-F77
Q33897,L25939-F149
Q55486,L25938-F24
Q33508,L25938-F4
Q62257,L22176-F58
Q26428,L25938-F77
Q26428,L25939-F149
Q63107,L25938-F108
Q63833,L22721-F2
Q10028,L20353-F109
Q10341,L20421-F13
Q39603,L25938-F4
Q55009,L23433-F283
Q24182,L23084-F110
Q51176,L25938-F77
Q12518,L20970-F93
Q51176,L25939-F149
Q24160,L25938-F109
Q35976,L26516-F62
Q20748,L26516-F164
Q53772,L26584-F59
Q24548,L22721-F10
Q54862,L25938-F1
Q45327,L21140-F7
Q27391,L25938-F1
Q28757,L21977-F297
Q34886,L25938-F4
Q51686,L26584-F131
Q32503,L23367-F1
Q57042,L25938-F5
Q3937,L19230-F1063
Q51235,L25938-F4
Q15895,L21001-F8
Q33948,L25938-F4
Q42560,L25476-F16
Q46487,L25938-F4
Q18756,L22049-F40
Q2847,L18963-F4
Q31179,L26516-F55
Q3926,L19230-F1063
Q51231,L25938-F4
Q43104,L26451-F4
Q25692,L22412-F177
Q55468,L25938-F4
Q25692,L22412-F253
Q64831,L22982-F162
Q5452,L19794-F110
Q55441,L25938-F1
Q32410,L21213-F4
Q16496,L23676-F4
Q5160,L19551-F47
Q39050,L25938-F1
Q48373,L25938-F4
Q71060,L24153-F1
Q47953,L21894-F1
Q23884,L24134-F7
Q13688,L21000-F3
Q61531,L21184-F267
Q17197,L25938-F108
Q40729,L24134-F7
Q59533,L25938-F4
Q38119,L25938-F108
Q65467,L25938-F4
Q13688,L21001-F4
Q6946,L19976-F115
Q52068,L23334-F297
Q59525,L25938-F4
Q55354,L23243-F41
Q54848,L24268-F4
Q55387,L21334-F447
Q48350,L25938-F4
Q59964,L25188-F61
Q45395,L23567-F297
Q40124,L22180-F4
Q6341,L19810-F4
Q63496,L25938-F27
Q9209,L20248-F159
Q43354,L22180-F13
Q20473,L25476-F209
Q47436,L22180-F69
Q25009,L25938-F108
Q55414,L25938-F4
Q64039,L24817-F149
Q47361,L25938-F4
Q65406,L25938-F7
Q4589,L19435-F4
Q68955,L24135-F20
Q58494,L25938-F1
Q49841,L24865-F4
Q41029,L22180-F4
Q38173,L25516-F55
Q29166,L25938-F1
Q62947,L26576-F270
Q21738,L25938-F4
Q46864,L25938-F4
Q5095,L19551-F7
Q53803,L25938-F24
Q59228,L24847-F1
Q64212,L25938-F57
Q64212,L25939-F120
Q36711,L21214-F4
Q26929,L23818-F4
Q40892,L25938-F4
Q7079,L19983-F325
Q12842,L21001-F296
Q25381,L25909-F93
Q69115,L25938-F108
Q41679,L21687-F7
Q65764,L25200-F36
Q9927,L20346-F7
Q33366,L25938-F4
Q61377,L25938-F4
Q43486,L26584-F267
Q69103,L25938-F108
Q4540,L19359-F58
Q56413,L25938-F1
Q39775,L25938-F30
Q26860,L22044-F7
Q36152,L25938-F4
Q23657,L22180-F7
Q26350,L25938-F7
Q42290,L24268-F52
Q49679,L25938-F4
Q24504,L24268-F4
Q9838,L20346-F17
Q1142,L18737-F491
Q60357,L25938-F108
Q44195,L24255-F31
Q31361,L21143-F7
