lexeme_id	label
c3573	consono
c3575	consopio
c3581	conspatior
c3583	conspergo
c3588	conspicio
c3590	conspico
c3593	conspiro
c3595	conspisso
c3596	consplendesco
c3597	conspolio
c3599	conspondeo
c3601	conspuo
c3602	conspurco
c3603	consputo
c3604	constabilio
c3605	constagno
c3610	consterno
c3611	consterno
c3615	constipo
c3616	constituo
c3620	consto
c3622	constrepo
c3625	constricto
c3626	constringo
c3628	construo
c3629	constupesco
c3632	constupro
c3633	consuadeo
c3635	consuauio
c3637	consubsido
c3641	consudesco
c3642	consudo
c3643	consuefacio
c3644	consueo
c3652	consulo
c3656	consulto
c3658	consumo
c3662	consuo
c3664	consurgo
c3666	consusurro
c3670	contabefacio
c3671	contabesco
c3673	contabulo
c3683	contamino
c3686	contechnor
c3687	contego
c3688	contemero
c3690	contemno
c3692	contempero
c3701	contemplo
c3705	contemporo
c3712	contendo
c3713	contenebrasco
c3715	contenebresco
c3716	contenebro
c3720	contento
c3721	conterebro
c3722	contermino
c3725	conterno
c3726	contero
c3728	conterreo
c3729	conterrito
c3731	contessero
c3734	contestificor
c3735	contestor
c3736	contexo
c3740	conticeo
c3740_sc	conticisco
c3746	contigno
c3748	contiguo
c3750	contineo
c3751	contingo
c3752	continor
c3757	continuo
c3765	contionor
c3770	contollo
c3772	contonat
c3774	contorqueo
c3775	contorreo
c3787	contradico
c3792	contrado
c3794	contraho
c3795	contrapono
c3799	contrarior
c3802	contrascribo
c3804	contrasisto
c3805	contrauenio
c3811	contrecto
c3813	contremo
c3813_sc	contremesco
c3817	contribulo
c3818	contribuo
c3820	contrico
c3821	contrio
c3823	contristo
c3829	controuersor
c3831	contrucido
c3832	contrudo
c3833	contrunco
c3836	contuo
c3840	contumelio
c3842	contumesco
c3843	contumulo
c3844	contundo
c3847	conturbo
c3849	conturmo
c3853	contutor
c3854	conuador
c3855	conualesco
c3858	conuallo
c3859	conuario
c3860	conuaso
c3864	conuecto
c3867	conuegeto
c3868	conueho
c3869	conuello
c3870	conuelo
c3872	conuenio
c3878	conuento
c3879	conuenusto
c3880	conuerbero
c3881	conuergo
c3883	conuerro
c3889	conuerso
c3892	conuerto
c3894	conuescor
c3895	conuestio
c3899	conuexo
c3901	conuibro
c3905	conuicior
c3909	conuinco
c3911	conuiolo
c3913	conuiresco
c3914	conuiscero
c3915	conuiso
c3921	conuiuifico
c3924	conuiuo
c3926	conuiuo
c3931	conuoco
c3932	conuolo
c3933	conuolutor
c3934	conuoluo
c3937	conuomo
c3938	conuoro
c3939	conuoueo
c3941	conuulnero
c3951	cooperio
c3952	cooperor
c3955	coopto
c3956	coorior
c3962	copior
c3978	copulo
c3986	coquino
c3990	coquito
c3991	coquo
c3997	coracino
c4015	corcinor
c4039	cornesco
c4044	cornicor
c4078	corono
c4082	corporasco
c4086	corporo
c4093	corrado
c4097	correcumbo
c4100	corregno
c4101	correpo
c4104	correpto
c4107	corresuscito
c4109	corrideo
c4111	corrigo
c4112	corripio
c4116	corriuo
c4117	corrixor
c4120	corroboro
c4122	corrodo
c4124	corrogo
c4125	corrotundo
c4128	corrugo
c4130	corrumpo
c4131	corruo
c4141	corruspor
c4162	corusco
c4190	cossigero
c4220	coutor
c4226	coxigo
c4238	crapulor
c4247	crassesco
c4249	crassifico
c4254	crasso
c4268	cratio
c4279	crebresco
c4287	credito
c4290	credo
c4297	cremento
c4301	cremito
c4304	cremo
c4307	creo
c4322	crepito
c4324	crepo
c4331	cresco
c4344	cribello
c4347	cribro
c4354	crimino
c4359	crinio
c4367	criso
c4369	crispico
c4370	crispio
c4373	crispo
c4390	croccio
c4396	crocito
c4397	croco
c4412	carmino
c4414	crotalisso
c4418	crotolo
c4430	crucifigo
c4433	crucio
c4439	crudelesco
c4442	crudesco
c4445	crudito
c4449	cruento
c4453	crumino
c4465	crusto
c4491	cubito
c4494	cubo
c4496	cuccubio
c4504	cuculo
c4521	cucurrio
c4524	cudo
c4559	culmino
c4561	culo
c4565	culpito
c4566	culpo
c4568	cultello
c4594	cummino
c4604	cumulo
c4622	cuncto
c4626	cuneo
c4639	cunio
c4656	cupio
c4657	cogito
c4659	cognomino
c4673	curago
c4699	commendo
c4704	curito
c4706	curo
c4712	curro
c4720	cursito
c4721	curso
c4726	curto
c4733	curuesco
c4736	curuo
c4743	cuso
c4747	cuspido
c4755	custodio
c4769	cyathisso
c4798	cymbalisso
c4812	comparo
c4816	compilo
c4820	complexo
c4835	conspiro
c4857	concandefio
c4858	condocefio
c4859	conferuefio
c4860	contabefio
c4864	croco
c6143	condenseo
c6524	consido
c6528	consigno
c6529	consilesco
c6643	consuefio
c6657	consummo
c7058	claudo
c7146	cloeo
c7250	coctito
c7604	commalliolo
c7677	commino
c7886	compotio
c7887	compoto
c7890	compraecido
c8040	circumfundo
c8796	circumleuo
c9704	callisco
d0035	damnifico
d0038	damno
d0051	dapino
d0066	dato
d0073	deacino
d0075	deacuo
d0076	deago
d0080	dealbo
d0084	deambulo
d0085	deamo
d0086	deardeo
d0087	deargento
d0088	dearmo
d0089	deartuo
d0090	deascio
d0093	deauro
d0095	debaccho
d0096	debattuo
d0100	debello
d0101	debeo
d0102	debibo
d0106	debilito
d0110	deblatero
d0111	debrachiolo
d0112	debrio
d0114	debucino
d0115	decachinno
d0118	decacumino
d0120	decalautico
d0124	decaluo
d0128	decano
d0130	decanto
d0132	decapito
d0135	decarno
d0141	decaulesco
d0142	decedo
d0143	decello
d0154	decemplico
d0171	decepto
d0177	decerno
d0178	decerpo
d0182	decerto
d0186	decet
d0188	decido
d0189	decido
d0199	decimo
d0201	decineresco
d0202	decipio
d0204	decircino
d0206	decito
d0211	declamito
d0212	declamo
d0216	declaro
d0220	declino
d0224	decludo
d0228	decollo
d0229	decolo
d0232	decoloro
d0235	deconcilio
d0236	decondo
d0238	decoquo
d0243	decorio
d0245	decoro
d0247	decortico
d0252	decremo
d0254	decresco
d0259	decrimino
d0260	decubo
d0261	deculco
d0264	decumbo
d0265	decunctor
d0267	decuplo
d0274	decurio
d0279	decurro
d0283	decurto
d0293	decusso
d0295	decutio
d0296	dedamno
d0297	dedecet
d0303	dedecoro
d0311	dedico
d0313	dedigno
d0314	dedisco
d0318	dedo
d0319	dedoceo
d0320	dedoleo
d0322	dedolo
d0323	deduco
d0330	deerro
d0333	defaeco
d0334	defaenero
d0341	defatigo
d0342	defetigo
d0347	defendo
d0356	defensito
d0358	defenso
d0362	defero
d0363	deferuefacio
d0365	deferuesco
d0366	defetiscor
d0367	deficio
d0368	defigo
d0369	defiguro
d0370	defindo
d0371	defingo
d0372	definio
d0377	defio
d0378	defiteor
d0380	deflagro
d0381	deflammo
d0382	deflecto
d0383	defleo
d0386	deflo
d0387	deflocco
d0390	defloreo
d0391	defloro
d0392	defluo
d0396	defodio
d0403	deformo
d0404	defrango
d0408	defraudo
d0409	defremo
d0413	defrico
d0414	defrigesco
d0415	defringo
d0416	defrugo
d0418	defruor
d0419	defrusto
d0420	defrustror
d0422	defruto
d0425	defugio
d0426	defugo
d0427	defulguro
d0430	defundo
d0431	defungor
d0432	defuro
d0434	defusto
d0436	degemo
d0438	degenero
d0439	degenio
d0440	degero
d0441	deglabro
d0442	deglubo
d0443	deglutino
d0444	degluttio
d0445	dego
d0447	degrado
d0448	degrandinat
d0449	degrassor
d0450	degrauo
d0451	degredior
d0453	degrumo
d0454	degrunnio
d0456	degulo
d0457	deguno
d0460	degusto
d0461	dehabeo
d0462	dehaurio
d0464	dehisco
d0468	dehonesto
d0470	dehonoro
d0475	dehortor
d0476	dehospitor
d0478	deicio
d0481	deiecto
d0484	deiero
d0486	deifico
d0491	deintegro
d0497	deiudico
d0499	deiugo
d0500	deiungo
d0502	deiuuo
d0503	delabor
d0504	delaboro
d0505	delacero
d0508	delacrimo
d0509	delambo
d0510	delamentor
d0511	delanio
d0512	delapido
d0514	delasso
d0518	delecto
d0523	delego
d0526	delenio
d0529	deleo
d0536	deleuo
d0543	delibero
d0544	delibo
d0546	delibro
d0547	delibuo
d0553	delicio
d0556	delicior
d0558	delico
d0563	deligo
d0564	deligo
d0566	delimito
d0567	delimo
d0569	delineo
d0570	delingo
d0571	delino
d0573	delinquo
d0574	deliquesco
d0577	deliquo
d0582	deliro
d0584	delitigo
d0585	delitisco
d0589	deloquor
d0596	delucto
d0597	deludifico
d0598	deludo
d0600	delumbo
d0601	deluo
d0604	delustro
d0605	deluto
d0606	demadesco
d0609	demando
d0611	demano
d0615	dematrico
d0620	dementio
d0621	demento
d0622	demeo
d0623	demereo
d0624	demergo
d0626	demerso
d0628	demeto
d0630	demigro
d0632	deminoro
d0633	deminuo
d0636	demiror
d0639	demitigo
d0640	demitto
d0641	demo
d0644	demolio
d0653	demonstro
d0655	demordeo
d0656	demorior
d0657	demoror
d0658	demorsico
d0660	demoueo
d0661	demugio
d0662	demulceo
d0663	demulco
d0665	demuneror
d0666	demurmuro
d0667	demusso
d0671	demutilo
d0672	demuto
d0673	demuttio
d0677	denarro
d0678	denascor
d0679	denaso
d0680	denato
d0681	denauigo
d0690	denego
d0694	denigro
d0699	denomino
d0701	denormo
d0704	denoto
d0708	denseo
d0710	densito
d0711	denso
d0727	dentio
d0731	denubo
d0734	denudo
d0736	denumero
d0737	denundinat
d0741	denuntio
d0743	denuo
d0744	deocco
d0745	deonero
d0746	deoperio
d0747	deoppilo
d0748	deopto
d0751	deorbito
d0755	deosculor
d0758	depalmo
d0759	depalo
d0760	depango
d0762	depasco
d0765	depeciscor
d0767	depecto
d0769	depectoro
d0771	depeculo
d0772	depello
d0773	depello
d0774	dependeo
d0775	dependo
d0778	deperco
d0780	deperdo
d0782	depereo
d0785	depeto
d0789	depilo
d0790	depingo
d0792	deplaco
d0793	deplango
d0796	deplano
d0797	deplanto
d0798	deplector
d0799	depleo
d0800	dissiungo
d0802	deplico
d0807	deploro
d0810	depluo
d0811	depoculo
d0812	depolio
d0815	depompo
d0816	depondero
d0817	deponefacio
d0818	depono
d0820	deponto
d0824	depopulo
d0828	deporto
d0829	deposco
d0836	depostulo
d0837	depoto
d0840	depraedo
d0842	depraesento
d0846	deprauo
d0855	depreco
d0856	deprehendo
d0861	depretio
d0862	deprimo
d0863	deproelior
d0864	depromo
d0865	depropero
d0867	depropinquat
d0869	depropitio
d0871	depso
d0874	depudesco
d0875	depudico
d0878	depugno
d0880	depulso
d0882	depalo
d0884	depungo
d0888	depurgo
d0890	deputo
d0891	depuuo
d0892	dequeror
d0893	derado
d0897	derelinquo
d0898	derepo
d0900	derideo
d0902	derigeo
d0902_sc	derigesco
d0903	deripio
d0912	deriuo
d0913	derodo
d0918	derogo
d0919	deruncino
d0920	deruncio
d0921	deruo
d0923	desacrifico
d0924	desacro
d0925	desaeuio
d0926	desalto
d0927	desalutat
d0929	desanno
d0930	descendo
d0933	descindo
d0934	descisco
d0936	descobino
d0937	describo
d0942	descrobo
d0943	desculpo
d0945	deseco
d0948	desenesco
d0950	desero
d0951	desero
d0952	deserpo
d0957	deseruio
d0962	desicco
d0963	desideo
d0968	desidero
d0973	desido
d0976	designo
d0977	desilio
d0978	desino
d0980	desipio
d0981	desisto
d0983	desiuo
d0988	desolo
d0989	desoluo
d0992	desorbeo
d0996	despecto
d0999	despeculo
d1002	desperno
d1003	despero
d1007	despicio
d1008	desplendesco
d1011	despolio
d1012	despondeo
d1015	desponso
d1017	despumo
d1018	despuo
d1020	desquamo
d1021	desterno
d1022	desterto
d1023	destico
d1025	destillo
d1026	destimulo
d1030	destino
d1032	destituo
d1035	destomachor
d1036	destrangulo
d1038	destringo
d1043	destruo
d1044	desuadeo
d1047	desubulo
d1050	desudo
d1050_sc	desudasco
d1051	desuefacio
d1052	desuefio
d1053	desuesco
d1055	desugo
d1056	desulco
d1057	desulto
d1061	desum
d1062	desumo
d1063	desuo
d1065	desurgo
d1068	detabesco
d1071	detego
d1072	detemporo
d1073	detendo
d1077	detento
d1079	detepesco
d1080	detergo
d1083	deterioro
d1088	determino
d1089	detero
d1091	deterreo
d1097	detestor
d1098	detexo
d1099	deticesco
d1100	detineo
d1101	detondeo
d1102	detono
d1104	detonso
d1105	detorno
d1106	detoro
d1107	detorqueo
d1108	detorreo
d1111	detraho
d1115	detrecto
d1116	detribuo
d1119	detriumpho
d1120	detrudo
d1122	detrunco
d1126	detumesco
d1127	detundo
d1128	deturbo
d1129	deturpo
d1130	deuagor
d1133	deuasto
d1134	deuecto
d1135	deueho
d1136	deuello
d1137	deuelo
d1138	deueneror
d1139	deuenio
d1140	deuenusto
d1141	deuerbero
d1143	deuergo
d1144	deuerro
d1145	deuersito
d1147	deuersor
d1153	deuerto
d1154	deuescor
d1155	deuestio
d1160	deuigeo
d1160_sc	deuigesco
d1161	deuincio
d1162	deuinco
d1164	deuindico
d1165	deuio
d1168	deuirgino
d1170	deuito
d1172	deungo
d1174	deuoco
d1175	deuolo
d1176	deuoluo
d1177	deuomo
d1183	deuoro
d1189	deuoto
d1190	deuoueo
d1191	deuro
d1197	deutor
d1325	dibalo
d1328	dibucino
d1349	dico
d1350	dico
d1358	dictaturio
d1363	dictito
d1365	dicto
d1368	dicturio
d1371	didintrio
d1372	dido
d1374	diduco
d1383	diffamo
d1384	diffatigo
d1386	differo
d1388	diffibulo
d1392	diffido
d1393	diffindo
d1394	diffingo
d1397	diffirmo
d1399	diffiteor
d1400	difflagito
d1402	diffleo
d1403	difflo
d1404	diffluo
d1405	diffluuio
d1408	diffringo
d1409	diffugio
d1411	diffulguro
d1412	diffulmino
d1413	diffundito
d1414	diffundo
d1418	diffutuo
d1423	digero
d1436	digladior
d1442	digno
d1443	dignoro
d1445	digredior
d1451	diiudico
d1463	dispendo
d1464	densesco
d1471	domino
d1554	diiugo
d1556	dilabor
d1558	dilacero
d1559	dilamino
d1560	dilancino
d1561	dilanio
d1564	dilapido
d1566	dilargior
d1572	dilato
d1575	dilaudo
d1579	dilido
d1581	diligo
d1582	diliquesco
d1585	dilorico
d1587	diluceo
d1587_sc	dilucesco
d1588	dilucido
d1590	diluculat
d1593	diluo
d1596	diluuio
d1601	dimadesco
d1602	dimano
d1606	dimetior
d1607	dimeto
d1610	dimico
d1613	dimidio
d1615	diminuo
d1620	dimitto
d1621	dimoueo
d1623	dinosco
d1624	dinoto
d1626	dinumero
d1644	diphthongo
d1661	dirado
d1663	dirapio
d1676	diribeo
d1680	dirigo
d1681	dirimo
d1682	diripio
d1684	dirumpo
d1685	diruo
d1690	disamo
d1692	discapedino
d1693	discarico
d1694	discaueo
d1695	discedo
d1700	discepto
d1703	discerno
d1704	discerpo
d1708	discerto
d1712	discido
d1713	discindo
d1714	discingo
d1721	discito
d1722	discludo
d1724	disco
d1731	disconduco
d1732	disconuenio
d1733	discooperio
d1735	discoquo
d1741	discordo
d1744	discorio
d1747	discredo
d1749	discrepito
d1750	discrepo
d1751	discresco
d1757	discribo
d1764	discrimino
d1766	discrucio
d1768	disculcio
d1769	discumbo
d1771	discupio
d1772	discurro
d1777	discurso
d1782	discutio
d1791	disglutino
d1792	disgrego
d1794	dishiasco
d1795	disicio
d1796	disiecto
d1800	disiungo
d1805	dispalesco
d1806	dispalo
d1807	dispando
d1808	dispango
d1810	disparasco
d1812	dispareo
d1815	disparo
d1817	dispateo
d1818	dispeciscor
d1821	dispello
d1831	dispenso
d1832	dispercutio
d1833	disperdo
d1834	dispereo
d1835	dispergo
d1836	disperno
d1839	dispertio
d1841	dispesco
d1842	dispicio
d1843	displano
d1844	displiceo
d1845	displico
d1846	displodo
d1850	dispono
d1854	dispudet
d1855	dispuluero
d1858	dispungo
d1865	disputo
d1866	disquiro
d1868	disraro
d1870	dissaepio
d1872	dissauio
d1873	disseco
d1876	dissemino
d1879	dissentio
d1881	disseparo
d1883	dissereno
d1884	dissero
d1885	dissero
d1886	dissero
d1887	disserpo
d1893	disserto
d1895	dissideo
d1898	dissido
d1899	dissigillo
d1902	dissigno
d1903	dissilio
d1910	dissimulo
d1915	dissipo
d1920	dissocio
d1922	dissoluo
d1926	dissono
d1931	dissuadeo
d1937	dissulto
d1938	dissuo
d1939	distabesco
d1940	distaedet
d1945	distempero
d1946	distendo
d1951	distermino
d1953	disterno
d1954	distero
d1955	distexo
d1957	distimulo
d1961	distinguo
d1963	distineo
d1964	disto
d1965	distorqueo
d1971	distraho
d1973	distribuo
d1981	distringo
d1982	distrigulo
d1983	distrunco
d1985	disturbo
d1988	disulco
d1992	ditesco
d1997	ditifico
d2000	dito
d2005	diuagor
d2007	diuarico
d2008	diuaro
d2009	diuasto
d2010	diuello
d2011	diuendo
d2012	diuentilo
d2022	diuerto
d2024	diuexo
d2029	diuido
d2039	diuino
d2046	diuito
d2048	diuoluo
d2053	diurno
d2063	diuulgo
d2066	do
d2067	doceo
d2079	doctito
d2088	documento
d2102	dogmatizo
d2113	doleo
d2122	dolito
d2124	dolo
d2151	dominor
d2153	domio
d2156	domito
d2161	domo
d2178	donifico
d2179	dono
d2184	dormio
d2184_sc	dormisco
d2188	dormito
d2200	doto
d2205	drachumisso
d2224	drenso
d2228	drindro
d2238	dropaco
d2262	dubito
d2264	dubo
d2279	duco
d2285	ductito
d2286	ducto
d2298	dulcesco
d2302	dulcifico
d2314	dulco
d2319	dumesco
d2376	duplico
d2378	duplo
d2389	dureo
d2389_sc	duresco
d2400	duro
d2427	deferuefio
d2428	deponefio
d2431	deluo
d7012	diuerbero
d7013	diuergo
d7315	dulcoro
d8008	despicor
d8009	despico
d8515	delato
d9262	deculto
d9295	decutio
d9322	dedomo
d9462	dehibeo
d9508	delatro
d9510	delauo
d9646	demollio
d9761	departio
d9772	depelliculor
d9874	depudet
d9875	defloresco
d9892	deferuo
e0006	ebibo
e0008	ebito
e0009	eblandior
e0016	ebrio
e0023	ebullio
e0075	edecimo
e0076	edento
e0081	edico
e0084	edicto
e0085	edisco
e0086	edissero
e0090	edisserto
e0094	edo
e0095	edo
e0097	edoceo
e0098	edolo
e0099	edomito
e0100	edomo
e0101	edormio
e0101_sc	edormisco
e0105	educo
e0106	educo
e0109	edulco
e0111	eduresco
e0112	eduro
e0118	effascino
e0121	effecundo
e0123	effemino
e0124	effero
e0125	effercio
e0127	effero
e0130	efferuo
e0130_sc	efferuesco
e0132	effeto
e0139	efficio
e0140	effio
e0142	effico
e0145	effigio
e0147	effindo
e0148	effingo
e0152	efflagito
e0154	effleo
e0156	efflicto
e0157	effligo
e0158	efflo
e0159	effloreo
e0159_sc	effloresco
e0160	effluo
e0160_sc	effluesco
e0165	effodio
e0166	effoedo
e0167	effor
e0168	efforo
e0175	effreno
e0176	effrico
e0177	effringo
e0178	effrondesco
e0180	effrutico
e0182	effugio
e0185	effugo
e0186	effulgo
e0188	effulguro
e0191	effumigo
e0192	effumo
e0193	effundo
e0195	effuso
e0200	effutio
e0201	effutuo
e0202	egelido
e0204	egelo
e0207	egeo
e0209	egermino
e0210	egero
e0216	egigno
e0221	egredior
e0225	egurgito
e0231	eiaculo
e0232	eicio
e0237	eiulo
e0242	eiuro
e0244	elabor
e0246	elaboro
e0249	elactesco
e0254	elambo
e0256	elanguesco
e0258	elapido
e0259	elaqueo
e0260	elargior
e0266	elato
e0267	elatro
e0268	elaudo
e0269	elauo
e0276	electo
e0292	elego
e0299	elentesco
e0316	eleuo
e0318	elibero
e0319	elicio
e0320	elido
e0321	eligo
e0324	elimino
e0325	elimo
e0326	elimpido
e0327	elingo
e0330	elinguo
e0331	elino
e0333	eliquesco
e0334	eliquo
e0338	elixo
e0345	elleboro
e0350	eloco
e0355	elogio
e0357	elonginquo
e0358	elongo
e0360	eloquor
e0363	eluceo
e0363_sc	elucesco
e0364	elucido
e0366	elucifico
e0368	eluctor
e0369	elucubro
e0371	eludificor
e0372	eludo
e0373	elugeo
e0376	eluo
e0378	elusco
e0380	elutrio
e0383	eluxurior
e0387	emacero
e0388	emacesco
e0389	emacio
e0391	emacresco
e0392	emaculo
e0394	emadesco
e0398	emancipo
e0399	emanco
e0400	emaneo
e0401	emano
e0404	emarcesco
e0406	emargino
e0408	emasculo
e0409	ematuresco
e0433	emeditor
e0434	emedullo
e0442	emendico
e0443	emendo
e0445	ementior
e0447	emeo
e0448	emercor
e0449	emereo
e0450	emergo
e0453	emetior
e0454	emeto
e0457	emico
e0459	emigro
e0461	emineo
e0463	eminiscor
e0465	eminor
e0469	emiror
e0475	emitesco
e0476	emitigo
e0477	emitto
e0479	emo
e0480	emoderor
e0481	emodulor
e0483	emolior
e0484	emollesco
e0485	emollio
e0486	emolo
e0489	emoneo
e0490	emorior
e0494	emoueo
e0506	emplastro
e0521	emptito
e0525	empturio
e0528	emugio
e0529	emulceo
e0531	emulgeo
e0535	emundo
e0536	emungo
e0537	emunio
e0538	emusco
e0541	emuto
e0553	enarro
e0554	enascor
e0557	enato
e0558	enauigo
e0560	encaenio
e0587	eneco
e0595	eniteo
e0595_sc	enitesco
e0596	enitor
e0609	eno
e0613	enodo
e0617	enotesco
e0619	enoto
e0640	enubilo
e0641	enubo
e0643	enucleo
e0644	enudo
e0646	enumero
e0647	enundino
e0651	enuntio
e0653	enutrio
e0655	eo
e0660	exardesco
e0661	exolesco
e0663	experiscor
e0664	elimo
e0666	euito
e0668	extento
e0681	epasco
e0717	epicurizo
e0790	epitomo
e0809	epoto
e0817	epulo
e0829	equio
e0838	equito
e0841	equor
e0846	eradico
e0847	erado
e0851	ercisco
e0854	eremigo
e0859	erepo
e0861	erepto
e0884	erigo
e0892	eripio
e0899	eriuo
e0902	erodo
e0907	erogito
e0908	erogo
e0925	erro
e0929	erubeo
e0929_sc	erubesco
e0932	eructo
e0933	eructuo
e0934	erudero
e0936	erudio
e0943	erugo
e0944	erugo
e0946	erumpo
e0948	eruncino
e0949	erunco
e0950	eruo
e0971	escendo
e0978	esco
e0982	esito
e0983	esolido
e0993	esurio
e1019	euacuo
e1020	euado
e1023	euagino
e1024	euago
e1025	eualesco
e1027	euallo
e1028	euallo
e1029	euanesco
e1035	euangelizo
e1036	euanno
e1039	euaporo
e1041	euasto
e1053	euecto
e1054	eueho
e1055	euelo
e1056	euello
e1057	euenio
e1058	euentilo
e1059	euenusto
e1060	euerbero
e1063	euergo
e1067	euerro
e1069	euerso
e1072	euerto
e1073	euestigo
e1084	euibro
e1088	euideor
e1089	euigesco
e1091	euigilo
e1092	euigoro
e1093	euilesco
e1094	euincio
e1095	euinco
e1097	euiresco
e1098	euiro
e1099	euiscero
e1102	euito
e1110	eunuchizo
e1111	eunucho
e1117	euoco
e1119	euolito
e1120	euolo
e1123	euoluo
e1124	euomo
e1163	euulgo
e1168	exabundo
e1169	exabutor
e1172	exacerbesco
e1174	exaceruo
e1175	exacesco
e1176	exacisclo
e1181	exacuo
e1186	exaedifico
e1188	exaequo
e1191	exaestuo
e1194	exaggero
e1197	exagito
e1200	exalapo
e1201	exalbesco
e1203	exalbo
e1207	exalto
e1210	exambio
e1211	exambulo
e1217	examino
e1218	examplexor
e1219	examurgo
e1221	exancillor
e1223	exanclo
e1229	exanimo
e1231	exaperio
e1232	exapto
e1234	exaquesco
e1237	exardeo
e1239	exhareno
e1240	exareo
e1240_sc	exaresco
e1242	exarmo
e1243	exaro
e1247	exasceo
e1250	exaspero
e1254	exauctoro
e1256	exaudio
e1259	exaugeo
e1261	exauguro
e1263	exauspico
e1264	exballisto
e1266	exbromo
e1269	excaeco
e1270	excalceo
e1273	excaldo
e1274	excalesco
e1275	excalefacio
e1278	excandefacio
e1279	excandesco
e1280	excanto
e1281	excarnifico
e1282	excastro
e1284	excatarisso
e1286	excauo
e1287	excedo
e1288	excello
e1295	excepto
e1299	excerebro
e1300	excerno
e1301	excerpo
e1307	excido
e1308	excido
e1309	excieo
e1311	excipio
e1322	excito
e1326	exclamito
e1327	exclamo
e1328	exclaro
e1329	excludo
e1333	excodico
e1346	excogito
e1348	excolo
e1349	excolo
e1350	excomedo
e1352	exconcinno
e1354	excondo
e1355	excommunico
e1360	excoquo
e1361	excordo
e1362	excorio
e1365	excortico
e1366	excratio
e1368	excremo
e1369	excrepo
e1370	excresco
e1371	excribello
e1375	excrucio
e1384	excubo
e1385	excudo
e1387	exculco
e1389	excuneo
e1391	excurio
e1392	excurro
e1396	excurso
e1406	excuso
e1410	excutio
e1411	exdorsuo
e1416	exedo
e1427	exemplo
e1432	exentero
e1433	exeo
e1434	exerco
e1443	exercito
e1447	exerro
e1448	exerugo
e1450	exsum
e1452	exfibulo
e1453	exfolio
e1455	exfundo
e1457	exhalo
e1458	exhaurio
e1460	exhausto
e1462	exherbo
e1465	exheredito
e1466	exheredo
e1468	exhibeo
e1473	exhilaro
e1475	exhonoro
e1476	exhorreo
e1476_sc	exhorresco
e1483	exhorto
e1484	exhumoro
e1486	exignesco
e1487	exigo
e1497	eximo
e1498	exinanio
e1502	exinfulo
e1506	existimo
e1512	exiuro
e1514	exmucco
e1516	exobruo
e1517	exobsecro
e1521	exoculo
e1526	exoleo
e1531	exonero
e1533	exopinisso
e1535	exopto
e1547	exorcizo
e1549	exordior
e1551	exorior
e1553	exorno
e1556	exoro
e1560	exosculor
e1561	exosso
e1566	expalleo
e1566_sc	expallesco
e1569	expallio
e1570	expalmo
e1571	expalpo
e1572	expando
e1573	expauefio
e1577	expatesco
e1579	expatro
e1581	expauefacio
e1582	expaueo
e1582_sc	expauesco
e1584	expectoro
e1588	expedio
e1591	expeiuro
e1592	expello
e1593	expendo
e1594	expenso
e1595	experdo
e1596	expergefacio
e1597	expergefio
e1598	expergifico
e1600	expergisco
e1601	expergo
e1604	experio
e1609	expetesso
e1612	expeto
e1620	expilo
e1621	expingo
e1622	expinso
e1623	expio
e1624	expiscor
e1630	explano
e1631	explanto
e1633	expleo
e1641	explico
e1642	explodo
e1647	exploro
e1649	expolio
e1652	expompo
e1653	expono
e1654	exporrigo
e1656	exporto
e1657	exposco
e1664	expostulo
e1668	exprimo
e1675	exprobro
e1676	expromitto
e1677	expromo
e1678	exprompto
e1679	expropero
e1680	expropitio
e1688	expugno
e1691	expulso
e1694	expumico
e1698	expungo
e1700	expurgo
e1701	exputesco
e1702	exputo
e1703	exquiro
e1708	exsacrifico
e1709	exsaeuio
e1712	exsanio
e1713	exsarcio
e1714	exsatio
e1717	exsaturo
e1718	exscalpo
e1719	exscindo
e1724	exscreo
e1725	exscribo
e1726	exsculpo
e1729	exseco
e1736	exsecro
e1745	exsequior
e1746	exsiccesco
e1747	exsequor
e1748	exsero
e1749	exserto
e1750	exsibilo
e1752	exilior
e1753	exsicco
e1754	exsigno
e1755	exsilio
e1756	exsimulo
e1757	exsinuo
e1759	exsoluo
e1762	exsono
e1763	exsorbeo
e1764	exsordesco
e1766	exspatio
e1771	exspecto
e1772	exspergo
e1774	exspiro
e1775	exsplendesco
e1778	exspolio
e1780	exspumo
e1781	exspuo
e1782	exsquamo
e1784	exsterno
e1785	exstillo
e1787	exstimulo
e1791	exstinguo
e1794	exstirpo
e1795	exsisto
e1799	exstruo
e1801	exsuco
e1804	exsudo
e1805	exsufflo
e1806	exsugo
e1812	exsulto
e1814	exsumptuo
e1819	exsupero
e1820	exsuppuro
e1821	exsurdo
e1822	exsurgo
e1825	exsuscito
e1827	extabesco
e1834	extendo
e1840	extento
e1843	extenuo
e1845	exterebro
e1846	extergo
e1852	extermino
e1855	extero
e1857	exterreo
e1859	extexo
e1861	extimesco
e1862	extimo
e1864	extollo
e1865	extorno
e1866	extorpeo
e1866_sc	extorpesco
e1867	extorqueo
e1868	extorreo
e1873	extracludo
e1875	extraho
e1879	extraneo
e1885	extrico
e1888	extro
e1890	extrudo
e1892	extubero
e1894	extumeo
e1894_sc	extumesco
e1896	extundo
e1897	exturbo
e1898	exturpo
e1899	extussio
e1901	exubero
e1903	exuibrisso
e1909	exulcero
e1910	exulo
e1911	exululo
e1913	exundo
