flexeme	lexeme	lila_lemma	wikibase_entry
c4141_2759	c4141	96717	L2615
c4162_2760	c4162	96738	L2616
c4162_2761	c4162	96738	L2617
c4162_2762	c4162	96738	L2618
c4190_2763	c4190	96769	L2619
c4220_2764	c4220	96802	L2620
c4226_2765	c4226	96809	L2621
c4238_2766	c4238	96822	L2622
c4247_2768	c4247	96832	L2623
c4249_2769	c4249	96834	L2624
c4254_2770	c4254	96839	L2625
c4268_2771	c4268	96858	L2626
c4268_2772	c4268	96858	L2627
c4279_2773	c4279	96869	L2628
c4279_2774	c4279	96869	L2629
c4287_2775	c4287	96878	L2630
c4290_2776	c4290	96881	L2631
c4290_2777	c4290	96881	L2632
c4297_2778	c4297	96888	L2633
c4301_2779	c4301	96892	L2634
c4304_2780	c4304	96895	L2635
c4307_2781	c4307	96898	L2636
c4322_2782	c4322	96916	L2637
c4324_2783	c4324	96918	L2638
c4331_2784	c4331	96925	L2639
c4344_2785	c4344	96939	L2640
c4347_2786	c4347	96943	L2641
c4354_2787	c4354	96951	L2642
c4359_2788	c4359	96957	L2643
c4367_2789	c4367	96965	L2644
c4367_2790	c4367	96965	L2645
c4369_2791	c4369	96967	L2646
c4370_2792	c4370	96968	L2647
c4373_2793	c4373	96971	L2648
c4390_2794	c4390	96990	L2649
c4390_2795	c4390	96990	L2650
c4390_2796	c4390	96990	L2651
c4390_2797	c4390	96990	L2652
c4396_2798	c4396	96997	L2653
c4397_2799	c4397	96998	L2654
c4412_2800	c4412	97016	L2655
c4414_2801	c4414	97018	L2656
c4418_2802	c4418	97022	L2657
c4430_2803	c4430	97037	L2658
c4433_2804	c4433	97040	L2659
c4439_2805	c4439	97046	L2660
c4442_2806	c4442	97049	L2661
c4445_2807	c4445	97052	L2662
c4449_2808	c4449	97056	L2663
c4453_2809	c4453	97060	L2664
c4465_2810	c4465	97074	L2665
c4491_2811	c4491	97105	L2666
c4494_2812	c4494	97109	L2667
c4496_2813	c4496	97111	L2668
c4496_2814	c4496	97111	L2669
c4504_2815	c4504	97121	L2670
c4521_2816	c4521	97139	L2671
c4524_2817	c4524	97142	L2672
c4524_2818	c4524	97142	L2673
c4559_2819	c4559	97179	L2674
c4561_2820	c4561	97182	L2675
c4565_2821	c4565	97186	L2676
c4566_2822	c4566	97187	L2677
c4568_2823	c4568	97189	L2678
c4594_2824	c4594	97219	L2679
c4594_2825	c4594	97219	L2680
c4604_2826	c4604	97229	L2681
c4622_2827	c4622	97249	L2682
c4622_2828	c4622	97248	L2683
c4622_2829	c4622	97248	L2684
c4626_2830	c4626	97253	L2685
c4639_2831	c4639	97269	L2686
c4656_2832	c4656	97287	L2687
c4656_2833	c4656	97287	L2688
c4657_2834	c4657	97288	L2689
c4659_2835	c4659	97290	L2690
c4673_2836	c4673	97304	L2691
c4699_2837	c4699	97334	L2692
c4704_2838	c4704	97339	L2693
c4706_2839	c4706	97341	L2694
c4706_2840	c4706	97341	L2695
c4706_2841	c4706	97341	L2696
c4706_2842	c4706	97341	L2697
c4706_2843	c4706	97341	L2698
c4706_2844	c4706	97341	L2699
c4712_2849	c4712	97348	L2700
c4720_2852	c4720	97356	L2701
c4721_2853	c4721	97357	L2702
c4726_2854	c4726	97362	L2703
c4733_2855	c4733	97369	L2704
c4736_2856	c4736	97372	L2705
c4743_2857	c4743	97380	L2706
c4747_2858	c4747	97384	L2707
c4755_2859	c4755	97393	L2708
c4755_2860	c4755	97393	L2709
c4769_2861	c4769	97408	L2710
c4798_2862	c4798	97441	L2711
c4812_2863	c4812	97455	L2712
c4812_2864	c4812	97455	L2713
c4816_2865	c4816	97459	L2714
c4816_2866	c4816	97459	L2715
c4820_2867	c4820	97463	L2716
c4820_2868	c4820	97463	L2717
c4835_2869	c4835	97480	L2718
c4857_2870	c4857	97506	L2719
c4858_2871	c4858	97507	L2720
c4859_2872	c4859	97508	L2721
c4860_2873	c4860	97509	L2722
c4864_2874	c4864	97513	L2723
c6143_2875	c6143	97526	L2724
c6524_2876	c6524	97533	L2725
c6524_2877	c6524	97533	L2726
c6528_2878	c6528	97537	L2727
c6529_2879	c6529	97538	L2728
c6643_2880	c6643	97546	L2729
c6657_2881	c6657	97551	L2730
c7058_2882	c7058	97555	L2731
c7058_2883	c7058	97555	L2732
c7146_2884	c7146	97558	L2733
c7146_2885	c7146	97558	L2734
c7146_2886	c7146	97559	L2735
c7250_2887	c7250	97566	L2736
c7604_2888	c7604	97587	L2737
c7677_2889	c7677	97589	L2738
c7886_2890	c7886	97596	L2739
c7886_2891	c7886	97596	L2740
c7886_2892	c7886	97596	L2741
c7886_2893	c7886	97596	L2742
c7887_2894	c7887	97597	L2743
c7887_2895	c7887	97597	L2744
c7890_2896	c7890	97600	L2745
c7890_2897	c7890	97600	L2746
c8040_2898	c8040	97606	L2747
c8796_2899	c8796	97619	L2748
c9704_2900	c9704	97646	L2749
c9704_2901	c9704	97646	L2750
c9704_2902	c9704	97646	L2751
d0035_2903	d0035	97894	L2752
d0038_2904	d0038	97897	L2753
d0038_2905	d0038	97897	L2754
d0051_2906	d0051	97910	L2755
d0066_2907	d0066	97926	L2756
d0073_2908	d0073	97934	L2757
d0075_2909	d0075	97936	L2758
d0076_2910	d0076	97937	L2759
d0080_2911	d0080	97941	L2760
d0084_2912	d0084	97945	L2761
d0085_2913	d0085	97946	L2762
d0086_2914	d0086	97947	L2763
d0087_2915	d0087	97948	L2764
d0088_2916	d0088	97949	L2765
d0089_2917	d0089	97950	L2766
d0090_2918	d0090	97951	L2767
d0090_2919	d0090	97951	L2768
d0093_2921	d0093	97954	L2769
d0095_2922	d0095	97957	L2770
d0096_2923	d0096	97958	L2771
d0100_2924	d0100	97962	L2772
d0101_2925	d0101	97963	L2773
d0102_2926	d0102	97964	L2774
d0106_2927	d0106	97969	L2775
d0110_2928	d0110	97973	L2776
d0111_2929	d0111	97974	L2777
d0112_2930	d0112	97975	L2778
d0114_2931	d0114	97977	L2779
d0115_2932	d0115	97978	L2780
d0118_2933	d0118	97981	L2781
d0120_2934	d0120	97983	L2782
d0124_2935	d0124	97987	L2783
d0128_2936	d0128	97992	L2784
d0130_2937	d0130	97994	L2785
d0132_2938	d0132	97996	L2786
d0135_2939	d0135	97999	L2787
d0141_2940	d0141	98006	L2788
d0142_2941	d0142	98007	L2789
d0143_2942	d0143	98008	L2790
d0154_2943	d0154	98022	L2791
d0171_2944	d0171	98040	L2792
d0177_2945	d0177	98047	L2793
d0178_2947	d0178	98048	L2794
d0178_2948	d0178	98048	L2795
d0182_2949	d0182	98053	L2796
d0188_2951	d0188	98059	L2797
d0189_2952	d0189	98060	L2798
d0199_2953	d0199	98071	L2799
d0199_2954	d0199	98071	L2800
d0201_2956	d0201	98073	L2801
d0202_2957	d0202	98074	L2802
d0204_2958	d0204	98077	L2803
d0206_2959	d0206	98079	L2804
d0211_2960	d0211	98085	L2805
d0212_2961	d0212	98086	L2806
d0216_2962	d0216	98090	L2807
d0220_2963	d0220	98094	L2808
d0224_2964	d0224	98101	L2809
d0228_2965	d0228	98105	L2810
d0229_2966	d0229	98106	L2811
d0232_2967	d0232	98109	L2812
d0235_2968	d0235	98112	L2813
d0236_2969	d0236	98113	L2814
d0238_2970	d0238	98116	L2815
d0238_2971	d0238	98116	L2816
d0238_2972	d0238	98115	L2817
d0238_2973	d0238	98116	L2818
d0243_2974	d0243	98124	L2819
d0245_2975	d0245	98126	L2820
d0247_2976	d0247	98128	L2821
d0252_2977	d0252	98133	L2822
d0254_2978	d0254	98135	L2823
d0259_2979	d0259	98140	L2824
d0260_2980	d0260	98141	L2825
d0261_2981	d0261	98142	L2826
d0264_2982	d0264	98145	L2827
d0265_2983	d0265	98146	L2828
d0265_2984	d0265	98146	L2829
d0267_2985	d0267	98148	L2830
d0274_2986	d0274	98156	L2831
d0279_2987	d0279	98161	L2832
d0283_2989	d0283	98165	L2833
d0293_2990	d0293	98177	L2834
d0293_2991	d0293	98177	L2835
d0295_2992	d0295	98179	L2836
d0296_2993	d0296	98180	L2837
d0303_2995	d0303	98187	L2838
d0311_2996	d0311	98197	L2839
d0313_2997	d0313	98200	L2840
d0314_2998	d0314	98201	L2841
d0318_2999	d0318	98205	L2842
d0319_3000	d0319	98206	L2843
d0320_3001	d0320	98207	L2844
d0322_3002	d0322	98209	L2845
d0323_3003	d0323	98210	L2846
d0330_3004	d0330	98219	L2847
d0330_3005	d0330	98219	L2848
d0333_3006	d0333	98222	L2849
d0333_3007	d0333	98222	L2850
d0334_3008	d0334	98223	L2851
d0334_3009	d0334	98223	L2852
d0334_3010	d0334	98223	L2853
d0341_3011	d0341	98230	L2854
d0342_3012	d0342	98231	L2855
d0347_3013	d0347	98236	L2856
d0356_3014	d0356	98245	L2857
d0358_3015	d0358	98247	L2858
d0362_3016	d0362	98252	L2859
d0363_3020	d0363	98253	L2860
d0365_3021	d0365	98255	L2861
d0365_3022	d0365	98255	L2862
d0366_3023	d0366	98256	L2863
d0366_3024	d0366	98256	L2864
d0367_3025	d0367	98257	L2865
d0368_3026	d0368	98258	L2866
d0368_3027	d0368	98258	L2867
d0369_3029	d0369	98259	L2868
d0370_3030	d0370	98260	L2869
d0371_3031	d0371	98261	L2870
d0372_3032	d0372	98262	L2871
d0372_3033	d0372	98262	L2872
d0372_3034	d0372	98262	L2873
d0377_3035	d0377	98267	L2874
d0378_3036	d0378	98268	L2875
d0380_3037	d0380	98270	L2876
d0380_3038	d0380	98270	L2877
d0380_3039	d0380	98270	L2878
d0381_3040	d0381	98271	L2879
d0382_3041	d0382	98272	L2880
d0383_3042	d0383	98273	L2881
d0386_3043	d0386	98276	L2882
d0387_3044	d0387	98277	L2883
d0390_3045	d0390	98280	L2884
d0390_3046	d0390	98281	L2885
d0391_3047	d0391	98282	L2886
d0392_3048	d0392	98283	L2887
d0396_3049	d0396	98287	L2888
d0403_3050	d0403	98294	L2889
d0404_3051	d0404	98295	L2890
d0408_3052	d0408	98299	L2891
d0408_3053	d0408	98299	L2892
d0409_3054	d0409	98300	L2893
d0413_3055	d0413	98304	L2894
d0413_3056	d0413	98304	L2895
d0414_3057	d0414	98305	L2896
d0415_3058	d0415	98306	L2897
d0416_3059	d0416	98307	L2898
d0418_3060	d0418	98309	L2899
d0419_3061	d0419	98310	L2900
d0420_3062	d0420	98311	L2901
d0422_3063	d0422	98314	L2902
d0425_3064	d0425	98318	L2903
d0426_3065	d0426	98319	L2904
d0427_3066	d0427	98320	L2905
d0430_3067	d0430	98323	L2906
d0431_3068	d0431	98324	L2907
d0432_3069	d0432	98325	L2908
d0434_3070	d0434	98327	L2909
d0436_3071	d0436	98329	L2910
d0438_3072	d0438	98331	L2911
d0439_3073	d0439	98332	L2912
d0440_3074	d0440	98333	L2913
d0441_3075	d0441	98334	L2914
d0442_3076	d0442	98336	L2915
d0442_3077	d0442	98335	L2916
d0443_3078	d0443	98337	L2917
d0444_3079	d0444	98338	L2918
d0444_3080	d0444	98338	L2919
d0445_3081	d0445	98339	L2920
d0445_3082	d0445	98339	L2921
d0447_3083	d0447	98341	L2922
d0449_3085	d0449	98343	L2923
d0450_3086	d0450	98344	L2924
d0451_3087	d0451	98345	L2925
d0453_3088	d0453	98347	L2926
d0454_3089	d0454	98348	L2927
d0456_3090	d0456	98350	L2928
d0457_3091	d0457	98351	L2929
d0460_3092	d0460	98354	L2930
d0461_3093	d0461	98355	L2931
d0462_3094	d0462	98356	L2932
d0462_3095	d0462	98356	L2933
d0462_3096	d0462	98356	L2934
d0464_3097	d0464	98358	L2935
d0468_3098	d0468	98362	L2936
d0470_3099	d0470	98364	L2937
d0475_3100	d0475	98370	L2938
d0476_3101	d0476	98371	L2939
d0478_3102	d0478	98373	L2940
d0481_3103	d0481	98376	L2941
d0484_3104	d0484	98380	L2942
d0484_3105	d0484	98380	L2943
d0486_3106	d0486	98382	L2944
d0491_3107	d0491	98387	L2945
d0497_3108	d0497	98394	L2946
d0499_3109	d0499	98396	L2947
d0500_3110	d0500	98397	L2948
d0502_3111	d0502	98399	L2949
d0503_3112	d0503	98400	L2950
d0504_3114	d0504	98401	L2951
d0505_3115	d0505	98402	L2952
d0508_3116	d0508	98405	L2953
d0508_3117	d0508	98405	L2954
d0509_3118	d0509	98406	L2955
d0510_3119	d0510	98407	L2956
d0511_3120	d0511	98408	L2957
d0512_3121	d0512	98410	L2958
d0514_3122	d0514	98412	L2959
d0518_3123	d0518	98418	L2960
d0523_3124	d0523	98425	L2961
d0526_3125	d0526	98428	L2962
d0526_3126	d0526	98428	L2963
d0526_3127	d0526	98428	L2964
d0526_3128	d0526	98428	L2965
d0526_3129	d0526	98428	L2966
d0526_3130	d0526	98428	L2967
d0529_3131	d0529	98431	L2968
d0536_3132	d0536	98438	L2969
d0536_3133	d0536	98438	L2970
d0543_3134	d0543	98446	L2971
d0544_3135	d0544	98447	L2972
d0546_3136	d0546	98449	L2973
d0547_3137	d0547	98450	L2974
d0553_3139	d0553	98459	L2975
d0556_3140	d0556	98463	L2976
d0558_3141	d0558	98465	L2977
d0563_3142	d0563	98470	L2978
d0563_3143	d0563	98470	L2979
d0564_3144	d0564	98471	L2980
d0566_3145	d0566	98473	L2981
d0567_3146	d0567	98474	L2982
d0569_3147	d0569	98476	L2983
d0569_3148	d0569	98476	L2984
d0570_3150	d0570	98477	L2985
d0570_3151	d0570	98477	L2986
d0571_3152	d0571	98478	L2987
d0573_3153	d0573	98480	L2988
d0574_3154	d0574	98481	L2989
d0577_3155	d0577	98484	L2990
d0577_3156	d0577	98484	L2991
d0582_3157	d0582	98489	L2992
d0582_3158	d0582	98489	L2993
d0582_3159	d0582	98489	L2994
d0584_3160	d0584	98491	L2995
d0585_3161	d0585	98492	L2996
d0585_3162	d0585	98492	L2997
d0589_3163	d0589	98496	L2998
d0596_3164	d0596	98506	L2999
d0597_3165	d0597	98508	L3000
d0598_3166	d0598	98509	L3001
d0600_3167	d0600	98511	L3002
d0601_3168	d0601	98512	L3003
d0604_3169	d0604	98515	L3004
d0605_3170	d0605	98516	L3005
d0606_3171	d0606	98517	L3006
d0609_3172	d0609	98520	L3007
d0611_3173	d0611	98522	L3008
d0615_3174	d0615	98526	L3009
d0620_3175	d0620	98531	L3010
d0621_3176	d0621	98532	L3011
d0622_3177	d0622	98533	L3012
d0623_3178	d0623	98535	L3013
d0624_3179	d0624	98536	L3014
d0626_3180	d0626	98538	L3015
d0628_3181	d0628	98540	L3016
d0630_3182	d0630	98542	L3017
d0632_3183	d0632	98544	L3018
d0633_3184	d0633	98545	L3019
d0636_3185	d0636	98548	L3020
d0639_3186	d0639	98551	L3021
d0640_3187	d0640	98552	L3022
d0641_3188	d0641	98553	L3023
d0644_3189	d0644	98557	L3024
d0644_3190	d0644	98557	L3025
d0644_3191	d0644	98557	L3026
d0644_3192	d0644	98557	L3027
d0653_3193	d0653	98568	L3028
d0655_3194	d0655	98570	L3029
d0656_3195	d0656	98571	L3030
d0657_3196	d0657	98572	L3031
d0658_3197	d0658	98573	L3032
d0660_3198	d0660	98575	L3033
d0661_3200	d0661	98576	L3034
d0662_3201	d0662	98577	L3035
d0662_3202	d0662	98577	L3036
d0663_3203	d0663	98578	L3037
d0665_3204	d0665	98580	L3038
d0666_3205	d0666	98581	L3039
d0667_3206	d0667	98582	L3040
d0671_3207	d0671	98586	L3041
d0672_3208	d0672	98587	L3042
d0673_3209	d0673	98588	L3043
d0677_3210	d0677	98593	L3044
d0678_3211	d0678	98594	L3045
d0679_3212	d0679	98595	L3046
d0680_3213	d0680	98596	L3047
d0681_3214	d0681	98597	L3048
d0690_3215	d0690	98606	L3049
d0694_3216	d0694	98610	L3050
d0699_3217	d0699	98615	L3051
d0701_3218	d0701	98617	L3052
d0704_3219	d0704	98620	L3053
d0708_3220	d0708	98624	L3054
d0710_3221	d0710	98626	L3055
d0711_3222	d0711	98627	L3056
d0727_3223	d0727	98644	L3057
d0731_3224	d0731	98648	L3058
d0731_3225	d0731	98648	L3059
d0734_3226	d0734	98651	L3060
d0736_3227	d0736	98653	L3061
d0741_3229	d0741	98658	L3062
d0741_3230	d0741	98658	L3063
d0741_3231	d0741	98658	L3064
d0743_3233	d0743	98660	L3065
d0744_3234	d0744	98661	L3066
d0745_3235	d0745	98662	L3067
d0746_3236	d0746	98663	L3068
d0747_3237	d0747	98664	L3069
d0748_3238	d0748	98665	L3070
d0751_3239	d0751	98668	L3071
d0755_3240	d0755	98672	L3072
d0758_3241	d0758	98675	L3073
d0759_3242	d0759	98676	L3074
d0760_3243	d0760	98677	L3075
d0762_3244	d0762	98679	L3076
d0765_3245	d0765	98682	L3077
d0765_3246	d0765	98682	L3078
d0767_3247	d0767	98684	L3079
d0769_3248	d0769	98686	L3080
d0771_3249	d0771	98689	L3081
d0772_3250	d0772	98690	L3082
d0773_3252	d0773	98691	L3083
d0774_3253	d0774	98692	L3084
d0775_3254	d0775	98693	L3085
d0778_3255	d0778	98696	L3086
d0780_3256	d0780	98698	L3087
d0782_3257	d0782	98700	L3088
d0785_3260	d0785	98703	L3089
d0789_3261	d0789	98708	L3090
d0790_3262	d0790	98709	L3091
d0792_3263	d0792	98711	L3092
d0793_3264	d0793	98712	L3093
d0796_3265	d0796	98715	L3094
d0797_3266	d0797	98716	L3095
d0798_3267	d0798	98717	L3096
d0799_3268	d0799	98718	L3097
d0800_3269	d0800	98719	L3098
d0802_3270	d0802	98721	L3099
d0807_3271	d0807	98726	L3100
d0810_3272	d0810	98729	L3101
d0811_3273	d0811	98730	L3102
d0811_3274	d0811	98730	L3103
d0812_3275	d0812	98731	L3104
d0812_3276	d0812	98731	L3105
d0815_3277	d0815	98734	L3106
d0816_3278	d0816	98735	L3107
d0817_3279	d0817	98736	L3108
d0818_3280	d0818	98737	L3109
d0820_3283	d0820	98739	L3110
d0824_3284	d0824	98744	L3111
d0828_3285	d0828	98749	L3112
d0829_3286	d0829	98750	L3113
d0829_3287	d0829	98750	L3114
d0836_3288	d0836	98758	L3115
d0837_3289	d0837	98759	L3116
d0840_3290	d0840	98763	L3117
d0842_3291	d0842	98765	L3118
d0846_3292	d0846	98769	L3119
d0855_3293	d0855	98780	L3120
d0856_3294	d0856	98781	L3121
d0856_3295	d0856	98781	L3122
d0861_3296	d0861	98786	L3123
d0861_3297	d0861	98786	L3124
d0862_3298	d0862	98787	L3125
d0863_3299	d0863	98788	L3126
d0864_3300	d0864	98789	L3127
d0865_3301	d0865	98790	L3128
d0869_3303	d0869	98794	L3129
d0871_3304	d0871	98796	L3130
d0874_3305	d0874	98799	L3131
d0875_3306	d0875	98800	L3132
d0878_3307	d0878	98803	L3133
d0880_3308	d0880	98805	L3134
d0882_3309	d0882	98808	L3135
d0884_3310	d0884	98810	L3136
d0888_3311	d0888	98814	L3137
d0890_3312	d0890	98816	L3138
d0891_3313	d0891	98817	L3139
d0891_3315	d0891	98818	L3140
d0891_3316	d0891	98818	L3141
d0892_3317	d0892	98819	L3142
d0893_3318	d0893	98820	L3143
d0893_3319	d0893	98820	L3144
d0893_3320	d0893	98820	L3145
d0897_3321	d0897	98824	L3146
d0898_3322	d0898	98825	L3147
d0900_3323	d0900	98827	L3148
d0902_3324	d0902	98830	L3149
d0902_sc_3325	d0902_sc	98831	L3150
d0902_sc_3326	d0902_sc	98831	L3151
d0903_3327	d0903	98832	L3152
d0912_3328	d0912	98843	L3153
d0912_3329	d0912	98843	L3154
d0913_3330	d0913	98844	L3155
d0918_3331	d0918	98850	L3156
d0919_3332	d0919	98851	L3157
d0920_3333	d0920	98852	L3158
d0921_3334	d0921	98853	L3159
d0923_3335	d0923	98855	L3160
d0924_3336	d0924	98856	L3161
d0924_3337	d0924	98856	L3162
d0925_3338	d0925	98857	L3163
d0925_3339	d0925	98857	L3164
d0926_3340	d0926	98858	L3165
d0929_3342	d0929	98861	L3166
d0930_3343	d0930	98862	L3167
d0930_3344	d0930	98862	L3168
d0930_3345	d0930	98862	L3169
d0930_3346	d0930	98862	L3170
d0933_3349	d0933	98865	L3171
d0934_3350	d0934	98866	L3172
d0934_3351	d0934	98866	L3173
d0936_3353	d0936	98868	L3174
d0936_3354	d0936	98868	L3175
d0936_3355	d0936	98868	L3176
d0937_3356	d0937	98869	L3177
d0942_3357	d0942	98874	L3178
d0943_3358	d0943	98875	L3179
d0945_3359	d0945	98877	L3180
d0945_3360	d0945	98877	L3181
d0945_3361	d0945	98877	L3182
d0948_3363	d0948	98880	L3183
d0950_3364	d0950	98882	L3184
d0951_3365	d0951	98883	L3185
d0952_3366	d0952	98884	L3186
d0957_3367	d0957	98889	L3187
d0962_3368	d0962	98894	L3188
d0963_3369	d0963	98895	L3189
d0968_3370	d0968	98900	L3190
d0973_3371	d0973	98905	L3191
d0973_3372	d0973	98905	L3192
d0976_3373	d0976	98908	L3193
d0977_3374	d0977	98909	L3194
d0977_3375	d0977	98909	L3195
d0977_3376	d0977	98909	L3196
d0978_3378	d0978	98910	L3197
d0978_3379	d0978	98910	L3198
d0980_3383	d0980	98912	L3199
d0981_3384	d0981	98913	L3200
d0983_3385	d0983	98915	L3201
d0988_3386	d0988	98921	L3202
d0989_3387	d0989	98922	L3203
d0992_3388	d0992	98925	L3204
d0996_3389	d0996	98929	L3205
d0999_3390	d0999	98932	L3206
d1002_3391	d1002	98935	L3207
d1003_3392	d1003	98936	L3208
d1007_3393	d1007	98940	L3209
d1008_3394	d1008	98941	L3210
d1011_3395	d1011	98944	L3211
d1011_3396	d1011	98944	L3212
d1012_3397	d1012	98945	L3213
d1012_3398	d1012	98945	L3214
d1015_3400	d1015	98948	L3215
d1017_3401	d1017	98950	L3216
d1018_3402	d1018	98951	L3217
d1020_3403	d1020	98953	L3218
d1020_3404	d1020	98953	L3219
d1021_3406	d1021	98954	L3220
d1022_3407	d1022	98955	L3221
d1023_3408	d1023	98956	L3222
d1025_3409	d1025	98958	L3223
d1025_3410	d1025	98958	L3224
d1026_3411	d1026	98959	L3225
d1030_3412	d1030	98963	L3226
d1032_3413	d1032	98965	L3227
d1035_3414	d1035	98968	L3228
d1036_3415	d1036	98969	L3229
d1038_3416	d1038	98971	L3230
d1043_3417	d1043	98976	L3231
d1044_3418	d1044	98977	L3232
d1047_3419	d1047	98980	L3233
d1050_3420	d1050	98983	L3234
d1050_sc_3421	d1050_sc	98984	L3235
d1050_sc_3422	d1050_sc	98984	L3236
d1051_3423	d1051	98985	L3237
d1052_3424	d1052	98986	L3238
d1053_3425	d1053	98987	L3239
d1053_3426	d1053	98987	L3240
d1055_3427	d1055	98989	L3241
d1056_3428	d1056	98990	L3242
d1057_3429	d1057	98991	L3243
d1061_3430	d1061	98996	L3244
d1062_3432	d1062	98997	L3245
d1063_3433	d1063	98998	L3246
d1065_3434	d1065	99000	L3247
d1068_3435	d1068	99003	L3248
d1071_3436	d1071	99006	L3249
d1072_3437	d1072	99007	L3250
d1073_3438	d1073	99008	L3251
d1077_3439	d1077	99012	L3252
d1079_3440	d1079	99014	L3253
d1080_3441	d1080	99016	L3254
d1080_3442	d1080	99015	L3255
d1083_3444	d1083	99019	L3256
d1088_3445	d1088	99024	L3257
d1089_3446	d1089	99025	L3258
d1091_3447	d1091	99027	L3259
d1097_3448	d1097	99033	L3260
d1098_3449	d1098	99034	L3261
d1099_3450	d1099	99035	L3262
d1100_3451	d1100	99036	L3263
d1101_3452	d1101	99037	L3264
d1101_3453	d1101	99037	L3265
d1102_3454	d1102	99038	L3266
d1104_3455	d1104	99040	L3267
d1105_3456	d1105	99041	L3268
d1106_3457	d1106	99042	L3269
d1107_3458	d1107	99043	L3270
d1108_3460	d1108	99044	L3271
d1111_3461	d1111	99047	L3272
d1115_3462	d1115	99051	L3273
d1115_3463	d1115	99051	L3274
d1116_3464	d1116	99052	L3275
d1119_3465	d1119	99055	L3276
d1120_3466	d1120	99056	L3277
d1120_3467	d1120	99056	L3278
d1122_3468	d1122	99058	L3279
d1126_3469	d1126	99062	L3280
d1127_3470	d1127	99063	L3281
d1128_3471	d1128	99064	L3282
d1129_3472	d1129	99065	L3283
d1130_3473	d1130	99066	L3284
d1133_3474	d1133	99069	L3285
d1134_3475	d1134	99070	L3286
d1135_3476	d1135	99071	L3287
d1136_3477	d1136	99072	L3288
d1137_3479	d1137	99073	L3289
d1138_3480	d1138	99074	L3290
d1139_3481	d1139	99075	L3291
d1140_3482	d1140	99076	L3292
d1141_3483	d1141	99077	L3293
d1143_3484	d1143	99079	L3294
d1144_3485	d1144	99080	L3295
d1144_3486	d1144	99080	L3296
d1145_3487	d1145	99081	L3297
d1147_3488	d1147	99083	L3298
d1147_3489	d1147	99083	L3299
d1153_3490	d1153	99089	L3300
d1153_3491	d1153	99089	L3301
d1154_3492	d1154	99090	L3302
d1155_3493	d1155	99091	L3303
d1160_3494	d1160	99096	L3304
d1160_sc_3495	d1160_sc	99097	L3305
d1161_3496	d1161	99098	L3306
d1162_3497	d1162	99099	L3307
d1164_3498	d1164	99101	L3308
d1165_3499	d1165	99102	L3309
d1168_3500	d1168	99105	L3310
d1170_3501	d1170	99107	L3311
d1172_3502	d1172	99110	L3312
d1174_3503	d1174	99112	L3313
d1175_3504	d1175	99113	L3314
d1176_3505	d1176	99114	L3315
d1177_3506	d1177	99115	L3316
d1183_3507	d1183	99122	L3317
d1189_3508	d1189	99128	L3318
d1190_3509	d1190	99129	L3319
d1191_3511	d1191	99130	L3320
d1197_3512	d1197	99136	L3321
d1325_3513	d1325	99275	L3322
d1328_3514	d1328	99279	L3323
d1349_3515	d1349	99301	L3324
d1349_3516	d1349	99301	L3325
d1350_3517	d1350	99302	L3326
d1350_3518	d1350	99302	L3327
d1358_3520	d1358	99313	L3328
d1363_3521	d1363	99318	L3329
d1365_3522	d1365	99320	L3330
d1368_3523	d1368	99323	L3331
d1371_3524	d1371	99326	L3332
d1372_3525	d1372	99327	L3333
d1374_3527	d1374	99329	L3334
d1383_3528	d1383	99339	L3335
d1384_3529	d1384	99340	L3336
d1386_3530	d1386	99342	L3337
d1388_3534	d1388	99344	L3338
d1392_3535	d1392	99348	L3339
d1393_3536	d1393	99349	L3340
d1394_3537	d1394	99350	L3341
d1397_3538	d1397	99353	L3342
d1399_3539	d1399	99355	L3343
d1400_3540	d1400	99356	L3344
d1402_3541	d1402	99358	L3345
d1403_3542	d1403	99359	L3346
d1404_3543	d1404	99360	L3347
d1405_3544	d1405	99361	L3348
d1408_3545	d1408	99364	L3349
d1408_3546	d1408	99364	L3350
d1408_3547	d1408	99364	L3351
d1409_3548	d1409	99365	L3352
d1411_3549	d1411	99367	L3353
d1412_3550	d1412	99368	L3354
d1413_3551	d1413	99369	L3355
d1414_3552	d1414	99370	L3356
d1418_3553	d1418	99374	L3357
d1423_3554	d1423	99383	L3358
d1436_3555	d1436	99398	L3359
d1442_3556	d1442	99405	L3360
d1443_3557	d1443	99406	L3361
d1445_3558	d1445	99408	L3362
d1451_3559	d1451	99414	L3363
d1463_3560	d1463	99426	L3364
d1464_3561	d1464	99427	L3365
d1471_3562	d1471	99433	L3366
d1554_3563	d1554	99435	L3367
d1556_3564	d1556	99437	L3368
d1558_3565	d1558	99439	L3369
d1559_3566	d1559	99440	L3370
d1560_3567	d1560	99441	L3371
d1561_3568	d1561	99442	L3372
d1564_3569	d1564	99445	L3373
d1566_3570	d1566	99447	L3374
d1566_3571	d1566	99447	L3375
d1572_3572	d1572	99453	L3376
d1575_3573	d1575	99457	L3377
d1579_3574	d1579	99461	L3378
d1581_3575	d1581	99463	L3379
d1582_3576	d1582	99464	L3380
d1585_3577	d1585	99467	L3381
d1587_3578	d1587	99469	L3382
d1587_sc_3579	d1587_sc	99470	L3383
d1588_3580	d1588	99471	L3384
d1593_3582	d1593	99476	L3385
d1596_3583	d1596	99481	L3386
d1601_3584	d1601	99485	L3387
d1602_3585	d1602	99486	L3388
