flexeme	lexeme	lila_lemma	wikibase_entry
h0127_5207	h0127	105183	L4922
h0127_5208	h0127	105183	L4923
h0147_5209	h0147	105207	L4924
h0147_5210	h0147	105207	L4925
h0147_5211	h0147	105207	L4926
h0158_5213	h0158	105219	L4927
h0158_sc_5214	h0158_sc	105220	L4928
h0163_5215	h0163	105225	L4929
h0203_5216	h0203	105270	L4930
h0203_5217	h0203	105270	L4931
h0203_5218	h0203	105270	L4932
h0274_5219	h0274	105352	L4933
h0274_sc_5220	h0274_sc	105353	L4934
h0276_5221	h0276	105355	L4935
h0283_5222	h0283	105362	L4936
h0290_5223	h0290	105369	L4937
h0295_5224	h0295	105375	L4938
h0351_5225	h0351	105441	L4939
h0358_5226	h0358	105450	L4940
h0365_5227	h0365	105459	L4941
h0380_5228	h0380	105476	L4942
h0381_5229	h0381	105477	L4943
h0381_5230	h0381	105477	L4944
h0385_5231	h0385	105481	L4945
h0397_5232	h0397	105492	L4946
h0397_5233	h0397	105492	L4947
h0402_5234	h0402	105497	L4948
h0404_5235	h0404	105499	L4949
h0410_5236	h0410	105505	L4950
h0449_5237	h0449	105546	L4951
h0449_5238	h0449	105546	L4952
h0451_5239	h0451	105548	L4953
h0451_5240	h0451	105548	L4954
h0460_5241	h0460	105558	L4955
h0475_5242	h0475	105577	L4956
h0485_5243	h0485	105589	L4957
h0485_5244	h0485	105589	L4958
h0537_5245	h0537	105644	L4959
h0544_5246	h0544	105653	L4960
h0548_5247	h0548	105658	L4961
h0565_5248	h0565	105674	L4962
h0569_5249	h0569	105679	L4963
h0569_5250	h0569	105678	L4964
h0580_5251	h0580	105692	L4965
h0586_5252	h0586	105698	L4966
h0586_sc_5253	h0586_sc	105699	L4967
h0596_5254	h0596	105711	L4968
h0599_5255	h0599	105714	L4969
h0614_5256	h0614	105728	L4970
h0614_5257	h0614	105727	L4971
h0614_5258	h0614	105727	L4972
h0626_5259	h0626	105744	L4973
h0638_5260	h0638	105756	L4974
h0648_5261	h0648	105764	L4975
h0653_5262	h0653	105769	L4976
h0654_5263	h0654	105770	L4977
h0657_5264	h0657	105773	L4978
h0659_5265	h0659	105775	L4979
h0660_5266	h0660	105776	L4980
h0723_5267	h0723	105842	L4981
h0723_5268	h0723	105842	L4982
h0724_5269	h0724	105843	L4983
h0726_5270	h0726	105845	L4984
h0727_5271	h0727	105846	L4985
h0952_5272	h0952	105965	L4986
h0952_5273	h0952	105965	L4987
h9162_5274	h9162	105973	L4988
i0002_5275	i0002	106000	L4989
i0003_5276	i0003	106001	L4990
i0012_5277	i0012	106010	L4991
i0013_5278	i0013	106011	L4992
i0021_5279	i0021	106021	L4993
i0057_5280	i0057	106061	L4994
i0057_5281	i0057	106062	L4995
i0097_5282	i0097	106106	L4996
i0113_5283	i0113	106122	L4997
i0113_5284	i0113	106122	L4998
i0117_5285	i0117	106126	L4999
i0117_5286	i0117	106126	L5000
i0117_5287	i0117	106126	L5001
i0121_5288	i0121	106130	L5002
i0123_5289	i0123	106132	L5003
i0125_5290	i0125	106134	L5004
i0125_5291	i0125	106134	L5005
i0141_5292	i0141	106153	L5006
i0141_5293	i0141	106153	L5007
i0153_5294	i0153	106165	L5008
i0155_5295	i0155	106168	L5009
i0160_5296	i0160	106173	L5010
i0162_5297	i0162	106175	L5011
i0162_5298	i0162	106175	L5012
i0176_5299	i0176	106190	L5013
i0176_5300	i0176	106190	L5014
i0177_5301	i0177	106191	L5015
i0177_5302	i0177	106191	L5016
i0182_5303	i0182	106197	L5017
i0182_5304	i0182	106197	L5018
i0186_5305	i0186	106201	L5019
i0186_5306	i0186	106201	L5020
i0192_5307	i0192	106207	L5021
i0192_5308	i0192	106207	L5022
i0192_5309	i0192	106207	L5023
i0193_5310	i0193	106208	L5024
i0193_5311	i0193	106208	L5025
i0195_5312	i0195	106210	L5026
i0195_5313	i0195	106210	L5027
i0201_5314	i0201	106216	L5028
i0201_5315	i0201	106216	L5029
i0207_5316	i0207	106224	L5030
i0207_5317	i0207	106224	L5031
i0211_5318	i0211	106228	L5032
i0211_5319	i0211	106228	L5033
i0213_5320	i0213	106230	L5034
i0213_5321	i0213	106230	L5035
i0215_5322	i0215	106232	L5036
i0215_5323	i0215	106232	L5037
i0226_5324	i0226	106243	L5038
i0226_5325	i0226	106243	L5039
i0229_5326	i0229	106246	L5040
i0229_5327	i0229	106246	L5041
i0232_5328	i0232	106249	L5042
i0232_5329	i0232	106249	L5043
i0235_5330	i0235	106252	L5044
i0235_5331	i0235	106252	L5045
i0238_5332	i0238	106255	L5046
i0238_5333	i0238	106255	L5047
i0242_5334	i0242	106259	L5048
i0242_5335	i0242	106259	L5049
i0245_5336	i0245	106262	L5050
i0245_5337	i0245	106262	L5051
i0245_5339	i0245	106263	L5052
i0245_5340	i0245	106262	L5053
i0245_5341	i0245	106262	L5054
i0245_5343	i0245	106263	L5055
i0247_5344	i0247	106265	L5056
i0247_5345	i0247	106265	L5057
i0256_5346	i0256	106274	L5058
i0256_5347	i0256	106274	L5059
i0258_5348	i0258	106276	L5060
i0258_5349	i0258	106276	L5061
i0258_sc_5350	i0258_sc	106277	L5062
i0258_sc_5351	i0258_sc	106277	L5063
i0259_5352	i0259	106278	L5064
i0259_5353	i0259	106278	L5065
i0261_5354	i0261	106280	L5066
i0261_5355	i0261	106280	L5067
i0262_5356	i0262	106281	L5068
i0262_5357	i0262	106281	L5069
i0264_5358	i0264	106283	L5070
i0264_5359	i0264	106283	L5071
i0268_5360	i0268	106287	L5072
i0268_5361	i0268	106287	L5073
i0281_5362	i0281	106303	L5074
i0281_5363	i0281	106303	L5075
i0293_5364	i0293	106317	L5076
i0298_5365	i0298	106322	L5077
i0298_5366	i0298	106322	L5078
i0300_5367	i0300	106324	L5079
i0300_5368	i0300	106324	L5080
i0306_5369	i0306	106333	L5081
i0306_5370	i0306	106333	L5082
i0307_5371	i0307	106334	L5083
i0307_5372	i0307	106334	L5084
i0309_5373	i0309	106336	L5085
i0309_5374	i0309	106336	L5086
i0315_5375	i0315	106342	L5087
i0320_5376	i0320	106347	L5088
i0324_5377	i0324	106351	L5089
i0324_5378	i0324	106351	L5090
i0325_5379	i0325	106352	L5091
i0326_5380	i0326	106353	L5092
i0326_5381	i0326	106353	L5093
i0336_5382	i0336	106365	L5094
i0336_5383	i0336	106366	L5095
i0336_5384	i0336	106364	L5096
i0339_5385	i0339	106369	L5097
i0339_5386	i0339	106369	L5098
i0340_5387	i0340	106370	L5099
i0340_5388	i0340	106370	L5100
i0342_5389	i0342	106372	L5101
i0342_5390	i0342	106372	L5102
i0347_5391	i0347	106377	L5103
i0347_5392	i0347	106377	L5104
i0349_5393	i0349	106379	L5105
i0349_5394	i0349	106379	L5106
i0357_5395	i0357	106387	L5107
i0357_5396	i0357	106387	L5108
i0368_5397	i0368	106399	L5109
i0368_5398	i0368	106399	L5110
i0370_5399	i0370	106401	L5111
i0370_5400	i0370	106401	L5112
i0376_5401	i0376	106407	L5113
i0376_5402	i0376	106407	L5114
i0377_5403	i0377	106408	L5115
i0377_5404	i0377	106408	L5116
i0378_5405	i0378	106409	L5117
i0378_5406	i0378	106409	L5118
i0380_5407	i0380	106411	L5119
i0380_5408	i0380	106411	L5120
i0388_5411	i0388	106419	L5121
i0388_5412	i0388	106419	L5122
i0403_5413	i0403	106435	L5123
i0403_5414	i0403	106435	L5124
i0404_5415	i0404	106436	L5125
i0405_5416	i0405	106437	L5126
i0405_5417	i0405	106437	L5127
i0406_5418	i0406	106438	L5128
i0406_5419	i0406	106438	L5129
i0410_5420	i0410	106442	L5130
i0410_5421	i0410	106442	L5131
i0411_5422	i0411	106443	L5132
i0411_5423	i0411	106443	L5133
i0411_5424	i0411	106443	L5134
i0411_5425	i0411	106443	L5135
i0412_5426	i0412	106444	L5136
i0412_5427	i0412	106444	L5137
i0417_5428	i0417	106450	L5138
i0417_5429	i0417	106450	L5139
i0417_5430	i0417	106450	L5140
i0417_5431	i0417	106450	L5141
i0421_5432	i0421	106454	L5142
i0421_5433	i0421	106454	L5143
i0428_5434	i0428	106461	L5144
i0428_5435	i0428	106461	L5145
i0430_5436	i0430	106463	L5146
